Tools,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,Frame,Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,Frame,Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers
2,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,1803312,1,OK,0.6879638,-0.3737733,-0.5950458,-0.1814381,88.122,-106.351,-162.085,0.0015809,0,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,1803312,1,OK,0.9075004,0.4145096,-0.0276750,-0.0621202,-0.614,46.177,-314.224,0.0341012,0
2,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,1803320,1,OK,0.6879482,-0.3737240,-0.5950751,-0.1815028,88.124,-106.350,-162.086,0.0019791,0,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,1803320,1,OK,0.9074943,0.4145348,-0.0277335,-0.0620150,-0.641,46.186,-314.220,0.0345599,0
2,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,1803328,1,OK,0.6879261,-0.3736692,-0.5951053,-0.1816005,88.123,-106.348,-162.094,0.0020758,0,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,1803328,1,OK,0.9075294,0.4144771,-0.0277852,-0.0618634,-0.649,46.170,-314.228,0.0334863,0
2,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,1803336,1,OK,0.6879312,-0.3736154,-0.5951427,-0.1815692,88.129,-106.347,-162.124,0.0016739,0,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,1803336,1,OK,0.9075530,0.4144324,-0.0277472,-0.0618343,-0.638,46.165,-314.255,0.0330783,0
2,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,1803344,1,OK,0.6879013,-0.3735343,-0.5952110,-0.1816256,88.137,-106.348,-162.137,0.0017771,0,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,1803344,1,OK,0.9075503,0.4144610,-0.0276273,-0.0617350,-0.628,46.179,-314.263,0.0323247,0
2,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,1803352,1,OK,0.6878700,-0.3734311,-0.5952724,-0.1817547,88.136,-106.348,-162.136,0.0022741,0,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,1803352,1,OK,0.9075541,0.4144470,-0.0274889,-0.0618361,-0.620,46.185,-314.246,0.0330805,0
2,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,1803360,1,OK,0.6878266,-0.3733524,-0.5953395,-0.1818612,88.137,-106.352,-162.120,0.0033578,0,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,1803360,1,OK,0.9075028,0.4145311,-0.0274021,-0.0620627,-0.623,46.201,-314.222,0.0319011,0
2,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,1803368,1,OK,0.6878702,-0.3733912,-0.5952919,-0.1817721,88.137,-106.347,-162.132,0.0030161,0,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,1803368,1,OK,0.9075089,0.4145183,-0.0276268,-0.0619586,-0.630,46.192,-314.203,0.0309465,0
2,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,1803376,1,OK,0.6879108,-0.3734465,-0.5952318,-0.1817019,88.133,-106.341,-162.131,0.0027421,0,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,1803376,1,OK,0.9075022,0.4145372,-0.0279394,-0.0617901,-0.627,46.184,-314.231,0.0309967,0
2,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,1803384,1,OK,0.6879127,-0.3734285,-0.5952378,-0.1817118,88.128,-106.343,-162.128,0.0028171,0,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,1803384,1,OK,0.9075243,0.4144972,-0.0279772,-0.0617164,-0.641,46.167,-314.246,0.0307216,0
2,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,1803392,1,OK,0.6878502,-0.3732545,-0.5953508,-0.1819358,88.124,-106.344,-162.117,0.0036769,0,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,1803392,1,OK,0.9075324,0.4144621,-0.0277027,-0.0619569,-0.645,46.157,-314.237,0.0309255,0
2,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,1803400,1,OK,0.6878742,-0.3733177,-0.5953012,-0.1818778,88.120,-106.343,-162.115,0.0039033,0,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,1803400,1,OK,0.9075375,0.4144243,-0.0276112,-0.0621751,-0.596,46.152,-314.251,0.0305871,0
2,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,1803408,1,OK,0.6879115,-0.3734348,-0.5952375,-0.1817044,88.124,-106.347,-162.118,0.0030568,0,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,1803408,1,OK,0.9075206,0.4144520,-0.0274313,-0.0623174,-0.585,46.168,-314.243,0.0311508,0
2,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,1803416,1,OK,0.6878209,-0.3730791,-0.5954374,-0.1821229,88.117,-106.344,-162.114,0.0044338,0,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,1803416,1,OK,0.9075534,0.4144052,-0.0275595,-0.0620934,-0.604,46.156,-314.227,0.0306160,0
2,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,1803424,1,OK,0.6878266,-0.3729920,-0.5954456,-0.1822526,88.103,-106.341,-162.098,0.0051587,0,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,1803424,1,OK,0.9075333,0.4144421,-0.0277796,-0.0620426,-0.613,46.156,-314.226,0.0315289,0
2,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,1803432,1,OK,0.6878244,-0.3729725,-0.5954555,-0.1822687,88.101,-106.342,-162.090,0.0054447,0,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,1803432,1,OK,0.9075228,0.4144850,-0.0280404,-0.0617926,-0.636,46.162,-314.236,0.0306652,0
2,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,1803440,1,OK,0.6879302,-0.3733077,-0.5952418,-0.1818805,88.100,-106.345,-162.097,0.0032997,0,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,1803440,1,OK,0.9075435,0.4144427,-0.0281934,-0.0617023,-0.626,46.148,-314.255,0.0307858,0
2,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,1803448,1,OK,0.6879640,-0.3734820,-0.5951525,-0.1816873,88.107,-106.346,-162.093,0.0019239,0,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,1803448,1,OK,0.9075640,0.4144139,-0.0280736,-0.0616486,-0.627,46.141,-314.262,0.0308570,0
2,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,1803456,1,OK,0.6879502,-0.3735153,-0.5951424,-0.1817041,88.104,-106.351,-162.069,0.0015169,0,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,1803456,1,OK,0.9075644,0.4144195,-0.0277203,-0.0617656,-0.623,46.159,-314.254,0.0313552,0
2,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,1803464,1,OK,0.6879671,-0.3735398,-0.5951077,-0.1817033,88.102,-106.346,-162.075,0.0010672,0,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,1803464,1,OK,0.9075588,0.4144300,-0.0275133,-0.0618695,-0.608,46.177,-314.239,0.0317237,0
2,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,1803472,1,OK,0.6879945,-0.3735993,-0.5950703,-0.1815999,88.102,-106.348,-162.081,0.0017743,0,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,1803472,1,OK,0.9075381,0.4144643,-0.0274858,-0.0619558,-0.596,46.188,-314.221,0.0322168,0
2,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,1803480,1,OK,0.6880018,-0.3736469,-0.5950431,-0.1815631,88.111,-106.342,-162.082,0.0027434,0,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,1803480,1,OK,0.9074970,0.4145301,-0.0274675,-0.0621253,-0.632,46.200,-314.215,0.0321177,0
2,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,1803488,1,OK,0.6880701,-0.3738685,-0.5948896,-0.1813512,88.107,-106.338,-162.083,0.0035319,0,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,1803488,1,OK,0.9074973,0.4145537,-0.0278864,-0.0617754,-0.650,46.205,-314.225,0.0317002,0
2,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,1803496,1,OK,0.6881142,-0.3741621,-0.5947469,-0.1810461,88.113,-106.343,-162.066,0.0044577,0,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,1803496,1,OK,0.9074553,0.4146343,-0.0279440,-0.0618255,-0.663,46.217,-314.227,0.0325750,0
2,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,1803504,1,OK,0.6880649,-0.3740901,-0.5948260,-0.1811225,88.122,-106.346,-162.076,0.0038278,0,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,1803504,1,OK,0.9074693,0.4146013,-0.0278363,-0.0618896,-0.664,46.199,-314.237,0.0319116,0
2,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,1803512,1,OK,0.6880591,-0.3740698,-0.5948440,-0.1811269,88.132,-106.343,-162.098,0.0042218,0,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,1803512,1,OK,0.9075182,0.4144732,-0.0276016,-0.0621353,-0.639,46.169,-314.247,0.0332324,0
2,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,1803520,1,OK,0.6879743,-0.3737592,-0.5950393,-0.1814485,88.130,-106.342,-162.102,0.0026578,0,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,1803520,1,OK,0.9075342,0.4144360,-0.0272953,-0.0622857,-0.627,46.170,-314.232,0.0326445,0
2,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,1803528,1,OK,0.6878594,-0.3733372,-0.5952826,-0.1819544,88.119,-106.341,-162.101,0.0012028,0,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,1803528,1,OK,0.9075094,0.4144920,-0.0271746,-0.0623265,-0.621,46.191,-314.229,0.0339334,0
2,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,1803536,1,OK,0.6878940,-0.3733773,-0.5952471,-0.1818575,88.121,-106.339,-162.114,0.0021635,0,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,1803536,1,OK,0.9075177,0.4144891,-0.0273942,-0.0621283,-0.623,46.192,-314.222,0.0343504,0
2,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,1803544,1,OK,0.6878703,-0.3733170,-0.5953029,-0.1818881,88.131,-106.340,-162.127,0.0029320,0,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,1803544,1,OK,0.9075229,0.4144729,-0.0276113,-0.0620655,-0.640,46.182,-314.227,0.0338977,0
2,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,1803552,1,OK,0.6879210,-0.3734165,-0.5952251,-0.1817471,88.131,-106.335,-162.135,0.0014812,0,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,1803552,1,OK,0.9075322,0.4144897,-0.0279508,-0.0616629,-0.659,46.182,-314.246,0.0339317,0
2,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,1803560,1,OK,0.6878118,-0.3730829,-0.5954606,-0.1820733,88.132,-106.342,-162.136,0.0030829,0,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,1803560,1,OK,0.9075667,0.4144560,-0.0281365,-0.0612973,-0.657,46.169,-314.272,0.0350732,0
2,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,1803568,1,OK,0.6877590,-0.3728718,-0.5955523,-0.1824053,88.111,-106.343,-162.108,0.0048044,0,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,1803568,1,OK,0.9075968,0.4143974,-0.0278860,-0.0613611,-0.652,46.152,-314.281,0.0357735,0
2,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,1803576,1,OK,0.6877131,-0.3726652,-0.5956523,-0.1826737,88.101,-106.343,-162.101,0.0060670,0,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,1803576,1,OK,0.9076304,0.4142956,-0.0276009,-0.0616794,-0.633,46.137,-314.302,0.0350363,0
2,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,1803584,1,OK,0.6877572,-0.3727466,-0.5955784,-0.1825825,88.093,-106.340,-162.087,0.0049037,0,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,1803584,1,OK,0.9076061,0.4143344,-0.0273951,-0.0618680,-0.621,46.164,-314.279,0.0350253,0
2,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,1803592,1,OK,0.6878116,-0.3729411,-0.5954482,-0.1824048,88.085,-106.337,-162.074,0.0038327,0,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,1803592,1,OK,0.9075604,0.4144437,-0.0274341,-0.0617892,-0.624,46.195,-314.257,0.0340998,0
2,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,1803600,1,OK,0.6878744,-0.3730804,-0.5953309,-0.1822663,88.081,-106.333,-162.072,0.0027568,0,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,1803600,1,OK,0.9075270,0.4145147,-0.0276801,-0.0616940,-0.630,46.204,-314.244,0.0346392,0
2,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,1803608,1,OK,0.6880462,-0.3735887,-0.5949930,-0.1816790,88.081,-106.332,-162.078,0.0003811,0,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,1803608,1,OK,0.9075251,0.4145127,-0.0278319,-0.0616661,-0.644,46.198,-314.237,0.0340046,0
2,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,1803616,1,OK,0.6880145,-0.3735078,-0.5950577,-0.1817535,88.087,-106.332,-162.083,0.0013661,0,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,1803616,1,OK,0.9075163,0.4144926,-0.0277568,-0.0619641,-0.644,46.181,-314.251,0.0324817,0
2,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,1803624,1,OK,0.6880249,-0.3735962,-0.5950085,-0.1816935,88.086,-106.334,-162.074,0.0025064,0,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,1803624,1,OK,0.9075216,0.4144859,-0.0276363,-0.0619863,-0.632,46.174,-314.233,0.0319421,0
2,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,1803632,1,OK,0.6879716,-0.3734328,-0.5951252,-0.1818492,88.091,-106.335,-162.087,0.0022729,0,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,1803632,1,OK,0.9075151,0.4144603,-0.0273776,-0.0623652,-0.602,46.172,-314.217,0.0308083,0
2,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,1803640,1,OK,0.6880106,-0.3735089,-0.5950637,-0.1817461,88.090,-106.334,-162.094,0.0030110,0,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,1803640,1,OK,0.9075538,0.4143888,-0.0272977,-0.0623123,-0.599,46.170,-314.226,0.0311398,0
2,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,1803648,1,OK,0.6880023,-0.3734549,-0.5951197,-0.1817053,88.106,-106.329,-162.126,0.0034498,0,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,1803648,1,OK,0.9074988,0.4144738,-0.0273133,-0.0625411,-0.587,46.191,-314.202,0.0320563,0
2,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,1803656,1,OK,0.6880517,-0.3736845,-0.5950046,-0.1814227,88.117,-106.330,-162.141,0.0046510,0,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,1803656,1,OK,0.9074330,0.4145934,-0.0273918,-0.0626682,-0.594,46.205,-314.178,0.0311399,0
2,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,1803664,1,OK,0.6880367,-0.3736712,-0.5950307,-0.1814218,88.121,-106.334,-162.148,0.0039008,0,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,1803664,1,OK,0.9074483,0.4145536,-0.0275959,-0.0626205,-0.590,46.184,-314.199,0.0314102,0
2,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,1803672,1,OK,0.6880328,-0.3736769,-0.5950447,-0.1813786,88.123,-106.340,-162.148,0.0043195,0,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,1803672,1,OK,0.9074860,0.4145031,-0.0277474,-0.0623414,-0.594,46.170,-314.230,0.0316397,0
2,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,1803680,1,OK,0.6879822,-0.3736131,-0.5951006,-0.1815188,88.121,-106.345,-162.125,0.0039374,0,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,1803680,1,OK,0.9075044,0.4144732,-0.0276069,-0.0623336,-0.609,46.167,-314.240,0.0314031,0
2,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,1803688,1,OK,0.6878146,-0.3731260,-0.5954218,-0.1821014,88.121,-106.348,-162.107,0.0011313,0,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,1803688,1,OK,0.9075198,0.4144477,-0.0275333,-0.0623118,-0.599,46.165,-314.249,0.0312612,0
2,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,1803696,1,OK,0.6877837,-0.3729407,-0.5955079,-0.1823162,88.110,-106.345,-162.113,0.0026462,0,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,1803696,1,OK,0.9075326,0.4144798,-0.0276965,-0.0618375,-0.600,46.186,-314.223,0.0331472,0
2,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,1803704,1,OK,0.6877488,-0.3728307,-0.5955751,-0.1824532,88.106,-106.342,-162.102,0.0037520,0,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,1803704,1,OK,0.9075264,0.4145087,-0.0278254,-0.0616776,-0.601,46.199,-314.239,0.0346343,0
2,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,1803712,1,OK,0.6877920,-0.3729507,-0.5954592,-0.1824234,88.088,-106.341,-162.069,0.0042010,0,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,1803712,1,OK,0.9075544,0.4144842,-0.0279592,-0.0613685,-0.622,46.192,-314.251,0.0357456,0
2,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,1803720,1,OK,0.6879499,-0.3734874,-0.5951070,-0.1818785,88.077,-106.346,-162.047,0.0028044,0,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,1803720,1,OK,0.9075355,0.4145181,-0.0278839,-0.0614540,-0.632,46.187,-314.206,0.0341824,0
2,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,1803728,1,OK,0.6879799,-0.3736342,-0.5950264,-0.1817269,88.082,-106.350,-162.034,0.0018406,0,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,1803728,1,OK,0.9075302,0.4145314,-0.0278497,-0.0614580,-0.635,46.192,-314.218,0.0335767,0
2,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,1803736,1,OK,0.6879397,-0.3735520,-0.5950929,-0.1818304,88.089,-106.347,-162.028,0.0017947,0,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,1803736,1,OK,0.9075594,0.4145122,-0.0278902,-0.0611360,-0.640,46.193,-314.210,0.0345789,0
2,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,1803744,1,OK,0.6879607,-0.3736037,-0.5950342,-0.1818368,88.084,-106.341,-162.007,0.0015534,0,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,1803744,1,OK,0.9075680,0.4145087,-0.0278932,-0.0610314,-0.640,46.194,-314.187,0.0351677,0
2,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,1803752,1,OK,0.6879553,-0.3735356,-0.5950418,-0.1819724,88.066,-106.339,-161.990,0.0025208,0,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,1803752,1,OK,0.9075534,0.4145142,-0.0278339,-0.0612382,-0.633,46.195,-314.189,0.0344606,0
2,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,1803760,1,OK,0.6879794,-0.3736018,-0.5950019,-0.1818755,88.072,-106.339,-162.000,0.0022457,0,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,1803760,1,OK,0.9075301,0.4145397,-0.0277811,-0.0614350,-0.638,46.201,-314.194,0.0330240,0
2,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,1803768,1,OK,0.6880483,-0.3738667,-0.5948617,-0.1815291,88.082,-106.341,-162.018,0.0014862,0,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,1803768,1,OK,0.9074926,0.4145966,-0.0277256,-0.0616287,-0.641,46.209,-314.193,0.0326496,0
