Tools,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,Frame,Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,Frame,Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,Frame,Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,711016,1,OK,0.7677603,0.4660553,-0.1066550,-0.4265693,-58.250,-87.624,-207.575,0.0412155,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,711016,1,OK,0.8146522,0.5303536,-0.1655038,0.1663591,-18.469,-6.067,-257.916,0.0480357,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,711016,1,OK,0.7046973,-0.3988883,-0.5552574,-0.1896814,101.273,-117.175,-161.928,0.0035804,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,711024,1,OK,0.7673779,0.4655583,-0.1042406,-0.4283929,-57.640,-87.261,-207.178,0.0455200,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,711024,1,OK,0.8147848,0.5300674,-0.1653038,0.1668198,-18.328,-6.083,-257.861,0.0448409,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,711024,1,OK,0.7047258,-0.3990154,-0.5551744,-0.1895514,101.275,-117.171,-161.919,0.0032706,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,711032,1,OK,0.7661172,0.4638155,-0.1004288,-0.4334209,-57.109,-86.714,-206.237,0.0404216,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,711032,1,OK,0.8148741,0.5303680,-0.1643592,0.1663612,-18.075,-5.985,-257.691,0.0492645,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,711032,1,OK,0.7046432,-0.3987269,-0.5553778,-0.1898694,101.278,-117.169,-161.917,0.0039194,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,711040,1,OK,0.7657254,0.4635887,-0.0978709,-0.4349384,-56.571,-85.631,-205.930,0.0458868,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,711040,1,OK,0.8146231,0.5303964,-0.1642285,0.1676243,-17.828,-5.865,-257.722,0.0517561,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,711040,1,OK,0.7045830,-0.3985474,-0.5555135,-0.1900723,101.280,-117.165,-161.925,0.0057873,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,711048,1,OK,0.7659528,0.4620385,-0.0978179,-0.4361977,-55.650,-85.466,-205.133,0.0440853,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,711048,1,OK,0.8149586,0.5305508,-0.1629001,0.1667990,-17.566,-5.873,-257.603,0.0497295,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,711048,1,OK,0.7045752,-0.3985266,-0.5555183,-0.1901311,101.276,-117.163,-161.919,0.0060164,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,711056,1,OK,0.7659819,0.4611451,-0.0953540,-0.4376350,-54.594,-85.297,-204.838,0.0646681,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,711056,1,OK,0.8151170,0.5302892,-0.1623557,0.1673865,-17.188,-5.871,-257.569,0.0479480,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,711056,1,OK,0.7046191,-0.3986977,-0.5554039,-0.1899435,101.283,-117.164,-161.919,0.0052394,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,711064,1,OK,0.7642618,0.4595796,-0.0869432,-0.4439949,-52.628,-85.316,-203.401,0.0831374,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,711064,1,OK,0.8151691,0.5302322,-0.1615427,0.1680986,-16.688,-5.758,-257.387,0.0510889,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,711064,1,OK,0.7045501,-0.3984506,-0.5555848,-0.1901888,101.295,-117.164,-161.938,0.0072629,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,711072,1,OK,0.7646626,0.4581510,-0.0845951,-0.4452330,-50.796,-84.605,-202.366,0.0568834,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,711072,1,OK,0.8153787,0.5295083,-0.1609351,0.1699362,-16.117,-5.741,-257.257,0.0499855,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,711072,1,OK,0.7046085,-0.3985689,-0.5554875,-0.1900086,101.295,-117.163,-161.956,0.0070283,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,711080,1,OK,0.7665585,0.4562674,-0.0827772,-0.4442478,-49.570,-84.279,-203.062,0.0591791,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,711080,1,OK,0.8158336,0.5296110,-0.1586867,0.1695471,-15.367,-5.517,-257.017,0.0569741,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,711080,1,OK,0.7046529,-0.3986821,-0.5553943,-0.1898791,101.292,-117.160,-161.948,0.0061872,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,711088,1,OK,0.7661637,0.4545137,-0.0803120,-0.4471693,-48.028,-82.717,-202.514,0.0580356,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,711088,1,OK,0.8161157,0.5284723,-0.1578580,0.1724907,-14.405,-5.427,-256.750,0.0519546,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,711088,1,OK,0.7046119,-0.3985819,-0.5554822,-0.1899844,101.295,-117.158,-161.947,0.0062779,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,711096,1,OK,0.7660622,0.4530427,-0.0793263,-0.4490082,-46.400,-80.852,-203.046,0.0527660,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,711096,1,OK,0.8168944,0.5280074,-0.1548476,0.1729565,-13.216,-5.156,-256.439,0.0569180,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,711096,1,OK,0.7045607,-0.3984068,-0.5556095,-0.1901694,101.298,-117.158,-161.956,0.0080531,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,711104,1,OK,0.7646031,0.4518363,-0.0748601,-0.4534557,-44.460,-78.992,-203.409,0.0627268,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,711104,1,OK,0.8175196,0.5268429,-0.1522382,0.1758460,-11.720,-4.717,-255.897,0.0538175,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,711104,1,OK,0.7046135,-0.3985576,-0.5555019,-0.1899716,101.302,-117.158,-161.966,0.0080258,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,711112,1,OK,0.7631393,0.4491312,-0.0711502,-0.4591702,-42.222,-76.948,-203.867,0.0543725,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,711112,1,OK,0.8188254,0.5250607,-0.1482047,0.1785262,-9.889,-4.266,-255.266,0.0477078,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,711112,1,OK,0.7046234,-0.3986083,-0.5554699,-0.1899223,101.301,-117.156,-161.969,0.0082246,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,711120,1,OK,0.7601972,0.4460227,-0.0646710,-0.4679547,-39.562,-74.671,-203.901,0.0570141,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,711120,1,OK,0.8208273,0.5230226,-0.1428112,0.1797077,-7.730,-3.554,-254.379,0.0475304,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,711120,1,OK,0.7046198,-0.3986398,-0.5554387,-0.1899611,101.294,-117.148,-161.937,0.0072718,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,711128,1,OK,0.7559550,0.4421997,-0.0563272,-0.4793942,-36.661,-71.841,-203.050,0.0569332,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,711128,1,OK,0.8227299,0.5207782,-0.1375435,0.1816241,-5.601,-2.626,-253.298,0.0482393,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,711128,1,OK,0.7045628,-0.3984167,-0.5555915,-0.1901934,101.296,-117.143,-161.937,0.0074723,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,711136,1,OK,0.7521045,0.4379625,-0.0489076,-0.4900364,-33.905,-69.184,-202.778,0.0495773,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,711136,1,OK,0.8245594,0.5182627,-0.1328517,0.1840003,-3.673,-1.500,-251.872,0.0504612,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,711136,1,OK,0.7045171,-0.3982236,-0.5557183,-0.1903966,101.291,-117.138,-161.933,0.0077377,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,711144,1,OK,0.7488640,0.4322568,-0.0429455,-0.5005122,-31.475,-66.516,-202.582,0.0433778,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,711144,1,OK,0.8269458,0.5153480,-0.1278821,0.1849951,-2.053,-0.289,-250.385,0.0544140,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,711144,1,OK,0.7045742,-0.3984000,-0.5555820,-0.1902138,101.283,-117.137,-161.924,0.0067352,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,711152,1,OK,0.7452214,0.4264311,-0.0375184,-0.5112671,-28.667,-63.288,-201.459,0.0441063,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,711152,1,OK,0.8295923,0.5120178,-0.1234663,0.1853930,-0.917,1.229,-248.630,0.0519264,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,711152,1,OK,0.7045667,-0.3984051,-0.5555838,-0.1902254,101.289,-117.132,-161.921,0.0071787,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,711160,1,OK,0.7408829,0.4183785,-0.0302774,-0.5245333,-25.983,-59.813,-200.162,0.0475872,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,711160,1,OK,0.8319130,0.5080496,-0.1212308,0.1873754,-0.139,2.907,-247.175,0.0527670,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,711160,1,OK,0.7044693,-0.3980728,-0.5558239,-0.1905806,101.296,-117.132,-161.945,0.0106769,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,711168,1,OK,0.7360639,0.4102181,-0.0241559,-0.5379104,-23.197,-56.078,-198.945,0.0454427,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,711168,1,OK,0.8348291,0.5039472,-0.1188680,0.1869971,0.331,4.621,-246.103,0.0556797,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,711168,1,OK,0.7045507,-0.3982834,-0.5556567,-0.1903268,101.300,-117.125,-161.954,0.0097938,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,711176,1,OK,0.7309451,0.4010439,-0.0186282,-0.5518479,-20.418,-52.206,-197.416,0.0470712,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,711176,1,OK,0.8379016,0.4989735,-0.1175557,0.1874219,0.344,6.391,-244.897,0.0495035,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,711176,1,OK,0.7045427,-0.3982689,-0.5556663,-0.1903586,101.301,-117.120,-161.949,0.0096221,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,711184,1,OK,0.7260532,0.3919961,-0.0142273,-0.5647861,-17.828,-48.121,-195.783,0.0496080,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,711184,1,OK,0.8409142,0.4940415,-0.1165785,0.1876055,-0.025,8.375,-243.222,0.0478963,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,711184,1,OK,0.7044545,-0.3980171,-0.5558316,-0.1907286,101.286,-117.118,-161.918,0.0118117,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,711192,1,OK,0.7205821,0.3824044,-0.0094886,-0.5783064,-15.286,-44.518,-194.376,0.0495985,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,711192,1,OK,0.8436267,0.4895853,-0.1157231,0.1876391,-0.353,10.445,-241.406,0.0537085,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,711192,1,OK,0.7045382,-0.3982170,-0.5556562,-0.1905133,101.279,-117.118,-161.909,0.0099892,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,711200,1,OK,0.7137225,0.3728458,-0.0035407,-0.5929365,-12.975,-40.776,-192.497,0.0491037,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,711200,1,OK,0.8465094,0.4841130,-0.1156978,0.1888661,-0.530,12.174,-240.065,0.0515630,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,711200,1,OK,0.7045463,-0.3981849,-0.5556884,-0.1904568,101.290,-117.120,-161.941,0.0096985,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,711208,1,OK,0.7066980,0.3639490,0.0002748,-0.6067281,-10.902,-37.495,-190.952,0.0488844,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,711208,1,OK,0.8493553,0.4783877,-0.1157100,0.1906621,-0.743,13.932,-238.513,0.0435976,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,711208,1,OK,0.7045613,-0.3982685,-0.5556476,-0.1903453,101.293,-117.124,-161.945,0.0093930,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,711216,1,OK,0.7008289,0.3556211,0.0028354,-0.6183562,-9.178,-34.313,-189.397,0.0476601,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,711216,1,OK,0.8525134,0.4729537,-0.1144874,0.1908619,-1.005,15.715,-236.577,0.0437060,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,711216,1,OK,0.7045593,-0.3982692,-0.5556488,-0.1903476,101.298,-117.120,-161.953,0.0097191,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,711224,1,OK,0.6934840,0.3473273,0.0067153,-0.6311882,-7.538,-31.425,-187.647,0.0438662,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,711224,1,OK,0.8555518,0.4677625,-0.1132239,0.1908132,-1.073,17.449,-234.591,0.0489544,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,711224,1,OK,0.7045738,-0.3982653,-0.5556374,-0.1903355,101.300,-117.115,-161.968,0.0098377,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,711232,1,OK,0.6830134,0.3391391,0.0124000,-0.6467794,-5.975,-29.156,-185.753,0.0435158,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,711232,1,OK,0.8580441,0.4621288,-0.1129206,0.1935102,-0.956,18.939,-232.700,0.0494797,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,711232,1,OK,0.7046205,-0.3983553,-0.5555443,-0.1902460,101.295,-117.110,-161.965,0.0084514,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,711240,1,OK,0.6692658,0.3319095,0.0187622,-0.6645053,-4.793,-27.093,-183.955,0.0399463,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,711240,1,OK,0.8607635,0.4568803,-0.1114592,0.1947396,-0.797,20.501,-230.535,0.0497682,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,711240,1,OK,0.7046604,-0.3985574,-0.5554108,-0.1900647,101.288,-117.108,-161.937,0.0064910,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,711248,1,OK,0.6574046,0.3253568,0.0228499,-0.6792938,-3.986,-25.081,-182.159,0.0358198,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,711248,1,OK,0.8636529,0.4519613,-0.1094339,0.1945737,-0.658,21.976,-228.412,0.0461789,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,711248,1,OK,0.7045684,-0.3983345,-0.5555755,-0.1903914,101.277,-117.112,-161.911,0.0081618,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,711256,1,OK,0.6512282,0.3187048,0.0236389,-0.6883097,-3.327,-22.990,-180.462,0.0385589,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,711256,1,OK,0.8661841,0.4470713,-0.1084275,0.1951815,-0.694,23.279,-226.301,0.0480638,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,711256,1,OK,0.7046139,-0.3984944,-0.5554670,-0.1902050,101.276,-117.116,-161.912,0.0076122,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,711264,1,Bad Fit,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,711264,1,OK,0.8683296,0.4425608,-0.1082571,0.1960206,-0.947,24.373,-224.572,0.0466173,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,711264,1,OK,0.7046275,-0.3985607,-0.5554595,-0.1900373,101.293,-117.119,-161.948,0.0071488,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,711272,1,OK,0.6504887,0.3065406,0.0189310,-0.6946502,-1.963,-18.465,-176.842,0.0353980,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,711272,1,OK,0.8698366,0.4389400,-0.1086855,0.1972395,-1.294,25.278,-223.275,0.0462228,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,711272,1,OK,0.7045008,-0.3982587,-0.5557289,-0.1903524,101.301,-117.125,-161.955,0.0099832,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,711280,1,OK,0.6508987,0.3003898,0.0165745,-0.6970094,-1.356,-16.472,-174.906,0.0402247,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,711280,1,OK,0.8707982,0.4362851,-0.1095436,0.1984085,-1.601,25.950,-222.461,0.0425348,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,711280,1,OK,0.7044934,-0.3982497,-0.5557196,-0.1904260,101.288,-117.126,-161.933,0.0107895,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,711288,1,OK,0.6539176,0.2948733,0.0125097,-0.6966240,-1.044,-14.333,-172.810,0.0355286,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,711288,1,OK,0.8715206,0.4343862,-0.1103852,0.1989363,-2.004,26.438,-221.843,0.0449555,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,711288,1,OK,0.7045333,-0.3983518,-0.5556301,-0.1903258,101.280,-117.126,-161.935,0.0103405,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,711296,1,OK,0.6586979,0.2891714,0.0082175,-0.6945714,-0.811,-12.313,-170.759,0.0344633,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,711296,1,OK,0.8722601,0.4327988,-0.1112301,0.1986840,-2.427,26.777,-221.194,0.0476668,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,711296,1,OK,0.7044982,-0.3982423,-0.5557291,-0.1903957,101.286,-117.133,-161.963,0.0111675,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,711304,1,OK,0.6597518,0.2849370,0.0055293,-0.6953473,-0.603,-10.667,-168.766,0.0361175,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,711304,1,OK,0.8724637,0.4312033,-0.1127961,0.2003695,-2.949,27.017,-220.553,0.0459351,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,711304,1,OK,0.7044181,-0.3980846,-0.5558887,-0.1905559,101.293,-117.138,-161.963,0.0129376,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,711312,1,OK,0.6589121,0.2814224,0.0043988,-0.6975794,-0.759,-9.678,-167.080,0.0407411,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,711312,1,OK,0.8726402,0.4305447,-0.1137208,0.2004943,-3.474,27.184,-220.062,0.0461990,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,711312,1,OK,0.7043899,-0.3980393,-0.5559481,-0.1905815,101.297,-117.147,-161.970,0.0141828,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,711320,1,OK,0.6607980,0.2793752,0.0012242,-0.6966305,-1.478,-9.098,-165.614,0.0404651,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,711320,1,OK,0.8725886,0.4301083,-0.1153949,0.2006988,-3.986,27.081,-220.124,0.0476548,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,711320,1,OK,0.7043924,-0.3980053,-0.5559665,-0.1905895,101.299,-117.152,-161.984,0.0148469,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,711328,1,OK,0.6626603,0.2790719,-0.0033319,-0.6949742,-2.801,-9.152,-164.828,0.0408761,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,711328,1,OK,0.8722505,0.4297877,-0.1176649,0.2015357,-4.616,26.893,-220.317,0.0497134,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,711328,1,OK,0.7044396,-0.3981172,-0.5558893,-0.1904065,101.301,-117.156,-162.000,0.0134598,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,711336,1,OK,0.6665465,0.2789805,-0.0082915,-0.6912430,-4.347,-8.108,-163.172,0.0366064,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,711336,1,OK,0.8719056,0.4299468,-0.1196672,0.2015096,-5.439,26.783,-220.362,0.0518126,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,711336,1,OK,0.7044610,-0.3981890,-0.5558421,-0.1903150,101.300,-117.159,-161.990,0.0115607,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,711344,1,OK,0.6690760,0.2787849,-0.0124568,-0.6888113,-5.679,-7.935,-161.879,0.0434913,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,711344,1,OK,0.8712062,0.4303789,-0.1217417,0.2023678,-6.167,26.721,-220.305,0.0515758,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,711344,1,OK,0.7045441,-0.3984122,-0.5556427,-0.1901225,101.287,-117.160,-161.965,0.0083108,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,711352,1,OK,0.6693506,0.2797331,-0.0125244,-0.6881587,-6.478,-9.207,-161.603,0.0455305,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,711352,1,OK,0.8707219,0.4306639,-0.1236583,0.2026836,-6.744,26.450,-220.589,0.0507825,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,711352,1,OK,0.7046778,-0.3987772,-0.5553479,-0.1897225,101.284,-117.158,-161.970,0.0053543,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,711360,1,OK,0.6705458,0.2813919,-0.0130827,-0.6863059,-7.266,-9.718,-160.853,0.0366546,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,711360,1,OK,0.8700789,0.4311656,-0.1250683,0.2035113,-7.015,26.137,-221.018,0.0505487,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,711360,1,OK,0.7046707,-0.3987431,-0.5553950,-0.1896827,101.296,-117.161,-162.003,0.0049127,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,711368,1,OK,0.6732181,0.2841676,-0.0148723,-0.6824991,-8.351,-10.441,-160.640,0.0294462,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,711368,1,OK,0.8697456,0.4316539,-0.1257014,0.2035107,-7.207,25.919,-221.212,0.0500362,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,711368,1,OK,0.7047013,-0.3988550,-0.5553211,-0.1895504,101.302,-117.162,-162.006,0.0044373,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,711376,1,OK,0.6758875,0.2870300,-0.0163573,-0.6786179,-9.476,-11.589,-160.662,0.0363194,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,711376,1,OK,0.8694593,0.4322259,-0.1258850,0.2034067,-7.326,25.818,-221.167,0.0462526,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,711376,1,OK,0.7047659,-0.3990428,-0.5551473,-0.1894237,101.285,-117.159,-161.962,0.0033123,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,711384,1,OK,0.6756102,0.2893839,-0.0167341,-0.6778847,-10.675,-12.635,-160.498,0.0417875,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,711384,1,OK,0.8692440,0.4329925,-0.1257647,0.2027699,-7.426,25.745,-221.062,0.0475715,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,711384,1,OK,0.7048439,-0.3992764,-0.5549566,-0.1891998,101.277,-117.161,-161.945,0.0021022,0
