Tools,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,Frame,Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,Frame,Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,Frame,Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,1118464,1,OK,0.6813309,-0.3909171,-0.5822983,-0.2095251,87.790,-115.009,-161.891,0.0017982,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,1118464,1,OK,0.8866773,0.4282160,-0.0927867,0.1477327,-9.212,12.965,-189.708,0.0441873,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,1118464,1,OK,0.8581700,0.2753864,-0.0804454,-0.4257172,14.704,-3.787,-188.139,0.0484864,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,1118472,1,OK,0.6813588,-0.3909420,-0.5822775,-0.2094456,87.796,-115.011,-161.911,0.0021651,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,1118472,1,OK,0.8867106,0.4285002,-0.0920681,0.1471577,-9.093,12.939,-189.672,0.0396406,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,1118472,1,OK,0.8581974,0.2753859,-0.0804664,-0.4256582,14.704,-3.784,-188.144,0.0475306,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,1118480,1,OK,0.6812252,-0.3905910,-0.5825384,-0.2098092,87.804,-115.011,-161.907,0.0045756,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,1118480,1,OK,0.8865952,0.4288072,-0.0918815,0.1470756,-9.051,12.991,-189.602,0.0408173,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,1118480,1,OK,0.8582269,0.2753651,-0.0804825,-0.4256092,14.703,-3.784,-188.145,0.0469376,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,1118488,1,OK,0.6811741,-0.3904315,-0.5826359,-0.2100012,87.806,-115.008,-161.905,0.0055464,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,1118488,1,OK,0.8862959,0.4293332,-0.0918609,0.1473572,-9.081,13.081,-189.599,0.0412569,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,1118488,1,OK,0.8582113,0.2753718,-0.0804029,-0.4256515,14.696,-3.776,-188.140,0.0474333,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,1118496,1,OK,0.6810884,-0.3901645,-0.5828305,-0.2102354,87.811,-115.010,-161.929,0.0099764,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,1118496,1,OK,0.8865190,0.4286729,-0.0926325,0.1474543,-9.153,12.861,-189.910,0.0429464,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,1118496,1,OK,0.8581933,0.2753544,-0.0803764,-0.4257040,14.695,-3.774,-188.144,0.0478222,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,1118504,1,OK,0.6810761,-0.3901889,-0.5828348,-0.2102177,87.815,-115.011,-161.937,0.0099163,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,1118504,1,OK,0.8862053,0.4293110,-0.0925985,0.1475050,-9.245,12.917,-190.116,0.0444477,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,1118504,1,OK,0.8582331,0.2753264,-0.0804262,-0.4256324,14.696,-3.777,-188.137,0.0482620,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,1118512,1,OK,0.6810828,-0.3901955,-0.5828386,-0.2101735,87.818,-115.011,-161.943,0.0094912,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,1118512,1,OK,0.8862384,0.4282926,-0.0937520,0.1495244,-9.220,12.790,-190.265,0.0381849,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,1118512,1,OK,0.8583164,0.2753319,-0.0804336,-0.4254595,14.690,-3.767,-188.141,0.0475872,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,1118520,1,OK,0.6810165,-0.3899561,-0.5830008,-0.2103827,87.821,-115.011,-161.962,0.0105154,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,1118520,1,OK,0.8864659,0.4286137,-0.0925859,0.1479741,-9.200,12.938,-189.890,0.0414550,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,1118520,1,OK,0.8583254,0.2753403,-0.0804504,-0.4254328,14.696,-3.765,-188.147,0.0481382,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,1118528,1,OK,0.6810170,-0.3899350,-0.5830167,-0.2103759,87.822,-115.013,-161.970,0.0102907,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,1118528,1,OK,0.8863914,0.4286332,-0.0926822,0.1483036,-9.148,12.943,-189.956,0.0409097,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,1118528,1,OK,0.8583565,0.2753650,-0.0805393,-0.4253370,14.725,-3.781,-188.169,0.0477118,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,1118536,1,OK,0.6810391,-0.3900088,-0.5829651,-0.2103104,87.822,-115.010,-161.968,0.0086069,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,1118536,1,OK,0.8863064,0.4286478,-0.0927542,0.1487238,-9.095,12.952,-190.014,0.0402886,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,1118536,1,OK,0.8584525,0.2753297,-0.0805751,-0.4251593,14.783,-3.811,-188.182,0.0474202,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,1118544,1,OK,0.6810212,-0.3899576,-0.5830075,-0.2103458,87.822,-115.007,-161.969,0.0092590,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,1118544,1,OK,0.8861784,0.4286988,-0.0929062,0.1492439,-9.046,12.967,-190.107,0.0401404,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,1118544,1,OK,0.8584623,0.2753603,-0.0804798,-0.4251378,14.849,-3.824,-188.190,0.0483486,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,1118552,1,OK,0.6810172,-0.3899526,-0.5829989,-0.2103922,87.811,-115.004,-161.950,0.0090150,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,1118552,1,OK,0.8856247,0.4289397,-0.0935374,0.1514275,-8.882,13.034,-190.327,0.0375626,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,1118552,1,OK,0.8582537,0.2758634,-0.0795979,-0.4253989,15.392,-3.863,-188.211,0.0525806,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,1118560,1,OK,0.6811560,-0.3903159,-0.5827369,-0.2099944,87.806,-115.002,-161.958,0.0071431,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,1118560,1,OK,0.8855107,0.4290539,-0.0933074,0.1519120,-8.550,12.977,-190.733,0.0398392,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,1118560,1,OK,0.8582018,0.2760856,-0.0794218,-0.4253923,15.514,-3.758,-188.167,0.0525463,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,1118568,1,OK,0.6812174,-0.3905157,-0.5826069,-0.2097844,87.809,-115.000,-161.963,0.0061198,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,1118568,1,OK,0.8853230,0.4292495,-0.0933947,0.1523988,-8.365,12.974,-190.804,0.0384873,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,1118568,1,OK,0.8576233,0.2761572,-0.0782521,-0.4267272,15.743,-3.759,-188.152,0.0573848,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,1118576,1,OK,0.6812631,-0.3906473,-0.5825020,-0.2096824,87.804,-114.997,-161.950,0.0048829,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,1118576,1,OK,0.8853804,0.4297260,-0.0924650,0.1512853,-8.224,12.941,-190.912,0.0437187,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,1118576,1,OK,0.8572597,0.2764135,-0.0771072,-0.4274995,15.987,-3.855,-188.234,0.0546998,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,1118584,1,OK,0.6812689,-0.3906627,-0.5824842,-0.2096843,87.802,-114.992,-161.945,0.0059494,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,1118584,1,OK,0.8850076,0.4296487,-0.0931686,0.1532420,-8.134,12.805,-191.108,0.0399327,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,1118584,1,OK,0.8572947,0.2764996,-0.0767870,-0.4274314,16.159,-3.900,-188.254,0.0553374,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,1118592,1,OK,0.6811893,-0.3904135,-0.5826435,-0.2099642,87.803,-114.989,-161.946,0.0085904,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,1118592,1,OK,0.8847942,0.4296854,-0.0935364,0.1541450,-8.098,12.614,-191.250,0.0403379,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,1118592,1,OK,0.8573360,0.2764977,-0.0763292,-0.4274317,16.409,-3.976,-188.198,0.0537814,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,1118600,1,OK,0.6812074,-0.3904987,-0.5825856,-0.2099079,87.802,-114.987,-161.933,0.0082982,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,1118600,1,OK,0.8845879,0.4299593,-0.0937628,0.1544270,-8.079,12.542,-191.358,0.0431639,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,1118600,1,OK,0.8529667,0.2820732,-0.0706260,-0.4334680,16.680,-4.117,-187.735,0.0414983,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,1118608,1,OK,0.6812286,-0.3905442,-0.5825591,-0.2098277,87.805,-114.985,-161.947,0.0077882,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,1118608,1,OK,0.8843704,0.4299551,-0.0942647,0.1553764,-8.014,12.437,-191.530,0.0421556,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,1118608,1,OK,0.8518057,0.2811066,-0.0697311,-0.4365131,16.277,-5.627,-188.308,0.0524401,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,1118616,1,OK,0.6812360,-0.3905607,-0.5825509,-0.2097960,87.811,-114.984,-161.949,0.0079813,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,1118616,1,OK,0.8841978,0.4302480,-0.0941891,0.1555936,-7.830,12.408,-191.765,0.0437591,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,1118616,1,OK,0.8518874,0.2797184,-0.0719242,-0.4368895,16.851,-3.656,-188.323,0.0540271,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,1118624,1,OK,0.6811981,-0.3905097,-0.5825926,-0.2098981,87.813,-114.981,-161.936,0.0079382,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,1118624,1,OK,0.8839689,0.4305428,-0.0940653,0.1561527,-7.680,12.364,-192.194,0.0408796,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,1118624,1,OK,0.8543352,0.2764859,-0.0773130,-0.4332316,16.591,-1.888,-188.264,0.0579159,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,1118632,1,OK,0.6812263,-0.3905784,-0.5825485,-0.2098008,87.814,-114.984,-161.937,0.0073768,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,1118632,1,OK,0.8836597,0.4310590,-0.0939045,0.1565744,-7.479,12.219,-192.728,0.0429603,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,1118632,1,OK,0.8565246,0.2737538,-0.0801046,-0.4301252,16.488,-0.265,-188.311,0.0505257,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,1118640,1,OK,0.6811659,-0.3903983,-0.5826893,-0.2099412,87.824,-114.985,-161.957,0.0082292,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,1118640,1,OK,0.8832845,0.4318757,-0.0936172,0.1566133,-7.246,12.056,-193.559,0.0442436,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,1118640,1,OK,0.8577839,0.2724499,-0.0812883,-0.4282172,16.783,0.650,-188.460,0.0470122,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,1118648,1,OK,0.6811397,-0.3902814,-0.5827733,-0.2100103,87.829,-114.984,-161.971,0.0100876,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,1118648,1,OK,0.8827511,0.4326137,-0.0937453,0.1575048,-6.982,11.899,-194.453,0.0430403,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,1118648,1,OK,0.8585945,0.2724285,-0.0806593,-0.4267227,17.289,0.683,-188.863,0.0447665,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,1118656,1,OK,0.6811068,-0.3902296,-0.5828253,-0.2100692,87.830,-114.985,-161.963,0.0089538,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,1118656,1,OK,0.8818998,0.4337736,-0.0939997,0.1589252,-6.580,11.721,-195.428,0.0422185,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,1118656,1,OK,0.8591605,0.2732442,-0.0788799,-0.4253926,17.770,0.497,-189.263,0.0433474,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,1118664,1,OK,0.6811842,-0.3904186,-0.5826831,-0.2098612,87.827,-114.986,-161.959,0.0071847,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,1118664,1,OK,0.8809854,0.4352870,-0.0940094,0.1598506,-6.093,11.570,-196.385,0.0413486,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,1118664,1,OK,0.8599229,0.2744589,-0.0783025,-0.4231709,18.340,-0.091,-189.729,0.0416517,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,1118672,1,OK,0.6812377,-0.3906078,-0.5825492,-0.2097074,87.823,-114.983,-161.949,0.0043638,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,1118672,1,OK,0.8805494,0.4369759,-0.0924556,0.1585456,-5.470,11.337,-197.471,0.0459907,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,1118672,1,OK,0.8594131,0.2773580,-0.0747393,-0.4229606,19.163,-1.172,-190.548,0.0477239,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,1118680,1,OK,0.6812448,-0.3906648,-0.5825196,-0.2096604,87.826,-114.980,-161.947,0.0039165,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,1118680,1,OK,0.8799090,0.4384489,-0.0913324,0.1586853,-4.793,11.088,-198.731,0.0462475,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,1118680,1,OK,0.8583372,0.2810233,-0.0696706,-0.4235909,20.178,-2.801,-191.775,0.0460151,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,1118688,1,OK,0.6812107,-0.3905834,-0.5825752,-0.2097682,87.824,-114.979,-161.939,0.0053361,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,1118688,1,OK,0.8789645,0.4405374,-0.0903247,0.1587128,-4.122,11.030,-200.072,0.0448491,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,1118688,1,OK,0.8581977,0.2841813,-0.0662816,-0.4223085,20.800,-4.052,-192.453,0.0415551,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,1118696,1,OK,0.6812366,-0.3906435,-0.5825285,-0.2097020,87.822,-114.980,-161.942,0.0060882,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,1118696,1,OK,0.8781491,0.4426813,-0.0892768,0.1578518,-3.403,10.912,-201.765,0.0487846,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,1118696,1,OK,0.8581456,0.2873322,-0.0644314,-0.4205650,21.037,-5.073,-192.917,0.0489249,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,1118704,1,OK,0.6813151,-0.3908342,-0.5823835,-0.2094942,87.820,-114.980,-161.948,0.0052174,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,1118704,1,OK,0.8771533,0.4447368,-0.0887729,0.1578945,-2.701,10.697,-203.762,0.0474251,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,1118704,1,OK,0.8572360,0.2911532,-0.0623386,-0.4201072,21.336,-6.327,-193.963,0.0492313,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,1118712,1,OK,0.6812445,-0.3906699,-0.5825086,-0.2096822,87.826,-114.979,-161.953,0.0059738,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,1118712,1,OK,0.8758715,0.4470924,-0.0883053,0.1586181,-2.065,10.529,-205.850,0.0441197,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,1118712,1,OK,0.8556754,0.2953834,-0.0592827,-0.4207775,21.867,-7.785,-195.495,0.0455565,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,1118720,1,OK,0.6812517,-0.3907129,-0.5824681,-0.2096914,87.820,-114.977,-161.939,0.0054572,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,1118720,1,OK,0.8744586,0.4498433,-0.0878701,0.1588770,-1.460,10.570,-208.162,0.0456669,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,1118720,1,OK,0.8529643,0.2995300,-0.0553676,-0.4238728,22.503,-8.826,-196.894,0.0483569,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,1118728,1,OK,0.6812229,-0.3906319,-0.5825134,-0.2098100,87.816,-114.975,-161.928,0.0050886,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,1118728,1,OK,0.8732226,0.4516293,-0.0883602,0.1603299,-0.965,10.717,-210.388,0.0468109,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,1118728,1,OK,0.8511908,0.3032190,-0.0522207,-0.4252122,23.060,-9.465,-198.358,0.0387853,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,1118736,1,OK,0.6812612,-0.3907245,-0.5824471,-0.2096972,87.820,-114.976,-161.941,0.0044043,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,1118736,1,OK,0.8721398,0.4529488,-0.0887979,0.1622483,-0.650,11.026,-212.576,0.0433945,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,1118736,1,OK,0.8479973,0.3068917,-0.0471767,-0.4295258,24.111,-10.098,-200.381,0.0478170,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,1118744,1,OK,0.6812165,-0.3906310,-0.5825300,-0.2097864,87.824,-114.976,-161.946,0.0048981,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,1118744,1,Bad Fit,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,1118744,1,OK,0.8430696,0.3110284,-0.0390906,-0.4369976,25.991,-10.675,-203.166,0.0444666,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,1118752,1,OK,0.6811974,-0.3905961,-0.5825812,-0.2097708,87.836,-114.977,-161.961,0.0063059,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,1118752,1,OK,0.8701580,0.4562392,-0.0897936,0.1631197,-0.388,12.233,-217.020,0.0493961,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,1118752,1,OK,0.8393159,0.3134870,-0.0315734,-0.4430326,27.891,-10.789,-205.876,0.0487393,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,1118760,1,OK,0.6812244,-0.3906793,-0.5825273,-0.2096784,87.833,-114.978,-161.957,0.0059085,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,1118760,1,OK,0.8689539,0.4574653,-0.0915795,0.1650995,-0.449,13.045,-219.069,0.0497462,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,1118760,1,OK,0.8374057,0.3158150,-0.0267923,-0.4453030,29.635,-9.918,-208.646,0.0564745,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,1118768,1,OK,0.6812590,-0.3908341,-0.5824331,-0.2095392,87.834,-114.979,-161.949,0.0051130,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,1118768,1,OK,0.8678753,0.4586976,-0.0927334,0.1667020,-0.592,13.838,-220.841,0.0555908,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,1118768,1,OK,0.8374467,0.3171425,-0.0240363,-0.4444389,31.371,-8.585,-212.054,0.0421624,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,1118776,1,OK,0.6812815,-0.3908869,-0.5824050,-0.2094454,87.838,-114.976,-161.967,0.0045558,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,1118776,1,OK,0.8666741,0.4597002,-0.0942150,0.1693379,-0.648,14.676,-222.438,0.0540898,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,1118776,1,OK,0.8374509,0.3184965,-0.0223324,-0.4435507,33.146,-6.821,-215.691,0.0438457,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,1118784,1,OK,0.6812612,-0.3908373,-0.5824429,-0.2094986,87.840,-114.973,-161.973,0.0056747,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,1118784,1,OK,0.8658602,0.4607757,-0.0948277,0.1702336,-0.488,15.601,-223.939,0.0559605,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,1118784,1,OK,0.8376278,0.3202130,-0.0206620,-0.4420593,35.075,-4.876,-219.881,0.0361546,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,1118792,1,OK,0.6813122,-0.3909788,-0.5823362,-0.2093652,87.836,-114.970,-161.969,0.0045557,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,1118792,1,OK,0.8653000,0.4620664,-0.0940100,0.1700372,-0.158,16.811,-225.170,0.0537357,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,1118792,1,OK,0.8371323,0.3227421,-0.0197844,-0.4411980,36.984,-2.662,-224.369,0.0399391,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,1118800,1,OK,0.6813276,-0.3910471,-0.5822976,-0.2092949,87.835,-114.970,-161.962,0.0048365,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,1118800,1,OK,0.8652357,0.4629045,-0.0923190,0.1690085,0.229,18.040,-226.100,0.0540812,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,1118800,1,OK,0.8383228,0.3250293,-0.0210225,-0.4371829,38.396,-0.493,-228.902,0.0358188,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,1118808,1,OK,0.6814119,-0.3912888,-0.5821115,-0.2090862,87.830,-114.968,-161.955,0.0045061,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,1118808,1,OK,0.8652364,0.4635961,-0.0905512,0.1680631,0.580,19.211,-226.734,0.0543181,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,1118808,1,OK,0.8392358,0.3272009,-0.0245051,-0.4336154,39.542,1.814,-233.158,0.0410786,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,1118816,1,OK,0.6814220,-0.3913135,-0.5820752,-0.2091083,87.821,-114.965,-161.941,0.0044625,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,1118816,1,OK,0.8652459,0.4645150,-0.0887202,0.1664455,0.905,20.590,-227.182,0.0629288,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,1118816,1,OK,0.8410944,0.3298520,-0.0282172,-0.4277403,40.240,4.056,-237.099,0.0453145,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,1118824,1,OK,0.6814409,-0.3913475,-0.5820333,-0.2090998,87.817,-114.961,-161.936,0.0045969,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,1118824,1,OK,0.8653079,0.4644500,-0.0883085,0.1665235,1.095,21.979,-227.865,0.0615529,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,1118824,1,OK,0.8411648,0.3329836,-0.0304342,-0.4250147,41.021,5.883,-240.730,0.0545722,0
