Tools,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,Frame,Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,Frame,Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,Frame,Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,9003552,1,OK,0.6941259,-0.4107481,-0.5730198,-0.1453394,98.114,-102.195,-162.114,0.0041352,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,9003552,1,OK,0.8537935,0.2477202,-0.0656117,-0.4531737,23.764,4.658,-195.158,0.0405709,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,9003552,1,OK,0.8892840,0.4275021,-0.0576688,0.1519546,4.095,30.449,-212.830,0.0474669,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,9003560,1,OK,0.6940717,-0.4105704,-0.5731611,-0.1455430,98.119,-102.195,-162.121,0.0052387,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,9003560,1,OK,0.8556698,0.2484923,-0.0663276,-0.4490895,23.613,4.005,-194.475,0.0392943,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,9003560,1,OK,0.8892378,0.4275825,-0.0579567,0.1518895,4.077,30.379,-212.982,0.0479611,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,9003568,1,OK,0.6940829,-0.4106293,-0.5731276,-0.1454555,98.125,-102.194,-162.130,0.0046602,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,9003568,1,OK,0.8577176,0.2490501,-0.0657895,-0.4449341,23.458,3.417,-193.610,0.0376191,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,9003568,1,OK,0.8892332,0.4274231,-0.0580156,0.1523417,4.030,30.361,-213.112,0.0426195,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,9003576,1,OK,0.6940648,-0.4104773,-0.5732236,-0.1455925,98.119,-102.193,-162.137,0.0060536,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,9003576,1,OK,0.8588344,0.2495339,-0.0654697,-0.4425495,23.368,2.760,-192.873,0.0393105,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,9003576,1,OK,0.8893956,0.4272520,-0.0578960,0.1519184,4.072,30.488,-213.075,0.0484937,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,9003584,1,OK,0.6940268,-0.4103931,-0.5733146,-0.1456527,98.128,-102.195,-162.140,0.0067380,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,9003584,1,OK,0.8612136,0.2493563,-0.0664122,-0.4378607,23.212,2.311,-192.010,0.0392402,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,9003584,1,OK,0.8897513,0.4269159,-0.0572111,0.1510372,4.132,30.582,-212.985,0.0460477,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,9003592,1,OK,0.6940270,-0.4104305,-0.5732882,-0.1456506,98.120,-102.198,-162.136,0.0071985,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,9003592,1,OK,0.8635124,0.2481891,-0.0674753,-0.4338152,23.062,1.970,-191.071,0.0373350,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,9003592,1,OK,0.8900848,0.4266909,-0.0565460,0.1499545,4.292,30.782,-212.768,0.0512689,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,9003600,1,OK,0.6940210,-0.4103982,-0.5733147,-0.1456657,98.126,-102.195,-162.149,0.0067756,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,9003600,1,OK,0.8645868,0.2478983,-0.0678252,-0.4317822,23.058,1.720,-190.201,0.0433984,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,9003600,1,OK,0.8902314,0.4266236,-0.0562314,0.1493934,4.260,30.797,-212.801,0.0398588,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,9003608,1,OK,0.6940230,-0.4103370,-0.5733494,-0.1456919,98.124,-102.193,-162.159,0.0068288,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,9003608,1,OK,0.8653138,0.2476596,-0.0669235,-0.4306019,22.992,1.287,-189.448,0.0457300,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,9003608,1,OK,0.8904077,0.4265767,-0.0559149,0.1485932,4.179,30.806,-212.850,0.0399322,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,9003616,1,OK,0.6940279,-0.4103106,-0.5733637,-0.1456866,98.124,-102.193,-162.159,0.0052711,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,9003616,1,OK,0.8655023,0.2485193,-0.0666320,-0.4297721,22.739,0.518,-189.239,0.0447064,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,9003616,1,OK,0.8905421,0.4265047,-0.0557836,0.1480431,4.090,30.798,-212.904,0.0440995,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,9003624,1,OK,0.6940521,-0.4103845,-0.5733083,-0.1455808,98.129,-102.192,-162.157,0.0043750,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,9003624,1,OK,0.8665858,0.2493173,-0.0666375,-0.4271176,22.554,-0.157,-189.100,0.0451761,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,9003624,1,OK,0.8905106,0.4265367,-0.0560046,0.1480564,4.031,30.772,-213.006,0.0492128,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,9003632,1,OK,0.6940842,-0.4104312,-0.5732626,-0.1454761,98.132,-102.189,-162.168,0.0028641,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,9003632,1,OK,0.8666621,0.2498040,-0.0665533,-0.4266913,22.549,-0.775,-189.167,0.0435833,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,9003632,1,OK,0.8904439,0.4265302,-0.0563131,0.1483594,3.973,30.718,-213.068,0.0561465,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,9003640,1,OK,0.6941080,-0.4105188,-0.5731976,-0.1453719,98.130,-102.191,-162.159,0.0021382,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,9003640,1,OK,0.8658955,0.2504501,-0.0657223,-0.4279957,22.409,-1.334,-189.037,0.0471848,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,9003640,1,OK,0.8903287,0.4266090,-0.0565965,0.1487161,3.896,30.689,-213.059,0.0627271,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,9003648,1,OK,0.6940887,-0.4104670,-0.5732318,-0.1454749,98.129,-102.191,-162.152,0.0015767,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,9003648,1,OK,0.8660072,0.2517581,-0.0660043,-0.4269576,22.122,-1.792,-189.012,0.0418755,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,9003648,1,OK,0.8901221,0.4268229,-0.0570863,0.1491509,3.860,30.613,-213.117,0.0681964,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,9003656,1,OK,0.6941028,-0.4105865,-0.5731615,-0.1453476,98.135,-102.192,-162.157,0.0011653,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,9003656,1,OK,0.8656740,0.2525080,-0.0661261,-0.4271715,21.806,-2.356,-189.003,0.0455883,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,9003656,1,OK,0.8898732,0.4270619,-0.0575691,0.1497648,3.822,30.492,-213.235,0.0728738,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,9003664,1,OK,0.6941517,-0.4106890,-0.5730653,-0.1452035,98.132,-102.192,-162.168,0.0012681,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,9003664,1,OK,0.8655776,0.2532315,-0.0658808,-0.4269764,21.656,-2.816,-188.919,0.0480033,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,9003664,1,OK,0.8895362,0.4274400,-0.0581443,0.1504648,3.775,30.399,-213.331,0.0755676,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,9003672,1,OK,0.6941918,-0.4107270,-0.5730090,-0.1451262,98.131,-102.185,-162.167,0.0016859,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,9003672,1,OK,0.8653044,0.2543748,-0.0650854,-0.4269728,21.713,-3.231,-188.868,0.0476711,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,9003672,1,OK,0.8894466,0.4289651,-0.0572083,0.1469728,3.518,29.897,-213.703,0.0470756,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,9003680,1,OK,0.6942131,-0.4108621,-0.5729042,-0.1450562,98.121,-102.188,-162.138,0.0026965,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,9003680,1,OK,0.8658703,0.2550860,-0.0630810,-0.4257000,22.024,-3.788,-188.924,0.0385440,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,9003680,1,OK,0.8892247,0.4290632,-0.0576844,0.1478401,3.489,29.769,-213.871,0.0448011,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,9003688,1,OK,0.6941603,-0.4107250,-0.5730063,-0.1452937,98.117,-102.191,-162.111,0.0010406,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,9003688,1,OK,0.8661446,0.2561682,-0.0611497,-0.4247730,22.507,-4.280,-188.878,0.0380942,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,9003688,1,OK,0.8889815,0.4294721,-0.0579500,0.1480113,3.481,29.693,-213.957,0.0440856,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,9003696,1,OK,0.6941507,-0.4105677,-0.5730805,-0.1454914,98.102,-102.188,-162.112,0.0017913,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,9003696,1,OK,0.8663275,0.2565046,-0.0594993,-0.4244313,22.857,-4.851,-188.874,0.0394186,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,9003696,1,OK,0.8889957,0.4303358,-0.0567722,0.1458586,3.499,29.619,-214.043,0.0470310,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,9003704,1,OK,0.6941537,-0.4106479,-0.5730487,-0.1453759,98.111,-102.191,-162.119,0.0012048,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,9003704,1,OK,0.8668576,0.2570216,-0.0587428,-0.4231396,23.132,-5.394,-188.897,0.0381589,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,9003704,1,OK,0.8890094,0.4304309,-0.0565623,0.1455754,3.556,29.538,-214.087,0.0469928,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,9003712,1,OK,0.6941863,-0.4108616,-0.5729232,-0.1451110,98.115,-102.196,-162.122,0.0009601,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,9003712,1,OK,0.8669252,0.2577751,-0.0576092,-0.4226983,23.398,-5.962,-188.845,0.0407634,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,9003712,1,OK,0.8888980,0.4307964,-0.0563073,0.1452731,3.574,29.479,-214.170,0.0480967,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,9003720,1,OK,0.6942088,-0.4108965,-0.5728844,-0.1450575,98.111,-102.195,-162.129,0.0009414,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,9003720,1,OK,0.8662935,0.2591339,-0.0549772,-0.4235123,23.874,-6.624,-188.769,0.0437704,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,9003720,1,OK,0.8886588,0.4312361,-0.0562039,0.1454722,3.602,29.385,-214.354,0.0473256,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,9003728,1,OK,0.6942190,-0.4108292,-0.5729054,-0.1451163,98.105,-102.191,-162.139,0.0015058,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,9003728,1,OK,0.8660181,0.2610024,-0.0512770,-0.4233923,24.682,-7.546,-188.769,0.0420525,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,9003728,1,OK,0.8885175,0.4314313,-0.0564819,0.1456482,3.703,29.265,-214.563,0.0465997,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,9003736,1,OK,0.6941997,-0.4107190,-0.5729730,-0.1452540,98.102,-102.189,-162.134,0.0018749,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,9003736,1,OK,0.8657581,0.2625385,-0.0470373,-0.4234665,25.404,-8.634,-188.761,0.0482765,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,9003736,1,OK,0.8884052,0.4316341,-0.0563571,0.1457810,3.752,29.203,-214.620,0.0467354,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,9003744,1,OK,0.6941359,-0.4105202,-0.5731285,-0.1455069,98.104,-102.191,-162.128,0.0033879,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,9003744,1,OK,0.8643121,0.2646766,-0.0441200,-0.4253990,25.953,-9.501,-188.756,0.0508726,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,9003744,1,OK,0.8883447,0.4315238,-0.0565192,0.1464122,3.832,29.120,-214.622,0.0447242,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,9003752,1,OK,0.6941053,-0.4104759,-0.5731860,-0.1455513,98.108,-102.195,-162.129,0.0032640,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,9003752,1,OK,0.8641808,0.2661829,-0.0429573,-0.4248445,26.123,-10.193,-188.768,0.0502102,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,9003752,1,OK,0.8881510,0.4323780,-0.0560651,0.1452369,3.936,29.080,-214.647,0.0525732,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,9003760,1,OK,0.6941079,-0.4104897,-0.5731841,-0.1455076,98.113,-102.194,-162.140,0.0035720,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,9003760,1,OK,0.8637971,0.2673338,-0.0418930,-0.4250084,25.999,-10.699,-188.720,0.0396389,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,9003760,1,OK,0.8880593,0.4330165,-0.0551455,0.1442440,4.014,28.937,-214.804,0.0505959,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,9003768,1,OK,0.6941278,-0.4105604,-0.5731204,-0.1454638,98.110,-102.192,-162.140,0.0029631,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,9003768,1,OK,0.8625845,0.2681556,-0.0408407,-0.4270511,25.777,-11.170,-188.634,0.0422555,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,9003768,1,OK,0.8879073,0.4331356,-0.0551810,0.1448074,4.135,28.783,-214.969,0.0501116,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,9003776,1,OK,0.6941308,-0.4107103,-0.5730530,-0.1452918,98.121,-102.196,-162.136,0.0020941,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,9003776,1,OK,0.8619655,0.2688500,-0.0415615,-0.4277942,25.561,-11.472,-188.667,0.0394436,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,9003776,1,OK,0.8877543,0.4332633,-0.0551001,0.1453935,4.233,28.696,-215.040,0.0462747,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,9003784,1,OK,0.6940882,-0.4105239,-0.5731937,-0.1454673,98.126,-102.193,-162.148,0.0031685,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,9003784,1,OK,0.8603378,0.2691417,-0.0416479,-0.4308678,25.061,-11.519,-188.645,0.0467837,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,9003784,1,OK,0.8875060,0.4336774,-0.0550822,0.1456811,4.372,28.657,-215.159,0.0450413,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,9003792,1,OK,0.6940764,-0.4104234,-0.5732441,-0.1456079,98.124,-102.187,-162.155,0.0032884,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,9003792,1,OK,0.8587214,0.2694426,-0.0430313,-0.4337586,24.387,-11.247,-188.575,0.0499709,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,9003792,1,OK,0.8874137,0.4340779,-0.0546135,0.1452262,4.542,28.552,-215.299,0.0493405,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,9003800,1,OK,0.6940396,-0.4103537,-0.5733229,-0.1456701,98.134,-102.190,-162.159,0.0028520,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,9003800,1,OK,0.8583651,0.2695052,-0.0446959,-0.4342563,23.763,-10.872,-188.542,0.0453701,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,9003800,1,OK,0.8873591,0.4346455,-0.0537720,0.1441727,4.710,28.473,-215.359,0.0531799,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,9003808,1,OK,0.6940308,-0.4103912,-0.5733193,-0.1456205,98.141,-102.191,-162.157,0.0025237,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,9003808,1,OK,0.8582879,0.2694313,-0.0465185,-0.4342633,23.455,-10.758,-188.559,0.0430536,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,9003808,1,OK,0.8872656,0.4348835,-0.0534230,0.1441600,4.862,28.391,-215.357,0.0534657,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,9003816,1,OK,0.6940474,-0.4104806,-0.5732566,-0.1455359,98.137,-102.193,-162.150,0.0028480,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,9003816,1,OK,0.8573194,0.2694868,-0.0463193,-0.4361591,23.179,-10.591,-188.637,0.0445696,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,9003816,1,OK,0.8870208,0.4352455,-0.0532791,0.1446264,5.002,28.322,-215.418,0.0520799,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,9003824,1,OK,0.6940087,-0.4103014,-0.5733898,-0.1457010,98.142,-102.191,-162.153,0.0040510,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,9003824,1,OK,0.8567857,0.2692660,-0.0470099,-0.4372689,22.954,-10.299,-188.508,0.0420888,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,9003824,1,OK,0.8867991,0.4353435,-0.0534403,0.1456283,5.086,28.241,-215.523,0.0485808,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,9003832,1,OK,0.6940371,-0.4104080,-0.5733103,-0.1455782,98.144,-102.188,-162.165,0.0033698,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,9003832,1,OK,0.8569310,0.2682380,-0.0478028,-0.4375301,22.806,-10.180,-188.550,0.0425516,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,9003832,1,OK,0.8867276,0.4359163,-0.0526257,0.1446430,5.154,28.241,-215.576,0.0520932,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,9003840,1,OK,0.6940281,-0.4103127,-0.5733764,-0.1456298,98.148,-102.185,-162.175,0.0043604,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,9003840,1,OK,0.8566430,0.2678827,-0.0475954,-0.4383335,22.784,-9.849,-188.549,0.0451486,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,9003840,1,OK,0.8867524,0.4359013,-0.0526122,0.1445411,5.224,28.173,-215.694,0.0501460,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,9003848,1,OK,0.6939909,-0.4101932,-0.5734950,-0.1456767,98.162,-102.187,-162.195,0.0054526,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,9003848,1,OK,0.8574605,0.2676456,-0.0483964,-0.4367896,22.859,-9.789,-188.540,0.0386439,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,9003848,1,OK,0.8867008,0.4361018,-0.0525375,0.1442803,5.276,28.120,-215.749,0.0526737,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,9003856,1,OK,0.6939703,-0.4101480,-0.5735477,-0.1456940,98.166,-102.190,-162.200,0.0059692,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,9003856,1,OK,0.8576030,0.2673876,-0.0485133,-0.4366548,22.844,-9.926,-188.496,0.0399810,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,9003856,1,OK,0.8863745,0.4361456,-0.0533550,0.1458443,5.283,28.083,-215.763,0.0464093,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,9003864,1,OK,0.6940163,-0.4103392,-0.5733934,-0.1455439,98.156,-102.194,-162.185,0.0047174,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,9003864,1,OK,0.8558297,0.2677168,-0.0470681,-0.4400770,22.754,-10.264,-188.478,0.0414081,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,9003864,1,OK,0.8863517,0.4362320,-0.0531051,0.1458156,5.298,27.979,-215.782,0.0459045,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,9003872,1,OK,0.6940095,-0.4103042,-0.5734205,-0.1455683,98.155,-102.196,-162.170,0.0052051,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,9003872,1,OK,0.8541317,0.2688654,-0.0455239,-0.4428295,22.685,-10.678,-188.488,0.0420770,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,9003872,1,OK,0.8863344,0.4360371,-0.0535735,0.1463310,5.306,28.115,-215.832,0.0511965,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,9003880,1,OK,0.6940714,-0.4105060,-0.5732525,-0.1453662,98.148,-102.194,-162.171,0.0048794,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,9003880,1,OK,0.8527772,0.2697528,-0.0438110,-0.4450676,22.447,-11.318,-188.479,0.0463264,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,9003880,1,OK,0.8860751,0.4363132,-0.0536522,0.1470483,5.371,28.070,-215.868,0.0481086,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,9003888,1,OK,0.6941299,-0.4106879,-0.5731124,-0.1451252,98.146,-102.194,-162.174,0.0039805,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,9003888,1,OK,0.8514101,0.2710836,-0.0433983,-0.4469129,22.170,-12.005,-188.520,0.0500885,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,9003888,1,OK,0.8860498,0.4365249,-0.0535052,0.1466252,5.414,28.019,-215.916,0.0481467,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,9003896,1,OK,0.6941249,-0.4107219,-0.5731137,-0.1450475,98.153,-102.197,-162.178,0.0027202,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,9003896,1,OK,0.8511077,0.2725089,-0.0431950,-0.4466416,21.830,-12.445,-188.409,0.0502244,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,9003896,1,OK,0.8860308,0.4367572,-0.0533560,0.1461018,5.433,27.932,-215.999,0.0526782,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,9003904,1,OK,0.6942360,-0.4111841,-0.5727747,-0.1445446,98.153,-102.197,-162.172,0.0016871,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,9003904,1,OK,0.8517664,0.2734119,-0.0440796,-0.4447436,21.533,-12.800,-188.318,0.0438717,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,9003904,1,OK,0.8858471,0.4370774,-0.0534351,0.1462291,5.419,27.828,-216.127,0.0616224,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,9003912,1,OK,0.6942185,-0.4111159,-0.5728263,-0.1446179,98.151,-102.202,-162.164,0.0008422,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,9003912,1,OK,0.8519124,0.2737190,-0.0447035,-0.4442126,21.364,-12.966,-188.272,0.0480896,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,9003912,1,OK,0.8855925,0.4374112,-0.0536857,0.1466809,5.402,27.756,-216.189,0.0638576,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,9003920,1,OK,0.6942276,-0.4111839,-0.5727752,-0.1445834,98.143,-102.204,-162.159,0.0014686,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,9003920,1,OK,0.8523505,0.2737263,-0.0453341,-0.4433027,21.258,-13.050,-188.218,0.0406343,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,9003920,1,OK,0.8854263,0.4376931,-0.0538068,0.1467986,5.381,27.698,-216.156,0.0627039,0
