Tools,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,Frame,Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,Frame,Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,Frame,Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,8976296,1,OK,0.6943934,-0.4080076,-0.5753984,-0.1423524,99.331,-107.458,-162.158,0.0046956,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,8976296,1,OK,0.8867196,0.2435467,-0.0706838,-0.3865451,26.208,-2.297,-189.472,0.0428084,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,8976296,1,OK,0.8559903,0.4572067,-0.0910478,0.2235015,8.827,35.552,-236.849,0.0477653,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,8976304,1,OK,0.6944278,-0.4082201,-0.5752664,-0.1421087,99.335,-107.461,-162.152,0.0039616,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,8976304,1,OK,0.8878040,0.2435084,-0.0713898,-0.3839417,26.092,-2.338,-189.479,0.0444888,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,8976304,1,OK,0.8559133,0.4572539,-0.0910481,0.2236995,8.857,35.555,-236.824,0.0478407,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,8976312,1,OK,0.6944432,-0.4082196,-0.5752560,-0.1420771,99.338,-107.457,-162.166,0.0030058,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,8976312,1,OK,0.8878423,0.2434541,-0.0712121,-0.3839207,26.081,-2.334,-189.482,0.0476765,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,8976312,1,OK,0.8558480,0.4572980,-0.0910451,0.2238603,8.890,35.563,-236.790,0.0483552,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,8976320,1,OK,0.6945313,-0.4084577,-0.5750621,-0.1417468,99.336,-107.452,-162.187,0.0027737,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,8976320,1,OK,0.8883258,0.2434154,-0.0716991,-0.3827342,26.069,-2.363,-189.437,0.0393312,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,8976320,1,OK,0.8558244,0.4572839,-0.0910084,0.2239944,8.923,35.568,-236.748,0.0483984,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,8976328,1,OK,0.6945110,-0.4083654,-0.5751268,-0.1418500,99.339,-107.452,-162.196,0.0026802,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,8976328,1,OK,0.8879020,0.2439187,-0.0714615,-0.3834409,25.921,-2.515,-189.428,0.0449553,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,8976328,1,OK,0.8557759,0.4572813,-0.0909954,0.2241904,8.951,35.577,-236.717,0.0479734,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,8976336,1,OK,0.6944699,-0.4081598,-0.5752572,-0.1421137,99.332,-107.450,-162.180,0.0025949,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,8976336,1,OK,0.8879696,0.2449083,-0.0720189,-0.3825483,25.752,-2.696,-189.366,0.0461200,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,8976336,1,OK,0.8557096,0.4572678,-0.0910339,0.2244550,8.974,35.585,-236.693,0.0474304,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,8976344,1,OK,0.6944559,-0.4079870,-0.5753352,-0.1423622,99.320,-107.446,-162.175,0.0038669,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,8976344,1,OK,0.8883172,0.2454526,-0.0719683,-0.3814003,25.591,-2.821,-189.363,0.0453129,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,8976344,1,OK,0.8556430,0.4572431,-0.0910964,0.2247338,8.994,35.588,-236.676,0.0472411,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,8976352,1,OK,0.6944445,-0.4079281,-0.5753797,-0.1424071,99.323,-107.444,-162.185,0.0045061,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,8976352,1,OK,0.8878268,0.2456310,-0.0723449,-0.3823548,25.637,-2.895,-189.352,0.0462711,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,8976352,1,OK,0.8555737,0.4572607,-0.0911493,0.2249403,9.016,35.596,-236.660,0.0476390,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,8976360,1,OK,0.6944550,-0.4080556,-0.5753096,-0.1422737,99.329,-107.446,-162.182,0.0036755,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,8976360,1,OK,0.8889538,0.2450206,-0.0727160,-0.3800506,25.800,-2.374,-189.474,0.0728787,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,8976360,1,OK,0.8555393,0.4572592,-0.0911249,0.2250839,9.034,35.600,-236.670,0.0473909,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,8976368,1,OK,0.6944550,-0.4081402,-0.5752802,-0.1421495,99.339,-107.448,-162.190,0.0035290,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,8976368,1,OK,0.8871922,0.2459603,-0.0720267,-0.3836738,25.545,-3.103,-189.331,0.0420781,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,8976368,1,OK,0.8555004,0.4572724,-0.0910620,0.2252304,9.059,35.606,-236.673,0.0472062,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,8976376,1,OK,0.6944271,-0.4080888,-0.5753440,-0.1421758,99.349,-107.449,-162.205,0.0038146,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,8976376,1,OK,0.8878468,0.2464654,-0.0721555,-0.3818068,25.421,-3.131,-189.302,0.0418371,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,8976376,1,OK,0.8554540,0.4573228,-0.0909523,0.2253484,9.094,35.610,-236.677,0.0474018,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,8976384,1,OK,0.6943710,-0.4078184,-0.5755225,-0.1425022,99.340,-107.450,-162.197,0.0062746,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,8976384,1,OK,0.8893979,0.2468064,-0.0738288,-0.3776339,25.323,-3.171,-189.310,0.0380571,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,8976384,1,OK,0.8556349,0.4578173,-0.0897916,0.2241199,9.172,35.522,-236.700,0.0644380,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,8976392,1,OK,0.6943198,-0.4076712,-0.5756401,-0.1426976,99.341,-107.453,-162.194,0.0082113,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,8976392,1,OK,0.8913144,0.2470722,-0.0753501,-0.3726074,25.071,-3.192,-189.237,0.0448356,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,8976392,1,OK,0.8549591,0.4582372,-0.0900866,0.2257166,9.563,35.533,-236.896,0.0466208,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,8976400,1,OK,0.6942635,-0.4075290,-0.5757609,-0.1428901,99.345,-107.457,-162.182,0.0098384,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,8976400,1,OK,0.8928354,0.2474052,-0.0776471,-0.3682480,25.186,-2.806,-189.358,0.0773333,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,8976400,1,OK,0.8546474,0.4586509,-0.0901643,0.2260254,9.645,35.456,-237.043,0.0446078,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,8976408,1,OK,0.6942649,-0.4075145,-0.5757762,-0.1428632,99.346,-107.456,-162.199,0.0105829,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,8976408,1,OK,0.8950192,0.2480055,-0.0800798,-0.3619683,25.082,-2.895,-189.402,0.0682765,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,8976408,1,OK,0.8543876,0.4592188,-0.0900665,0.2258937,9.696,35.394,-237.039,0.0474204,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,8976416,1,OK,0.6942418,-0.4074330,-0.5758501,-0.1429101,99.355,-107.460,-162.219,0.0103461,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,8976416,1,OK,0.8958069,0.2479733,-0.0806730,-0.3599044,24.987,-2.977,-189.408,0.0676818,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,8976416,1,OK,0.8543542,0.4595777,-0.0899519,0.2253351,9.643,35.266,-237.112,0.0488485,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,8976424,1,OK,0.6942251,-0.4075245,-0.5758302,-0.1428108,99.362,-107.464,-162.218,0.0098285,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,8976424,1,OK,0.8967211,0.2479721,-0.0811745,-0.3575077,24.910,-3.031,-189.380,0.0642065,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,8976424,1,OK,0.8540023,0.4601472,-0.0901355,0.2254335,9.570,35.140,-237.335,0.0443019,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,8976432,1,OK,0.6942010,-0.4074380,-0.5758939,-0.1429176,99.360,-107.466,-162.216,0.0107610,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,8976432,1,OK,0.8985379,0.2482840,-0.0826493,-0.3523548,24.879,-3.117,-189.404,0.0581437,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,8976432,1,OK,0.8534410,0.4604415,-0.0912318,0.2265146,9.536,34.960,-237.635,0.0466548,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,8976440,1,OK,0.6941755,-0.4072358,-0.5760119,-0.1431424,99.359,-107.459,-162.230,0.0120967,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,8976440,1,OK,0.9022565,0.2471016,-0.0841072,-0.3432199,24.938,-3.770,-189.367,0.0423770,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,8976440,1,OK,0.8527866,0.4610878,-0.0920946,0.2273138,9.458,34.863,-237.848,0.0494252,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,8976448,1,OK,0.6942185,-0.4073211,-0.5759228,-0.1430495,99.353,-107.455,-162.234,0.0113473,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,8976448,1,OK,0.9032168,0.2477073,-0.0842309,-0.3402143,25.139,-3.833,-189.308,0.0479145,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,8976448,1,OK,0.8523146,0.4615732,-0.0929365,0.2277561,9.348,34.717,-238.108,0.0456073,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,8976456,1,OK,0.6943006,-0.4075848,-0.5756944,-0.1428191,99.340,-107.450,-162.215,0.0092483,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,8976456,1,OK,0.9039029,0.2485263,-0.0865289,-0.3372047,24.810,-4.109,-189.502,0.0421976,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,8976456,1,OK,0.8519027,0.4624333,-0.0934531,0.2273406,9.108,34.545,-238.459,0.0457011,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,8976464,1,OK,0.6943563,-0.4078727,-0.5755027,-0.1424985,99.342,-107.449,-162.212,0.0066484,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,8976464,1,OK,0.9033241,0.2506578,-0.0876468,-0.3368890,24.387,-4.324,-189.956,0.0505209,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,8976464,1,OK,0.8511083,0.4632952,-0.0947495,0.2280238,8.808,34.389,-238.767,0.0476762,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,8976472,1,OK,0.6944059,-0.4080442,-0.5753746,-0.1422826,99.342,-107.449,-162.219,0.0053488,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,8976472,1,OK,0.9033561,0.2515484,-0.0897386,-0.3355864,23.994,-4.702,-190.678,0.0519771,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,8976472,1,OK,0.8508526,0.4635457,-0.0961214,0.2278946,8.433,34.138,-239.034,0.0510230,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,8976480,1,OK,0.6943956,-0.4080371,-0.5753932,-0.1422783,99.345,-107.449,-162.216,0.0053141,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,8976480,1,OK,0.9037953,0.2529500,-0.0916563,-0.3328204,23.633,-4.666,-191.295,0.0517488,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,8976480,1,OK,0.8510487,0.4642858,-0.0964786,0.2254922,7.905,33.926,-239.303,0.0502415,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,8976488,1,OK,0.6944298,-0.4081957,-0.5752856,-0.1420914,99.347,-107.450,-162.212,0.0048990,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,8976488,1,OK,0.9035395,0.2545145,-0.0926944,-0.3320339,23.630,-4.840,-192.355,0.0567896,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,8976488,1,OK,0.8509923,0.4650622,-0.0975509,0.2236361,7.138,33.751,-239.679,0.0483044,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,8976496,1,OK,0.6944750,-0.4084106,-0.5751480,-0.1418097,99.356,-107.447,-162.218,0.0039365,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,8976496,1,OK,0.9031767,0.2562648,-0.0927672,-0.3316540,23.959,-5.390,-193.855,0.0471918,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,8976496,1,OK,0.8504840,0.4658407,-0.1004559,0.2226611,6.132,33.539,-240.323,0.0484844,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,8976504,1,OK,0.6945108,-0.4085135,-0.5750671,-0.1416661,99.358,-107.443,-162.223,0.0031395,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,8976504,1,OK,0.9026221,0.2584048,-0.0919639,-0.3317272,24.388,-5.557,-195.518,0.0414985,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,8976504,1,OK,0.8493372,0.4671508,-0.1048920,0.2222481,4.624,33.242,-241.306,0.0511900,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,8976512,1,OK,0.6945436,-0.4086672,-0.5749592,-0.1414998,99.362,-107.438,-162.229,0.0023017,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,8976512,1,OK,0.9010334,0.2608770,-0.0906083,-0.3344728,24.744,-5.140,-196.981,0.0406449,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,8976512,1,OK,0.8478456,0.4681607,-0.1111650,0.2227683,2.754,32.749,-242.700,0.0510145,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,8976520,1,OK,0.6945482,-0.4087651,-0.5748971,-0.1414467,99.360,-107.438,-162.210,0.0022336,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,8976520,1,OK,0.8991538,0.2631036,-0.0908453,-0.3377070,25.082,-5.290,-199.409,0.0401374,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,8976520,1,OK,0.8467159,0.4694375,-0.1173270,0.2212124,0.639,32.222,-244.276,0.0505135,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,8976528,1,OK,0.6945420,-0.4087361,-0.5749091,-0.1415123,99.354,-107.439,-162.192,0.0027324,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,8976528,1,OK,0.8951087,0.2691029,-0.0876897,-0.3444918,25.125,-5.116,-201.512,0.0455497,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,8976528,1,OK,0.8458559,0.4711652,-0.1225341,0.2179831,-1.602,31.803,-245.520,0.0505471,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,8976536,1,OK,0.6945043,-0.4085875,-0.5750345,-0.1416171,99.361,-107.439,-162.208,0.0024960,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,8976536,1,OK,0.8929256,0.2746761,-0.0883537,-0.3455873,25.151,-5.956,-204.289,0.0441585,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,8976536,1,OK,0.8450654,0.4724938,-0.1277425,0.2151650,-3.824,31.299,-246.274,0.0532585,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,8976544,1,OK,0.6944943,-0.4084976,-0.5750895,-0.1417021,99.364,-107.437,-162.218,0.0024186,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,8976544,1,OK,0.8904124,0.2808011,-0.0890777,-0.3469605,24.820,-6.813,-206.935,0.0426655,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,8976544,1,OK,0.8448747,0.4738732,-0.1314410,0.2106044,-5.868,30.697,-246.825,0.0532448,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,8976552,1,OK,0.6944440,-0.4083220,-0.5752278,-0.1418935,99.367,-107.439,-162.218,0.0026737,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,8976552,1,OK,0.8865680,0.2889652,-0.0892851,-0.3500349,24.220,-8.141,-209.738,0.0470391,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,8976552,1,OK,0.8453734,0.4756560,-0.1333239,0.2032730,-7.916,30.147,-247.180,0.0506380,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,8976560,1,OK,0.6944070,-0.4081052,-0.5753691,-0.1421250,99.366,-107.439,-162.227,0.0031686,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,8976560,1,OK,0.8819160,0.2987740,-0.0891588,-0.3535660,23.467,-9.565,-212.427,0.0516072,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,8976560,1,OK,0.8457477,0.4773981,-0.1352358,0.1962477,-9.882,29.578,-247.459,0.0492993,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,8976568,1,OK,0.6943644,-0.4079326,-0.5754934,-0.1423249,99.366,-107.437,-162.220,0.0043722,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,8976568,1,OK,0.8773587,0.3092353,-0.0893777,-0.3558468,22.537,-11.545,-215.528,0.0424179,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,8976568,1,OK,0.8452497,0.4797365,-0.1379279,0.1907399,-11.711,29.047,-247.406,0.0552406,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,8976576,1,OK,0.6943248,-0.4077720,-0.5756003,-0.1425456,99.360,-107.438,-162.211,0.0050459,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,8976576,1,OK,0.8728406,0.3199280,-0.0909434,-0.3571059,21.250,-13.369,-218.336,0.0517097,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,8976576,1,OK,0.8442175,0.4819209,-0.1410825,0.1874696,-13.315,28.426,-247.346,0.0536056,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,8976584,1,OK,0.6943222,-0.4077595,-0.5756159,-0.1425318,99.363,-107.442,-162.216,0.0047879,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,8976584,1,OK,0.8686832,0.3307561,-0.0945752,-0.3564344,19.644,-14.907,-221.055,0.0598491,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,8976584,1,OK,0.8433184,0.4846093,-0.1431243,0.1829845,-14.806,27.769,-247.366,0.0500323,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,8976592,1,OK,0.6943312,-0.4078214,-0.5755873,-0.1424259,99.366,-107.445,-162.219,0.0045340,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,8976592,1,OK,0.8650374,0.3407140,-0.1000254,-0.3544280,17.675,-16.210,-223.894,0.0571569,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,8976592,1,OK,0.8420131,0.4881932,-0.1448238,0.1780655,-16.201,27.066,-247.636,0.0512319,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,8976600,1,OK,0.6943227,-0.4078288,-0.5756160,-0.1423301,99.377,-107.452,-162.230,0.0044387,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,8976600,1,Bad Fit,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,8976600,1,OK,0.8402138,0.4916711,-0.1472611,0.1749695,-17.406,26.094,-248.596,0.0525441,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,8976608,1,OK,0.6943165,-0.4078931,-0.5756107,-0.1421979,99.390,-107.456,-162.239,0.0042504,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,8976608,1,OK,0.8596208,0.3590431,-0.1170865,-0.3441378,13.259,-18.664,-229.144,0.0672717,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,8976608,1,OK,0.8375977,0.4955819,-0.1503993,0.1738066,-18.449,25.135,-249.850,0.0542856,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,8976616,1,OK,0.6943267,-0.4079494,-0.5755754,-0.1421288,99.398,-107.457,-162.238,0.0034010,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,8976616,1,OK,0.8575363,0.3671576,-0.1265636,-0.3373551,11.063,-19.278,-231.815,0.0660374,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,8976616,1,OK,0.8346760,0.4995071,-0.1537092,0.1737299,-19.234,24.096,-251.896,0.0513665,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,8976624,1,OK,0.6942583,-0.4077438,-0.5757556,-0.1423230,99.406,-107.461,-162.236,0.0037040,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,8976624,1,OK,0.8561114,0.3731458,-0.1369906,-0.3302562,9.357,-19.760,-234.372,0.0575459,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,8976624,1,OK,0.8315393,0.5033814,-0.1571467,0.1745121,-19.674,23.091,-254.158,0.0484338,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,8976632,1,OK,0.6942389,-0.4076708,-0.5758191,-0.1423701,99.410,-107.461,-162.233,0.0044059,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,8976632,1,OK,0.8545703,0.3788948,-0.1432830,-0.3249898,8.298,-20.052,-236.354,0.0618844,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,8976632,1,OK,0.8281625,0.5064744,-0.1612662,0.1778308,-19.907,22.222,-256.407,0.0506490,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,8976640,1,OK,0.6942492,-0.4077727,-0.5757802,-0.1421853,99.426,-107.463,-162.256,0.0038924,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,8976640,1,Bad Fit,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,8976640,1,OK,0.8256511,0.5081857,-0.1644705,0.1816506,-19.816,21.391,-258.253,0.0523928,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,8976648,1,OK,0.6942624,-0.4078838,-0.5757186,-0.1420518,99.434,-107.463,-162.255,0.0023478,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,8976648,1,OK,0.8538427,0.3850405,-0.1500896,-0.3164958,7.662,-20.262,-239.015,0.0437167,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,8976648,1,OK,0.8236442,0.5094866,-0.1661586,0.1855399,-19.326,21.124,-258.885,0.0510184,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,8976656,1,OK,0.6942649,-0.4078845,-0.5757126,-0.1420616,99.434,-107.463,-162.252,0.0025479,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,8976656,1,OK,0.8531563,0.3871022,-0.1482208,-0.3167124,8.106,-20.287,-239.443,0.0463752,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,8976656,1,OK,0.8234986,0.5100707,-0.1642855,0.1862477,-18.425,20.984,-258.708,0.0470386,0
