Tools,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,Frame,Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,Frame,Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,Frame,Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,7346680,1,OK,0.7118982,-0.4177068,-0.5444897,-0.1491743,95.587,-103.657,-162.196,0.0134843,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,7346680,1,OK,0.8407018,0.4518705,-0.1652308,0.2484598,-12.929,63.175,-248.354,0.0550187,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,7346680,1,OK,0.7651476,0.3382173,-0.0437950,-0.5461137,8.854,-8.053,-212.629,0.0513671,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,7346688,1,OK,0.7119543,-0.4178509,-0.5443505,-0.1490105,95.578,-103.655,-162.197,0.0125868,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,7346688,1,OK,0.8369016,0.4543768,-0.1718104,0.2522276,-13.814,62.184,-249.663,0.0533548,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,7346688,1,OK,0.7655936,0.3417114,-0.0450792,-0.5432013,8.400,-8.209,-213.922,0.0536951,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,7346696,1,OK,0.7120055,-0.4180555,-0.5441825,-0.1488056,95.572,-103.658,-162.187,0.0103759,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,7346696,1,OK,0.8330076,0.4568836,-0.1784961,0.2559195,-14.627,61.207,-251.387,0.0530621,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,7346696,1,Bad Fit,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,7346704,1,OK,0.7120811,-0.4183660,-0.5439512,-0.1484166,95.577,-103.659,-162.182,0.0072834,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,7346704,1,OK,0.8297600,0.4591684,-0.1838711,0.2585616,-15.302,60.392,-252.832,0.0542047,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,7346704,1,OK,0.7671591,0.3485679,-0.0498419,-0.5361746,7.889,-9.110,-217.252,0.0449835,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,7346712,1,OK,0.7120996,-0.4183771,-0.5439278,-0.1483820,95.574,-103.659,-162.181,0.0078099,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,7346712,1,OK,0.8272733,0.4610635,-0.1882200,0.2600243,-15.888,59.790,-254.055,0.0552546,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,7346712,1,OK,0.7683435,0.3518371,-0.0521643,-0.5321070,7.463,-9.373,-218.851,0.0512770,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,7346720,1,OK,0.7121145,-0.4184500,-0.5438618,-0.1483474,95.573,-103.655,-162.172,0.0065327,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,7346720,1,OK,0.8251307,0.4630210,-0.1915609,0.2609123,-16.378,59.163,-255.335,0.0512562,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,7346720,1,OK,0.7692551,0.3556457,-0.0548422,-0.5279726,6.908,-9.455,-220.286,0.0563912,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,7346728,1,OK,0.7121335,-0.4185978,-0.5437493,-0.1482512,95.569,-103.655,-162.143,0.0054132,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,7346728,1,OK,0.8233061,0.4648818,-0.1942415,0.2613852,-16.827,58.579,-256.378,0.0494420,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,7346728,1,OK,0.7697678,0.3594950,-0.0565215,-0.5244294,6.548,-9.900,-221.808,0.0543377,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,7346736,1,OK,0.7122286,-0.4188884,-0.5434874,-0.1479334,95.555,-103.656,-162.129,0.0042950,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,7346736,1,OK,0.8215360,0.4667622,-0.1969010,0.2616135,-17.274,58.100,-257.205,0.0528355,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,7346736,1,OK,0.7709019,0.3633564,-0.0585079,-0.5198646,6.266,-10.367,-223.263,0.0540355,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,7346744,1,OK,0.7123153,-0.4192448,-0.5432444,-0.1473980,95.569,-103.658,-162.153,0.0039162,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,7346744,1,OK,0.8192809,0.4686247,-0.2003987,0.2626977,-17.688,57.508,-258.449,0.0579621,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,7346744,1,OK,0.7718537,0.3676200,-0.0614122,-0.5150980,5.870,-10.981,-224.967,0.0512129,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,7346752,1,OK,0.7123403,-0.4193426,-0.5431722,-0.1472651,95.573,-103.657,-162.159,0.0036026,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,7346752,1,OK,0.8165703,0.4704183,-0.2045306,0.2647389,-18.222,56.849,-259.707,0.0557295,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,7346752,1,OK,0.7724126,0.3724755,-0.0643269,-0.5103947,5.413,-11.517,-226.704,0.0548132,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,7346760,1,OK,0.7122568,-0.4191356,-0.5433769,-0.1475030,95.585,-103.663,-162.164,0.0039228,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,7346760,1,OK,0.8135876,0.4718798,-0.2094102,0.2674921,-18.923,56.291,-260.540,0.0536554,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,7346760,1,Bad Fit,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,7346768,1,OK,0.7121905,-0.4189340,-0.5435518,-0.1477515,95.590,-103.666,-162.161,0.0045945,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,7346768,1,OK,0.8110313,0.4736326,-0.2139258,0.2685818,-19.600,55.622,-261.828,0.0583379,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,7346768,1,OK,0.7759827,0.3806699,-0.0726850,-0.4976527,4.281,-12.318,-229.670,0.0503190,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,7346776,1,OK,0.7121817,-0.4188981,-0.5435918,-0.1477483,95.595,-103.669,-162.169,0.0045498,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,7346776,1,OK,0.8085632,0.4756296,-0.2180453,0.2691809,-20.461,55.060,-263.138,0.0600112,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,7346776,1,OK,0.7775236,0.3847240,-0.0759529,-0.4916052,3.858,-12.999,-231.271,0.0527737,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,7346784,1,OK,0.7121355,-0.4187445,-0.5437175,-0.1479438,95.593,-103.668,-162.163,0.0056860,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,7346784,1,OK,0.8059806,0.4767445,-0.2232644,0.2706713,-21.289,54.598,-264.426,0.0592723,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,7346784,1,OK,0.7787377,0.3887667,-0.0786979,-0.4860398,3.453,-13.436,-232.342,0.0454771,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,7346792,1,OK,0.7120985,-0.4186287,-0.5437951,-0.1481642,95.585,-103.668,-162.139,0.0061609,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,7346792,1,OK,0.8037830,0.4779745,-0.2276518,0.2713815,-22.114,54.112,-265.698,0.0510110,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,7346792,1,OK,0.7796936,0.3922784,-0.0804050,-0.4813841,3.105,-14.270,-233.384,0.0457328,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,7346800,1,OK,0.7120682,-0.4185512,-0.5438616,-0.1482850,95.582,-103.670,-162.126,0.0077481,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,7346800,1,OK,0.8023909,0.4790010,-0.2310868,0.2707873,-22.967,53.724,-266.607,0.0571086,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,7346800,1,OK,0.7804950,0.3955748,-0.0820237,-0.4770957,2.745,-14.992,-234.124,0.0528939,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,7346808,1,OK,0.7121067,-0.4186482,-0.5437670,-0.1481729,95.574,-103.672,-162.136,0.0070878,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,7346808,1,OK,0.8008892,0.4794576,-0.2350124,0.2710464,-23.889,53.355,-267.274,0.0624601,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,7346808,1,OK,0.7814286,0.3984701,-0.0846849,-0.4726727,2.294,-15.696,-234.971,0.0480520,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,7346816,1,OK,0.7120561,-0.4186217,-0.5438502,-0.1481854,95.590,-103.676,-162.133,0.0061497,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,7346816,1,OK,0.7997064,0.4797956,-0.2383218,0.2710509,-24.754,53.070,-268.205,0.0590150,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,7346816,1,OK,0.7819989,0.4017197,-0.0866699,-0.4686015,1.604,-16.151,-235.533,0.0509517,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,7346824,1,OK,0.7120405,-0.4185537,-0.5438811,-0.1483389,95.581,-103.675,-162.115,0.0056380,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,7346824,1,OK,0.7994454,0.4802898,-0.2404412,0.2690665,-25.669,52.902,-268.595,0.0548524,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,7346824,1,OK,0.7822733,0.4053759,-0.0893204,-0.4644790,0.780,-16.756,-236.370,0.0534574,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,7346832,1,OK,0.7120809,-0.4186768,-0.5437659,-0.1482196,95.571,-103.678,-162.110,0.0047941,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,7346832,1,OK,0.7996395,0.4805339,-0.2422838,0.2663877,-26.590,52.726,-269.041,0.0590697,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,7346832,1,OK,0.7824487,0.4085346,-0.0933959,-0.4605982,0.065,-17.784,-237.758,0.0472801,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,7346840,1,OK,0.7121094,-0.4187177,-0.5437157,-0.1481515,95.567,-103.676,-162.113,0.0036228,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,7346840,1,OK,0.7997658,0.4810152,-0.2437863,0.2637563,-27.443,52.521,-269.730,0.0649897,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,7346840,1,OK,0.7819684,0.4119573,-0.0955921,-0.4579070,-0.966,-18.076,-238.079,0.0511023,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,7346848,1,OK,0.7121897,-0.4191319,-0.5434220,-0.1476714,95.565,-103.677,-162.100,0.0024041,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,7346848,1,OK,0.7993168,0.4811685,-0.2459948,0.2627854,-28.402,52.436,-269.931,0.0565120,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,7346848,1,OK,0.7810744,0.4155083,-0.0971352,-0.4558952,-1.813,-18.555,-238.675,0.0495059,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,7346856,1,OK,0.7122510,-0.4193084,-0.5432609,-0.1474673,95.561,-103.673,-162.100,0.0030735,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,7346856,1,OK,0.7988112,0.4813224,-0.2486196,0.2615679,-29.175,52.223,-270.208,0.0536465,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,7346856,1,OK,0.7799429,0.4191643,-0.0985365,-0.4541816,-2.636,-19.215,-239.473,0.0530805,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,7346864,1,OK,0.7123178,-0.4195500,-0.5430656,-0.1471763,95.556,-103.678,-162.094,0.0056063,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,7346864,1,OK,0.7989082,0.4822341,-0.2496567,0.2585875,-29.908,51.914,-270.865,0.0643200,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,7346864,1,OK,0.7789435,0.4222746,-0.1006560,-0.4525478,-3.506,-20.003,-240.369,0.0531492,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,7346872,1,OK,0.7123265,-0.4196477,-0.5430260,-0.1470017,95.566,-103.684,-162.116,0.0072488,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,7346872,1,OK,0.7987334,0.4827118,-0.2509153,0.2570132,-30.606,51.689,-271.113,0.0588350,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,7346872,1,OK,0.7778596,0.4257897,-0.1033275,-0.4505120,-4.404,-20.579,-241.385,0.0554976,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,7346880,1,OK,0.7123579,-0.4197140,-0.5429576,-0.1469134,95.560,-103.685,-162.115,0.0083602,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,7346880,1,OK,0.7988356,0.4839185,-0.2510743,0.2542564,-31.148,51.505,-271.639,0.0558090,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,7346880,1,OK,0.7761768,0.4298625,-0.1061025,-0.4488987,-5.429,-21.119,-242.604,0.0532792,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,7346888,1,OK,0.7123338,-0.4197102,-0.5429854,-0.1469379,95.559,-103.689,-162.102,0.0075867,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,7346888,1,OK,0.7990912,0.4846309,-0.2512100,0.2519519,-31.536,51.189,-272.060,0.0583458,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,7346888,1,OK,0.7752558,0.4332979,-0.1094746,-0.4463706,-6.458,-21.665,-243.725,0.0461532,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,7346896,1,OK,0.7123182,-0.4195985,-0.5430430,-0.1471195,95.542,-103.693,-162.081,0.0060310,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,7346896,1,OK,0.7992459,0.4856420,-0.2513043,0.2494072,-31.915,50.786,-272.409,0.0595284,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,7346896,1,OK,0.7744106,0.4360103,-0.1123876,-0.4444685,-7.371,-22.460,-244.981,0.0456269,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,7346904,1,OK,0.7123058,-0.4195502,-0.5430862,-0.1471580,95.539,-103.696,-162.081,0.0053952,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,7346904,1,OK,0.7990871,0.4872991,-0.2511298,0.2468465,-32.231,50.503,-272.824,0.0585712,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,7346904,1,OK,0.7736377,0.4387368,-0.1147019,-0.4425361,-8.234,-23.097,-245.916,0.0486978,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,7346912,1,OK,0.7122063,-0.4192380,-0.5433571,-0.1475290,95.544,-103.698,-162.082,0.0039221,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,7346912,1,OK,0.7989926,0.4892379,-0.2505189,0.2439208,-32.530,50.092,-273.355,0.0541999,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,7346912,1,OK,0.7725636,0.4421299,-0.1169487,-0.4404426,-8.982,-23.448,-246.892,0.0511719,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,7346920,1,OK,0.7121519,-0.4191572,-0.5434555,-0.1476583,95.551,-103.702,-162.071,0.0034200,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,7346920,1,OK,0.7987279,0.4905982,-0.2505584,0.2420077,-32.815,49.495,-273.631,0.0559457,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,7346920,1,OK,0.7717419,0.4452925,-0.1194441,-0.4380207,-9.747,-23.922,-248.039,0.0520405,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,7346928,1,OK,0.7121247,-0.4189093,-0.5436101,-0.1479239,95.549,-103.697,-162.079,0.0041722,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,7346928,1,OK,0.7980878,0.4914842,-0.2513274,0.2415237,-33.037,48.960,-274.045,0.0475128,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,7346928,1,OK,0.7711590,0.4481577,-0.1233274,-0.4350388,-10.511,-24.366,-249.072,0.0495482,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,7346936,1,OK,0.7120565,-0.4187246,-0.5437819,-0.1481437,95.548,-103.704,-162.075,0.0059876,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,7346936,1,OK,0.7979473,0.4932745,-0.2507130,0.2389629,-33.238,48.585,-274.507,0.0578302,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,7346936,1,OK,0.7710938,0.4505733,-0.1281966,-0.4312351,-11.427,-24.879,-250.252,0.0455972,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,7346944,1,OK,0.7119803,-0.4184210,-0.5440077,-0.1485380,95.547,-103.701,-162.080,0.0093849,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,7346944,1,OK,0.7977409,0.4944598,-0.2503982,0.2375285,-33.341,48.230,-274.791,0.0563674,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,7346944,1,OK,0.7710626,0.4533453,-0.1317010,-0.4273117,-12.428,-25.272,-251.013,0.0424220,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,7346952,1,OK,0.7120106,-0.4185558,-0.5438960,-0.1484222,95.535,-103.702,-162.048,0.0095089,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,7346952,1,OK,0.7977894,0.4951884,-0.2498988,0.2363707,-33.393,47.959,-275.131,0.0589588,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,7346952,1,OK,0.7705947,0.4561512,-0.1347353,-0.4242124,-13.181,-26.035,-251.848,0.0445909,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,7346960,1,OK,0.7120308,-0.4186077,-0.5438441,-0.1483685,95.526,-103.704,-162.036,0.0102459,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,7346960,1,OK,0.7980969,0.4953880,-0.2492150,0.2356350,-33.436,47.738,-275.270,0.0691110,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,7346960,1,OK,0.7702217,0.4582794,-0.1365565,-0.4220082,-14.190,-27.219,-252.455,0.0516257,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,7346968,1,OK,0.7120611,-0.4186364,-0.5438152,-0.1482483,95.531,-103.703,-162.057,0.0085882,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,7346968,1,OK,0.7983399,0.4956873,-0.2488257,0.2345918,-33.421,47.766,-275.203,0.0580985,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,7346968,1,OK,0.7704873,0.4603294,-0.1398551,-0.4181946,-15.351,-28.213,-252.550,0.0526593,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,7346976,1,OK,0.7120542,-0.4186717,-0.5438261,-0.1481420,95.552,-103.698,-162.086,0.0084249,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,7346976,1,OK,0.7990099,0.4961286,-0.2474695,0.2328056,-33.388,47.795,-275.298,0.0585755,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,7346976,1,OK,0.7714642,0.4615029,-0.1437244,-0.4137649,-16.929,-29.176,-252.996,0.0419019,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,7346984,1,OK,0.7120707,-0.4187321,-0.5437845,-0.1480444,95.559,-103.695,-162.094,0.0073439,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,7346984,1,OK,0.7995793,0.4959751,-0.2466274,0.2320702,-33.343,47.796,-275.118,0.0578558,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,7346984,1,OK,0.7710822,0.4639435,-0.1450479,-0.4112781,-18.067,-30.312,-252.342,0.0481496,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,7346992,1,OK,0.7120947,-0.4187871,-0.5437304,-0.1479725,95.563,-103.691,-162.094,0.0065277,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,7346992,1,OK,0.7999251,0.4957889,-0.2461760,0.2317555,-33.242,47.741,-275.070,0.0589722,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,7346992,1,OK,0.7715957,0.4642325,-0.1457250,-0.4097468,-19.166,-32.151,-252.385,0.0455936,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,7347000,1,OK,0.7122366,-0.4192007,-0.5433737,-0.1474275,95.560,-103.686,-162.112,0.0036408,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,7347000,1,OK,0.7989153,0.4956978,-0.2473035,0.2342199,-33.392,47.836,-275.075,0.0581655,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,7347000,1,OK,0.7706643,0.4653934,-0.1456733,-0.4102009,-20.197,-33.228,-251.399,0.0521187,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,7347008,1,OK,0.7121936,-0.4191391,-0.5434537,-0.1475155,95.565,-103.688,-162.115,0.0038737,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,7347008,1,OK,0.7989122,0.4955899,-0.2477418,0.2339956,-33.322,47.862,-275.128,0.0547848,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,7347008,1,OK,0.7710222,0.4656684,-0.1460190,-0.4090918,-21.510,-34.421,-250.888,0.0540275,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,7347016,1,OK,0.7121852,-0.4190748,-0.5435027,-0.1475579,95.573,-103.684,-162.127,0.0038317,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,7347016,1,OK,0.7990839,0.4957062,-0.2474133,0.2335102,-33.287,47.809,-275.145,0.0559029,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,7347016,1,OK,0.7709141,0.4662369,-0.1480732,-0.4079079,-22.723,-35.193,-250.158,0.0510256,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,7347024,1,OK,0.7121581,-0.4189760,-0.5435916,-0.1476419,95.578,-103.685,-162.130,0.0035270,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,7347024,1,OK,0.7992431,0.4957911,-0.2470393,0.2331807,-33.244,47.783,-275.153,0.0566233,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,7347024,1,OK,0.7711742,0.4661530,-0.1501704,-0.4067439,-24.026,-36.156,-249.735,0.0507390,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,7347032,1,OK,0.7121783,-0.4190237,-0.5435515,-0.1475568,95.580,-103.685,-162.144,0.0034120,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,7347032,1,OK,0.7993792,0.4958637,-0.2466672,0.2329536,-33.181,47.775,-275.155,0.0559065,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,7347032,1,OK,0.7711044,0.4661569,-0.1506644,-0.4066890,-25.143,-37.052,-249.048,0.0576042,0
3,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,7347040,1,OK,0.7121266,-0.4188810,-0.5436933,-0.1476889,95.594,-103.685,-162.165,0.0035463,0,Port 10: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,7347040,1,OK,0.7994430,0.4959269,-0.2463612,0.2329238,-33.092,47.782,-275.144,0.0548146,0,Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,7347040,1,OK,0.7707818,0.4663760,-0.1506555,-0.4070526,-26.216,-37.954,-248.396,0.0596834,0
