Tools,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,Frame,Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,Frame,Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,Frame,Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,789808,1,OK,0.7471822,0.3201426,-0.0952021,-0.5745991,-36.291,-18.034,-163.584,0.0466895,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,789808,1,OK,0.8662432,0.4449754,-0.1411639,0.1780233,-21.606,32.222,-236.792,0.0477468,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,789808,1,OK,0.7048390,-0.3985380,-0.5532048,-0.1957905,100.339,-119.954,-161.901,0.0053381,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,789816,1,OK,0.7477598,0.3205458,-0.0945643,-0.5737275,-36.356,-18.569,-163.414,0.0426269,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,789816,1,OK,0.8662500,0.4451039,-0.1410635,0.1777483,-21.518,32.150,-236.855,0.0500118,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,789816,1,OK,0.7049283,-0.3987622,-0.5530164,-0.1955443,100.339,-119.951,-161.889,0.0028936,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,789824,1,OK,0.7477439,0.3207996,-0.0940389,-0.5736927,-36.501,-18.979,-163.028,0.0436748,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,789824,1,OK,0.8659128,0.4454431,-0.1410833,0.1785246,-21.481,32.152,-236.821,0.0500167,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,789824,1,OK,0.7049479,-0.3988145,-0.5529846,-0.1954569,100.340,-119.956,-161.888,0.0019190,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,789832,1,OK,0.7488292,0.3210317,-0.0951639,-0.5719592,-36.722,-19.272,-162.890,0.0415599,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,789832,1,OK,0.8659788,0.4455121,-0.1408067,0.1782501,-21.440,32.034,-236.991,0.0481105,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,789832,1,OK,0.7049558,-0.3988502,-0.5529507,-0.1954516,100.334,-119.956,-161.877,0.0026639,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,789840,1,OK,0.7489762,0.3213345,-0.0957161,-0.5715044,-37.062,-19.443,-162.842,0.0438765,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,789840,1,OK,0.8657852,0.4457309,-0.1410294,0.1784674,-21.397,31.983,-237.093,0.0483512,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,789840,1,OK,0.7049187,-0.3987298,-0.5530281,-0.1956121,100.324,-119.951,-161.864,0.0022373,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,789848,1,OK,0.7488843,0.3216332,-0.0953124,-0.5715242,-37.323,-19.540,-162.567,0.0459854,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,789848,1,OK,0.8656525,0.4459574,-0.1411147,0.1784782,-21.403,31.955,-237.096,0.0497572,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,789848,1,OK,0.7049837,-0.3988787,-0.5528894,-0.1954662,100.319,-119.950,-161.862,0.0026922,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,789856,1,OK,0.7484295,0.3219860,-0.0951998,-0.5719400,-37.431,-19.691,-162.448,0.0364726,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,789856,1,OK,0.8656462,0.4463115,-0.1408688,0.1778166,-21.417,31.925,-237.110,0.0497200,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,789856,1,OK,0.7049772,-0.3988214,-0.5529179,-0.1955259,100.319,-119.950,-161.863,0.0028105,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,789864,1,OK,0.7486619,0.3219695,-0.0947528,-0.5717192,-37.581,-19.836,-162.244,0.0424234,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,789864,1,OK,0.8654000,0.4461596,-0.1414844,0.1789039,-21.378,31.837,-237.195,0.0468204,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,789864,1,OK,0.7050440,-0.3990026,-0.5527742,-0.1953217,100.327,-119.946,-161.867,0.0037372,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,789872,1,OK,0.7492183,0.3220666,-0.0956017,-0.5707936,-37.642,-19.841,-162.051,0.0403508,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,789872,1,OK,0.8652880,0.4464098,-0.1414627,0.1788386,-21.311,31.792,-237.221,0.0482334,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,789872,1,OK,0.7050402,-0.3989631,-0.5528037,-0.1953325,100.331,-119.948,-161.890,0.0032066,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,789880,1,OK,0.7494442,0.3217326,-0.0956025,-0.5706853,-37.740,-20.018,-161.839,0.0394526,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,789880,1,OK,0.8652942,0.4466480,-0.1411439,0.1784656,-21.295,31.756,-237.219,0.0501125,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,789880,1,OK,0.7049762,-0.3987514,-0.5529613,-0.1955496,100.329,-119.948,-161.897,0.0023875,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,789888,1,OK,0.7497026,0.3215308,-0.0953184,-0.5705070,-37.895,-20.047,-161.604,0.0387265,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,789888,1,OK,0.8653176,0.4466252,-0.1410144,0.1785112,-21.305,31.689,-237.363,0.0472879,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,789888,1,OK,0.7048880,-0.3985332,-0.5531323,-0.1958286,100.323,-119.952,-161.889,0.0044208,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,789896,1,OK,0.7500901,0.3216542,-0.0958176,-0.5698441,-37.948,-20.061,-161.459,0.0372922,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,789896,1,OK,0.8652614,0.4471735,-0.1405507,0.1777756,-21.278,31.748,-237.348,0.0483976,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,789896,1,OK,0.7048564,-0.3985313,-0.5531744,-0.1958273,100.330,-119.956,-161.900,0.0062477,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,789904,1,OK,0.7506318,0.3212612,-0.0958266,-0.5693509,-37.943,-20.237,-161.231,0.0415277,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,789904,1,OK,0.8652671,0.4471113,-0.1404914,0.1779507,-21.175,31.718,-237.311,0.0502120,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,789904,1,OK,0.7049091,-0.3986784,-0.5530628,-0.1956531,100.329,-119.959,-161.917,0.0063004,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,789912,1,OK,0.7505287,0.3209630,-0.0955374,-0.5697034,-37.957,-20.282,-160.961,0.0421687,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,789912,1,OK,0.8654743,0.4469329,-0.1401891,0.1776296,-21.293,31.651,-237.257,0.0603892,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,789912,1,OK,0.7049053,-0.3986221,-0.5531024,-0.1956699,100.337,-119.960,-161.937,0.0065139,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,789920,1,OK,0.7503093,0.3209207,-0.0947540,-0.5701469,-38.056,-20.298,-160.595,0.0432201,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,789920,1,OK,0.8655129,0.4474234,-0.1394799,0.1767624,-21.228,31.629,-237.306,0.0655034,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,789920,1,OK,0.7048262,-0.3984404,-0.5532750,-0.1958369,100.353,-119.963,-161.953,0.0082699,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,789928,1,OK,0.7508655,0.3209276,-0.0952543,-0.5693269,-38.157,-20.472,-160.289,0.0401178,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,789928,1,OK,0.8654959,0.4477603,-0.1390502,0.1763308,-21.169,31.603,-237.355,0.0666420,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,789928,1,OK,0.7047695,-0.3982649,-0.5534006,-0.1960428,100.353,-119.960,-161.933,0.0088491,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,789936,1,OK,0.7505845,0.3207927,-0.0948817,-0.5698354,-38.351,-20.724,-160.073,0.0429964,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,789936,1,OK,0.8653983,0.4479555,-0.1389802,0.1763693,-21.107,31.563,-237.388,0.0664851,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,789936,1,OK,0.7048059,-0.3983707,-0.5533112,-0.1959495,100.343,-119.957,-161.913,0.0083264,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,789944,1,OK,0.7513374,0.3209985,-0.0956208,-0.5686024,-38.521,-21.038,-159.791,0.0425444,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,789944,1,OK,0.8648221,0.4483178,-0.1393876,0.1779464,-20.786,31.488,-237.532,0.0504845,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,789944,1,OK,0.7047498,-0.3982144,-0.5534339,-0.1961223,100.340,-119.959,-161.917,0.0089077,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,789952,1,OK,0.7519180,0.3213596,-0.0957520,-0.5676081,-38.797,-21.266,-159.492,0.0403225,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,789952,1,OK,0.8646119,0.4485314,-0.1395477,0.1783037,-20.787,31.388,-237.666,0.0473096,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,789952,1,OK,0.7046988,-0.3981298,-0.5535128,-0.1962546,100.336,-119.961,-161.896,0.0102328,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,789960,1,OK,0.7522845,0.3214577,-0.0954838,-0.5671118,-39.086,-21.512,-159.118,0.0427342,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,789960,1,OK,0.8642840,0.4488339,-0.1399535,0.1788136,-20.779,31.288,-237.797,0.0497161,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,789960,1,OK,0.7047009,-0.3981710,-0.5534963,-0.1962099,100.336,-119.964,-161.897,0.0112567,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,789968,1,OK,0.7524667,0.3215518,-0.0960231,-0.5667255,-39.405,-21.785,-158.852,0.0418514,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,789968,1,OK,0.8640501,0.4493739,-0.1399948,0.1785554,-20.772,31.195,-237.809,0.0487247,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,789968,1,OK,0.7047281,-0.3982313,-0.5534518,-0.1961153,100.341,-119.963,-161.907,0.0089489,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,789976,1,OK,0.7534807,0.3219271,-0.0969694,-0.5650015,-39.784,-22.174,-158.561,0.0421462,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,789976,1,OK,0.8639562,0.4496621,-0.1400880,0.1782108,-20.813,31.039,-237.965,0.0503841,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,789976,1,OK,0.7046840,-0.3980916,-0.5535700,-0.1962237,100.348,-119.963,-161.921,0.0092058,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,789984,1,OK,0.7539011,0.3228900,-0.0966949,-0.5639373,-40.160,-22.657,-158.563,0.0435365,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,789984,1,OK,0.8635520,0.4499518,-0.1407660,0.1789030,-20.898,30.888,-238.207,0.0529752,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,789984,1,OK,0.7046070,-0.3978815,-0.5537434,-0.1964370,100.356,-119.959,-161.918,0.0109522,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,789992,1,OK,0.7539912,0.3235013,-0.0970069,-0.5634127,-40.535,-22.973,-158.575,0.0454050,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,789992,1,OK,0.8630722,0.4502317,-0.1416807,0.1797901,-20.920,30.854,-238.345,0.0505817,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,789992,1,OK,0.7045341,-0.3976708,-0.5538971,-0.1966918,100.351,-119.958,-161.905,0.0123976,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,790000,1,OK,0.7547375,0.3239880,-0.0977540,-0.5620029,-40.895,-23.220,-158.562,0.0487016,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,790000,1,OK,0.8629976,0.4508038,-0.1413573,0.1789667,-20.942,30.792,-238.457,0.0508010,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,790000,1,OK,0.7045749,-0.3977604,-0.5538061,-0.1966208,100.341,-119.958,-161.888,0.0123368,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,790008,1,OK,0.7545360,0.3244312,-0.0978935,-0.5619935,-41.148,-23.458,-158.541,0.0449180,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,790008,1,OK,0.8627953,0.4510018,-0.1413946,0.1794137,-20.921,30.711,-238.479,0.0490201,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,790008,1,OK,0.7045740,-0.3977905,-0.5538002,-0.1965796,100.345,-119.962,-161.900,0.0123170,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,790016,1,OK,0.7549249,0.3245044,-0.0981258,-0.5613881,-41.330,-23.593,-158.560,0.0419935,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,790016,1,OK,0.8626314,0.4512785,-0.1413608,0.1795322,-20.859,30.639,-238.538,0.0509440,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,790016,1,OK,0.7044701,-0.3974751,-0.5540328,-0.1969341,100.348,-119.962,-161.918,0.0160486,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,790024,1,OK,0.7557878,0.3246635,-0.0983035,-0.5601025,-41.520,-23.654,-158.533,0.0441146,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,790024,1,OK,0.8624210,0.4513810,-0.1414383,0.1802232,-20.796,30.547,-238.646,0.0502837,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,790024,1,OK,0.7044188,-0.3973261,-0.5541506,-0.1970870,100.347,-119.964,-161.925,0.0189531,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,790032,1,OK,0.7558684,0.3251975,-0.0985427,-0.5596418,-41.560,-23.879,-158.537,0.0430232,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,790032,1,OK,0.8623995,0.4514564,-0.1414666,0.1801150,-20.712,30.448,-238.683,0.0502247,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,790032,1,OK,0.7045245,-0.3976475,-0.5539183,-0.1967135,100.348,-119.965,-161.919,0.0168617,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,790040,1,OK,0.7562283,0.3253401,-0.0989510,-0.5590002,-41.584,-24.023,-158.523,0.0439741,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,790040,1,OK,0.8623901,0.4517750,-0.1412131,0.1795590,-20.678,30.399,-238.750,0.0514241,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,790040,1,OK,0.7045846,-0.3978152,-0.5537772,-0.1965565,100.343,-119.961,-161.903,0.0139439,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,790048,1,OK,0.7583461,0.3247697,-0.1001391,-0.5562445,-41.558,-24.094,-158.551,0.0458333,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,790048,1,OK,0.8621986,0.4521171,-0.1412051,0.1796241,-20.711,30.425,-238.712,0.0508114,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,790048,1,OK,0.7047124,-0.3981398,-0.5535127,-0.1961856,100.341,-119.960,-161.915,0.0114836,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,790056,1,OK,0.7612573,0.3240062,-0.1010356,-0.5525388,-41.326,-24.069,-158.472,0.0470546,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,790056,1,OK,0.8620427,0.4521972,-0.1415155,0.1799262,-20.696,30.384,-238.752,0.0512478,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,790056,1,OK,0.7047557,-0.3982146,-0.5534275,-0.1961188,100.335,-119.957,-161.911,0.0099076,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,790064,1,OK,0.7633024,0.3233819,-0.1013810,-0.5500141,-40.983,-23.845,-158.532,0.0484450,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,790064,1,OK,0.8619579,0.4521484,-0.1416365,0.1803595,-20.732,30.303,-238.826,0.0474989,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,790064,1,OK,0.7048274,-0.3984398,-0.5532610,-0.1958733,100.337,-119.958,-161.904,0.0077762,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,790072,1,OK,0.7634859,0.3222064,-0.1008222,-0.5505517,-40.991,-24.079,-158.330,0.0685498,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,790072,1,OK,0.8618585,0.4522865,-0.1417674,0.1803854,-20.742,30.291,-238.845,0.0474463,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,790072,1,OK,0.7048647,-0.3985784,-0.5531621,-0.1957364,100.337,-119.958,-161.892,0.0064099,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,790080,1,OK,0.7652873,0.3221693,-0.1018683,-0.5478733,-40.380,-24.002,-158.366,0.0486535,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,790080,1,OK,0.8617744,0.4523970,-0.1419353,0.1803780,-20.730,30.277,-238.820,0.0518672,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,790080,1,OK,0.7048536,-0.3985213,-0.5532106,-0.1957554,100.336,-119.961,-161.908,0.0059028,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,790088,1,OK,0.7658019,0.3224317,-0.1015408,-0.5470601,-40.249,-24.424,-158.373,0.0530929,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,790088,1,OK,0.8620724,0.4520083,-0.1415229,0.1802526,-20.738,30.352,-238.813,0.0504520,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,790088,1,OK,0.7048583,-0.3985265,-0.5532178,-0.1957076,100.339,-119.964,-161.922,0.0056241,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,790096,1,OK,0.7659041,0.3228802,-0.1013736,-0.5466833,-40.199,-24.501,-158.413,0.0432269,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,790096,1,OK,0.8619671,0.4521617,-0.1415790,0.1803273,-20.725,30.308,-238.847,0.0500652,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,790096,1,OK,0.7048413,-0.3985102,-0.5532546,-0.1956981,100.345,-119.964,-161.932,0.0052809,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,790104,1,OK,0.7668622,0.3227049,-0.1012316,-0.5454686,-40.105,-24.649,-158.438,0.0475280,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,790104,1,OK,0.8614350,0.4530264,-0.1418801,0.1804627,-20.719,30.087,-239.024,0.0467998,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,790104,1,OK,0.7049185,-0.3987441,-0.5530734,-0.1954556,100.348,-119.961,-161.924,0.0028577,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,790112,1,OK,0.7681698,0.3228846,-0.1017682,-0.5434188,-39.955,-24.811,-158.566,0.0484500,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,790112,1,OK,0.8613134,0.4538690,-0.1413935,0.1793046,-20.728,29.999,-239.182,0.0546040,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,790112,1,OK,0.7048868,-0.3985670,-0.5531771,-0.1956375,100.346,-119.957,-161.931,0.0028921,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,790120,1,OK,0.7690406,0.3237076,-0.1025600,-0.5415453,-40.152,-25.283,-158.939,0.0415440,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,790120,1,OK,0.8609243,0.4540692,-0.1422924,0.1799537,-20.815,29.799,-239.364,0.0528925,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,790120,1,OK,0.7048907,-0.3985797,-0.5531594,-0.1956477,100.347,-119.953,-161.917,0.0034775,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,790128,1,OK,0.7694917,0.3252483,-0.1029592,-0.5399032,-40.497,-25.915,-159.640,0.0423408,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,790128,1,OK,0.8603001,0.4548517,-0.1430817,0.1803368,-20.999,29.596,-239.641,0.0516891,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,790128,1,OK,0.7047545,-0.3982181,-0.5534455,-0.1960651,100.351,-119.952,-161.907,0.0048335,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,790136,1,OK,0.7714319,0.3270386,-0.1039950,-0.5358392,-40.629,-26.600,-160.456,0.0449721,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,790136,1,OK,0.8596016,0.4559884,-0.1440426,0.1800315,-21.224,29.342,-240.112,0.0543463,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,790136,1,OK,0.7047277,-0.3981689,-0.5534860,-0.1961471,100.348,-119.952,-161.891,0.0049514,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,790144,1,OK,0.7728125,0.3296434,-0.1042633,-0.5321891,-40.528,-27.938,-161.660,0.0465086,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,790144,1,OK,0.8588437,0.4572420,-0.1452950,0.1794623,-21.632,28.940,-240.780,0.0518994,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,790144,1,OK,0.7046735,-0.3979701,-0.5536086,-0.1963990,100.338,-119.952,-161.883,0.0061290,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,790152,1,OK,0.7737813,0.3328512,-0.1028544,-0.5290497,-40.157,-29.512,-162.945,0.0472506,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,790152,1,OK,0.8578448,0.4587990,-0.1469857,0.1788883,-22.198,28.460,-241.552,0.0509978,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,790152,1,OK,0.7047290,-0.3981276,-0.5534867,-0.1962242,100.338,-119.953,-161.890,0.0062767,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,790160,1,OK,0.7755265,0.3365085,-0.1011827,-0.5244833,-39.697,-31.227,-164.484,0.0393237,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,790160,1,OK,0.8562010,0.4609063,-0.1497146,0.1790831,-22.861,27.952,-242.528,0.0510294,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,790160,1,OK,0.7047833,-0.3982704,-0.5533681,-0.1960735,100.339,-119.951,-161.889,0.0055746,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,790168,1,OK,0.7772751,0.3401308,-0.0998385,-0.5197949,-39.083,-33.297,-166.052,0.0376457,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,790168,1,OK,0.8544505,0.4628931,-0.1530600,0.1794906,-23.649,27.228,-243.811,0.0497312,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,790168,1,OK,0.7047754,-0.3982317,-0.5533841,-0.1961357,100.337,-119.945,-161.880,0.0051023,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,790176,1,OK,0.7800929,0.3443251,-0.0992763,-0.5128737,-38.643,-35.121,-167.779,0.0371135,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,790176,1,OK,0.8525224,0.4656505,-0.1561098,0.1788990,-24.496,26.498,-244.996,0.0515410,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,790176,1,OK,0.7048393,-0.3984231,-0.5532333,-0.1959424,100.337,-119.943,-161.863,0.0035358,0
