Pattern, Position, Event, EventNo, Timestamp
0,0,TASK_START,0,1491001
1,0,PATTERN_START,0,1491002
1, 1, SUCCESS, 0, 7260
1, 2, SUCCESS, 0, 8147
1, 3, SUCCESS, 0, 6156
1, 4, SUCCESS, 0, 3149
1, 5, SUCCESS, 0, 6341
1, 6, SUCCESS, 0, 4683
1,0,PATTERN_FINISH,0,1527129
2,0,PATTERN_START,0,1532130
2, 1, SUCCESS, 0, 3083
2, 2, SUCCESS, 0, 6619
2, 3, SUCCESS, 0, 3303
2, 4, SUCCESS, 0, 2166
2, 5, ERROR, 1, 169
2, 5, SUCCESS, 0, 5233
2, 6, SUCCESS, 0, 4540
2,0,PATTERN_FINISH,0,1557468
3,0,PATTERN_START,0,1562468
3, 1, SUCCESS, 0, 2260
3, 2, SUCCESS, 0, 4609
3, 3, SUCCESS, 0, 2366
3, 4, SUCCESS, 0, 3240
3, 5, SUCCESS, 0, 3730
3, 6, SUCCESS, 0, 2604
3,0,PATTERN_FINISH,0,1581673
4,0,PATTERN_START,0,1633120
4, 1, SUCCESS, 0, 3130
4, 2, SUCCESS, 0, 5853
4, 3, SUCCESS, 0, 2844
4, 4, SUCCESS, 0, 2973
4, 5, SUCCESS, 0, 4937
4, 6, SUCCESS, 0, 3924
4,0,PATTERN_FINISH,0,1657177
5,0,PATTERN_START,0,1662177
5, 1, SUCCESS, 0, 3009
5, 2, SUCCESS, 0, 2965
5, 3, SUCCESS, 0, 3903
5, 4, ERROR, 1, 1500
5, 4, ERROR, 2, 1501
5, 4, ERROR, 3, 1727
5, 4, ERROR, 4, 1728
5, 4, ERROR, 5, 1728
5, 4, ERROR, 6, 1729
5, 4, ERROR, 7, 1731
5, 4, ERROR, 8, 1732
5, 4, SUCCESS, 0, 1733
5, 5, ERROR, 9, 201
5, 5, SUCCESS, 0, 4879
5, 6, SUCCESS, 0, 4030
5,0,PATTERN_FINISH,0,1683092
6,0,PATTERN_START,0,1688092
6, 1, SUCCESS, 0, 2600
6, 2, SUCCESS, 0, 3901
6, 3, SUCCESS, 0, 3449
6, 4, SUCCESS, 0, 1445
6, 5, SUCCESS, 0, 6441
6, 6, SUCCESS, 0, 4256
6,0,PATTERN_FINISH,0,1710579
0,0,TASK_FINISH,0,1710579

