Pattern, Position, Event, EventNo, Timestamp
0,0,TASK_START,0,1920260
1,0,PATTERN_START,0,1920261
1, 1, SUCCESS, 0, 8675
1, 2, SUCCESS, 0, 2879
1, 3, SUCCESS, 0, 1939
1, 4, SUCCESS, 0, 2436
1, 5, SUCCESS, 0, 2176
1, 6, ERROR, 1, 42
1, 6, SUCCESS, 0, 2111
1,0,PATTERN_FINISH,0,1940869
2,0,PATTERN_START,0,1945869
2, 1, SUCCESS, 0, 14176
2, 2, SUCCESS, 0, 1238
2, 3, ERROR, 1, 23
2, 3, SUCCESS, 0, 1708
2, 4, SUCCESS, 0, 1845
2, 5, SUCCESS, 0, 1969
2, 6, SUCCESS, 0, 1483
2,0,PATTERN_FINISH,0,1968684
3,0,PATTERN_START,0,1973684
3, 1, SUCCESS, 0, 66176
3, 2, SUCCESS, 0, 1005
3, 3, ERROR, 1, 124
3, 3, SUCCESS, 0, 7048
3, 4, SUCCESS, 0, 2396
3, 5, SUCCESS, 0, 1448
3, 6, SUCCESS, 0, 1083
3,0,PATTERN_FINISH,0,2053236
4,0,PATTERN_START,0,2061682
4, 1, SUCCESS, 0, 1325
4, 2, SUCCESS, 0, 1523
4, 3, SUCCESS, 0, 1156
4, 4, SUCCESS, 0, 1121
4, 5, SUCCESS, 0, 1233
4, 6, SUCCESS, 0, 612
4,0,PATTERN_FINISH,0,2069045
5,0,PATTERN_START,0,2074046
5, 1, SUCCESS, 0, 877
5, 2, SUCCESS, 0, 1253
5, 3, SUCCESS, 0, 1197
5, 4, SUCCESS, 0, 1056
5, 5, SUCCESS, 0, 1801
5, 6, SUCCESS, 0, 1513
5,0,PATTERN_FINISH,0,2082136
6,0,PATTERN_START,0,2087136
6, 1, SUCCESS, 0, 594
6, 2, ERROR, 1, 95
6, 2, ERROR, 2, 95
6, 2, ERROR, 3, 133
6, 2, SUCCESS, 0, 1136
6, 3, SUCCESS, 0, 889
6, 4, SUCCESS, 0, 1050
6, 5, SUCCESS, 0, 971
6, 6, SUCCESS, 0, 1099
6,0,PATTERN_FINISH,0,2093271
0,0,TASK_FINISH,0,2093272

0,0,TASK_START,0,2200515
1,0,PATTERN_START,0,2200515
1, 1, SUCCESS, 0, 25510
1, 2, SUCCESS, 0, 1467
1, 3, SUCCESS, 0, 1414
1, 4, SUCCESS, 0, 1002
1, 5, SUCCESS, 0, 1308
1, 6, SUCCESS, 0, 1241
1,0,PATTERN_FINISH,0,2232852
2,0,PATTERN_START,0,2237853
2, 1, SUCCESS, 0, 41062
2, 2, SUCCESS, 0, 1443
2, 3, SUCCESS, 0, 928
2, 4, ERROR, 1, 112
2, 4, SUCCESS, 0, 1014
2, 5, SUCCESS, 0, 1184
2, 6, SUCCESS, 0, 1272
2,0,PATTERN_FINISH,0,2285150
3,0,PATTERN_START,0,2290150
3, 1, SUCCESS, 0, 5695
3, 2, ERROR, 1, 30
3, 2, SUCCESS, 0, 1173
3, 3, SUCCESS, 0, 1345
3, 4, SUCCESS, 0, 896
3, 5, SUCCESS, 0, 1332
3, 6, SUCCESS, 0, 1092
3,0,PATTERN_FINISH,0,2302076
4,0,PATTERN_START,0,2350431
4, 1, ERROR, 1, 5447
4, 1, ERROR, 2, 5448
4, 1, ERROR, 3, 5448
4, 1, ERROR, 4, 5449
4, 1, ERROR, 5, 5449
4, 1, ERROR, 6, 5451
4, 1, ERROR, 7, 5452
4, 1, ERROR, 8, 5455
4, 1, ERROR, 9, 5456
4, 1, ERROR, 10, 5459
4, 1, ERROR, 11, 5463
4, 1, ERROR, 12, 5467
4, 1, ERROR, 13, 5485
4, 1, ERROR, 14, 5486
4, 1, ERROR, 15, 5487
4, 1, ERROR, 16, 5488
4, 1, ERROR, 17, 5489
4, 1, ERROR, 18, 5490
4, 1, ERROR, 19, 5494
4, 1, ERROR, 20, 5505
4, 1, ERROR, 21, 5506
4, 1, ERROR, 22, 5509
4, 1, ERROR, 23, 5511
4, 1, ERROR, 24, 5513
4, 1, ERROR, 25, 5514
4, 1, ERROR, 26, 5516
4, 1, ERROR, 27, 5518
4, 1, ERROR, 28, 5519
4, 1, ERROR, 29, 5520
4, 1, ERROR, 30, 5522
4, 1, ERROR, 31, 5535
4, 1, ERROR, 32, 5544
4, 1, ERROR, 33, 5557
4, 1, ERROR, 34, 5558
4, 1, ERROR, 35, 5561
4, 1, ERROR, 36, 5563
4, 1, ERROR, 37, 5568
4, 1, ERROR, 38, 5571
4, 1, ERROR, 39, 5576
4, 1, ERROR, 40, 5581
4, 1, ERROR, 41, 5582
4, 1, ERROR, 42, 5584
4, 1, ERROR, 43, 5587
4, 1, ERROR, 44, 5587
4, 1, ERROR, 45, 5594
4, 1, ERROR, 46, 5597
4, 1, ERROR, 47, 5598
4, 1, ERROR, 48, 5621
4, 1, ERROR, 49, 5622
4, 1, ERROR, 50, 5625
4, 1, ERROR, 51, 5626
4, 1, ERROR, 52, 5629
4, 1, ERROR, 53, 5694
4, 1, ERROR, 54, 5715
4, 1, ERROR, 55, 5754
4, 1, ERROR, 56, 5761
4, 1, ERROR, 57, 5764
4, 1, ERROR, 58, 5764
4, 1, ERROR, 59, 5771
4, 1, SUCCESS, 0, 7133
4, 2, ERROR, 60, 199
4, 2, ERROR, 61, 1316
4, 2, ERROR, 62, 1318
4, 2, ERROR, 63, 1334
4, 2, ERROR, 64, 1341
4, 2, ERROR, 65, 1351
4, 2, ERROR, 66, 1352
4, 2, SUCCESS, 0, 1432
4, 3, SUCCESS, 0, 1522
4, 4, SUCCESS, 0, 1227
4, 5, ERROR, 67, 20
4, 5, SUCCESS, 0, 1234
4, 6, SUCCESS, 0, 2325
4,0,PATTERN_FINISH,0,2365697
5,0,PATTERN_START,0,2370698
5, 1, ERROR, 1, 16410
5, 1, ERROR, 2, 16411
5, 1, ERROR, 3, 16411
5, 1, ERROR, 4, 16412
5, 1, ERROR, 5, 16413
5, 1, ERROR, 6, 16414
5, 1, ERROR, 7, 16416
5, 1, ERROR, 8, 16418
5, 1, ERROR, 9, 16421
5, 1, ERROR, 10, 16423
5, 1, ERROR, 11, 16434
5, 1, ERROR, 12, 16436
5, 1, ERROR, 13, 16438
5, 1, ERROR, 14, 16440
5, 1, ERROR, 15, 16441
5, 1, ERROR, 16, 16442
5, 1, ERROR, 17, 16444
5, 1, ERROR, 18, 16445
5, 1, ERROR, 19, 16445
5, 1, ERROR, 20, 16449
5, 1, ERROR, 21, 16450
5, 1, ERROR, 22, 16451
5, 1, ERROR, 23, 16453
5, 1, ERROR, 24, 16455
5, 1, ERROR, 25, 16457
5, 1, ERROR, 26, 16460
5, 1, ERROR, 27, 16461
5, 1, ERROR, 28, 16463
5, 1, ERROR, 29, 16465
5, 1, ERROR, 30, 16467
5, 1, ERROR, 31, 16469
5, 1, ERROR, 32, 16471
5, 1, ERROR, 33, 16475
5, 1, ERROR, 34, 16481
5, 1, ERROR, 35, 16484
5, 1, ERROR, 36, 16497
5, 1, ERROR, 37, 16501
5, 1, ERROR, 38, 16504
5, 1, ERROR, 39, 16506
5, 1, ERROR, 40, 16508
5, 1, ERROR, 41, 16510
5, 1, ERROR, 42, 16511
5, 1, ERROR, 43, 16521
5, 1, ERROR, 44, 16522
5, 1, ERROR, 45, 16525
5, 1, ERROR, 46, 16527
5, 1, ERROR, 47, 16529
5, 1, ERROR, 48, 16529
5, 1, ERROR, 49, 16531
5, 1, ERROR, 50, 16532
5, 1, ERROR, 51, 16534
5, 1, ERROR, 52, 16535
5, 1, ERROR, 53, 16537
5, 1, ERROR, 54, 16539
5, 1, ERROR, 55, 16541
5, 1, ERROR, 56, 16547
5, 1, ERROR, 57, 16549
5, 1, ERROR, 58, 16550
5, 1, ERROR, 59, 16553
5, 1, ERROR, 60, 16554
5, 1, ERROR, 61, 16555
5, 1, ERROR, 62, 16556
5, 1, ERROR, 63, 16561
5, 1, ERROR, 64, 16562
5, 1, ERROR, 65, 16563
5, 1, ERROR, 66, 16570
5, 1, ERROR, 67, 16572
5, 1, ERROR, 68, 16620
5, 1, ERROR, 69, 16625
5, 1, ERROR, 70, 16631
5, 1, ERROR, 71, 16649
5, 1, ERROR, 72, 16655
5, 1, ERROR, 73, 16660
5, 1, ERROR, 74, 16663
5, 1, ERROR, 75, 16690
5, 1, ERROR, 76, 16701
5, 1, ERROR, 77, 16705
5, 1, ERROR, 78, 16708
5, 1, ERROR, 79, 16709
5, 1, ERROR, 80, 16710
5, 1, ERROR, 81, 16711
5, 1, ERROR, 82, 16714
