Tools	Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	Frame	Face	State	Angle	Latitude	Longitude	Spin	Tx	Ty	Tz	Error	Markers	Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	Frame	Face	State	Angle	Latitude	Longitude	Spin	Tx	Ty	Tz	Error	Markers	Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0	Frame	Face	State	Angle	Latitude	Longitude	Spin	Tx	Ty	Tz	Error	Markers	Port 13: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0	Frame	Face	State	Angle	Latitude	Longitude	Spin	Tx	Ty	Tz	Error	Markers
4	Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1593408	1	OK	49.9021767	11.9032207	48.8335601	6.6270442	28.557	-9.133	-215.165	0.0446741	0	Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1593408	1	OK	51.1268003	14.1698038	49.6621710	-14.9324353	21.635	-6.362	-215.058	0.0199358	0	Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0	1593408	1	OK	56.1182090	-14.4275573	54.8558974	47.1203425	-40.189	-21.380	-215.097	0.0610366	0	Port 13: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0	1593408	1	Bad Fit	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
4	Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1593416	1	OK	49.9108925	11.9036645	48.8425294	6.6349148	28.562	-9.116	-215.154	0.0447010	0	Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1593416	1	OK	51.1275804	14.1745424	49.6619766	-14.9437259	21.640	-6.362	-215.067	0.0193264	0	Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0	1593416	1	OK	56.1181031	-14.4279167	54.8557212	47.1104059	-40.188	-21.380	-215.098	0.0630061	0	Port 13: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0	1593416	1	Bad Fit	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
4	Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1593424	1	OK	49.9110220	11.9041527	48.8425738	6.6352550	28.562	-9.118	-215.148	0.0449753	0	Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1593424	1	OK	51.1288213	14.1738924	49.6634232	-14.9456312	21.640	-6.360	-215.058	0.0188171	0	Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0	1593424	1	OK	56.1226322	-14.4220803	54.8615259	47.0987953	-40.179	-21.368	-215.075	0.0632786	0	Port 13: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0	1593424	1	Bad Fit	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
4	Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1593440	1	OK	49.9025369	11.9032514	48.8339285	6.6070232	28.551	-9.141	-215.148	0.0458006	0	Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1593440	1	OK	51.1259701	14.1698283	49.6612912	-14.9357054	21.631	-6.361	-215.066	0.0191042	0	Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0	1593440	1	OK	56.1225254	-14.4266572	54.8605854	47.0803106	-40.189	-21.376	-215.073	0.0637581	0	Port 13: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0	1593440	1	Bad Fit	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
4	Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1593448	1	OK	49.8991188	11.9012124	48.8307548	6.6021993	28.543	-9.145	-215.157	0.0449948	0	Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1593448	1	OK	51.1295170	14.1692654	49.6651483	-14.9319810	21.633	-6.351	-215.069	0.0197016	0	Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0	1593448	1	OK	56.1297768	-14.4215780	54.8691062	47.0652444	-40.179	-21.360	-215.072	0.0634623	0	Port 13: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0	1593448	1	Bad Fit	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
4	Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1593456	1	OK	49.8995847	11.9047344	48.8305894	6.5996784	28.549	-9.148	-215.157	0.0463485	0	Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1593456	1	OK	51.1358074	14.1646244	49.6727692	-14.9270018	21.631	-6.337	-215.067	0.0194835	0	Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0	1593456	1	OK	56.1265467	-14.4242588	54.8652351	47.0764251	-40.186	-21.369	-215.063	0.0638144	0	Port 13: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0	1593456	1	Bad Fit	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
4	Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1593472	1	OK	49.8967214	11.9071418	48.8271720	6.5954616	28.548	-9.166	-215.141	0.0490587	0	Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1593472	1	OK	51.1321192	14.1722618	49.6672471	-14.9241180	21.638	-6.346	-215.099	0.0202286	0	Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0	1593472	1	OK	56.1229220	-14.4312951	54.8601612	47.0637740	-40.192	-21.389	-215.077	0.0639479	0	Port 13: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0	1593472	1	Bad Fit	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
4	Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1593480	1	OK	49.9025021	11.9068640	48.8332264	6.5854072	28.549	-9.155	-215.135	0.0505033	0	Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1593480	1	OK	51.1323512	14.1732606	49.6672773	-14.9166649	21.636	-6.345	-215.099	0.0206401	0	Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0	1593480	1	OK	56.1320118	-14.4252638	54.8707822	47.0464251	-40.185	-21.373	-215.074	0.0634828	0	Port 13: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0	1593480	1	Bad Fit	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
4	Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1593488	1	OK	49.9039054	11.9087724	48.8343318	6.5865549	28.554	-9.153	-215.137	0.0496940	0	Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1593488	1	OK	51.1318653	14.1737862	49.6666528	-14.9185972	21.634	-6.348	-215.088	0.0200524	0	Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0	1593488	1	OK	56.1408636	-14.4291960	54.8793499	47.0301123	-40.188	-21.363	-215.068	0.0638744	0	Port 13: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0	1593488	1	Bad Fit	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
4	Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1593496	1	OK	49.9039809	11.9051785	48.8350729	6.5733542	28.552	-9.156	-215.142	0.0502071	0	Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1593496	1	OK	51.1327501	14.1742192	49.6674920	-14.9098321	21.638	-6.347	-215.096	0.0207199	0	Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0	1593496	1	OK	56.1428057	-14.4310200	54.8810557	47.0429181	-40.188	-21.374	-215.068	0.0628745	0	Port 13: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0	1593496	1	Bad Fit	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
4	Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1593520	1	OK	49.9176612	11.9026488	48.8497454	6.5774015	28.559	-9.126	-215.140	0.0485553	0	Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1593520	1	OK	51.1326338	14.1769102	49.6667924	-14.9262196	21.642	-6.353	-215.073	0.0206531	0	Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0	1593520	1	OK	56.1431267	-14.4304731	54.8814913	47.0290103	-40.179	-21.407	-215.076	0.0633863	0	Port 13: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0	1593520	1	Bad Fit	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
4	Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1593528	1	OK	49.9224404	11.9043867	48.8543882	6.5652535	28.567	-9.122	-215.138	0.0486123	0	Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1593528	1	OK	51.1315495	14.1768660	49.6656596	-14.9260368	21.637	-6.359	-215.072	0.0202131	0	Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0	1593528	1	OK	56.1366765	-14.4362986	54.8736746	47.0510337	-40.185	-21.436	-215.082	0.0633732	0	Port 13: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0	1593528	1	Bad Fit	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
4	Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1593536	1	OK	49.9224011	11.8959275	48.8559050	6.5737067	28.554	-9.120	-215.122	0.0476485	0	Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1593536	1	OK	51.1303565	14.1785991	49.6640311	-14.9364262	21.636	-6.366	-215.077	0.0199014	0	Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0	1593536	1	OK	56.1433132	-14.4369973	54.8805057	47.0554390	-40.183	-21.442	-215.089	0.0619713	0	Port 13: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0	1593536	1	Bad Fit	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
4	Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1593544	1	OK	49.9232472	11.8956488	48.8568348	6.5657315	28.556	-9.118	-215.115	0.0472267	0	Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1593544	1	OK	51.1356094	14.1809559	49.6690593	-14.9402176	21.639	-6.358	-215.066	0.0203338	0	Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0	1593544	1	OK	56.1505281	-14.4313438	54.8890927	47.0537343	-40.172	-21.439	-215.078	0.0605914	0	Port 13: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0	1593544	1	Bad Fit	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
4	Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1593560	1	OK	49.9190115	11.8951038	48.8525369	6.5466463	28.553	-9.125	-215.146	0.0467380	0	Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1593560	1	OK	51.1308983	14.1725697	49.6658949	-14.9589163	21.629	-6.362	-215.041	0.0201488	0	Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0	1593560	1	OK	56.1455667	-14.4396370	54.8823903	47.0228185	-40.173	-21.486	-215.069	0.0615925	0	Port 13: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0	1593560	1	Bad Fit	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
4	Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1593568	1	OK	49.9119597	11.8953223	48.8451741	6.5466893	28.550	-9.137	-215.160	0.0471506	0	Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1593568	1	OK	51.1253553	14.1758674	49.6593484	-14.9606366	21.633	-6.371	-215.044	0.0206949	0	Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0	1593568	1	OK	56.1427833	-14.4377866	54.8798072	47.0106399	-40.168	-21.517	-215.063	0.0621293	0	Port 13: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0	1593568	1	Bad Fit	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
4	Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1593584	1	OK	49.9066988	11.8969541	48.8394106	6.5475275	28.545	-9.149	-215.166	0.0485145	0	Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1593584	1	OK	51.1221183	14.1719629	49.6567758	-14.9932058	21.629	-6.372	-215.047	0.0194728	0	Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0	1593584	1	OK	56.1614814	-14.4351049	54.8998947	46.9587716	-40.143	-21.559	-215.058	0.0632889	0	Port 13: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0	1593584	1	Bad Fit	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
4	Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1593592	1	OK	49.9024014	11.8993496	48.8345068	6.5437678	28.547	-9.160	-215.172	0.0493955	0	Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1593592	1	OK	51.1254941	14.1682072	49.6611373	-14.9946614	21.627	-6.366	-215.051	0.0196092	0	Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0	1593592	1	OK	56.1762491	-14.4387199	54.9147223	46.9440301	-40.137	-21.602	-215.060	0.0633423	0	Port 13: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0	1593592	1	Bad Fit	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
4	Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1593600	1	OK	49.8986530	11.8983470	48.8307991	6.5373618	28.543	-9.170	-215.174	0.0492000	0	Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1593600	1	OK	51.1234326	14.1734170	49.6578485	-14.9968369	21.635	-6.374	-215.078	0.0198598	0	Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0	1593600	1	OK	56.2213882	-14.4422265	54.9614088	46.9031276	-40.229	-21.998	-215.146	0.0584684	0	Port 13: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0	1593600	1	Bad Fit	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
4	Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1593608	1	OK	49.8988932	11.8988831	48.8309498	6.5241010	28.541	-9.171	-215.172	0.0498313	0	Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1593608	1	OK	51.1249999	14.1710171	49.6600143	-15.0062020	21.636	-6.372	-215.079	0.0190895	0	Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0	1593608	1	OK	56.2984690	-14.4135539	55.0473660	46.8460520	-39.974	-21.938	-215.011	0.0608580	0	Port 13: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0	1593608	1	Bad Fit	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
4	Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1593624	1	OK	49.8956146	11.9012539	48.8271082	6.5094336	28.547	-9.175	-215.200	0.0499847	0	Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1593624	1	OK	51.1151571	14.1671237	49.6504804	-15.0134058	21.632	-6.390	-215.078	0.0193192	0	Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0	1593624	1	OK	56.2599990	-14.4396022	55.0023569	46.8238866	-40.195	-22.101	-215.140	0.0646954	0	Port 13: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0	1593624	1	Bad Fit	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
4	Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1593632	1	OK	49.8973127	11.9044450	48.8282833	6.5071861	28.547	-9.177	-215.230	0.0495213	0	Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1593632	1	OK	51.1134332	14.1705666	49.6479259	-14.9984608	21.635	-6.400	-215.085	0.0202819	0	Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0	1593632	1	OK	56.2704514	-14.4446892	55.0123965	46.8247037	-40.185	-22.143	-215.126	0.0696637	0	Port 13: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0	1593632	1	Bad Fit	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
4	Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1593648	1	OK	49.9037113	11.8937928	48.8368906	6.4976299	28.538	-9.168	-215.212	0.0505193	0	Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1593648	1	OK	51.1194225	14.1609004	49.6563078	-15.0069708	21.624	-6.383	-215.061	0.0182607	0	Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0	1593648	1	OK	56.2717700	-14.4374854	55.0150770	46.8614665	-40.024	-21.901	-215.012	0.0648003	0	Port 13: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0	1593648	1	Bad Fit	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
4	Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1593656	1	OK	49.9055348	11.8908923	48.8393182	6.4982938	28.536	-9.162	-215.202	0.0500009	0	Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1593656	1	OK	51.1208002	14.1617235	49.6575825	-14.9991091	21.622	-6.385	-215.057	0.0183853	0	Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0	1593656	1	OK	56.2804404	-14.4400054	55.0237115	46.8533641	-40.017	-21.929	-214.993	0.0645295	0	Port 13: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0	1593656	1	Bad Fit	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
4	Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1593664	1	OK	49.9046530	11.8974823	48.8371890	6.5055166	28.544	-9.166	-215.212	0.0491568	0	Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1593664	1	OK	51.1194947	14.1621809	49.6561093	-14.9935558	21.622	-6.388	-215.065	0.0190088	0	Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0	1593664	1	OK	56.2846761	-14.4366041	55.0287639	46.8667464	-40.006	-21.948	-214.976	0.0628468	0	Port 13: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0	1593664	1	Bad Fit	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
4	Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1593680	1	OK	49.9091870	11.8960947	48.8421527	6.4919728	28.546	-9.161	-215.203	0.0505963	0	Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1593680	1	OK	51.1187322	14.1610014	49.6555589	-14.9884152	21.619	-6.390	-215.038	0.0190214	0	Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0	1593680	1	OK	56.2855636	-14.4368144	55.0296563	46.8728360	-40.002	-21.953	-214.960	0.0617528	0	Port 13: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0	1593680	1	Bad Fit	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
4	Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1593688	1	OK	49.9066769	11.9018615	48.8384839	6.5061871	28.552	-9.170	-215.207	0.0505290	0	Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1593688	1	OK	51.1191411	14.1643668	49.6552683	-14.9825230	21.623	-6.393	-215.035	0.0198466	0	Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0	1593688	1	OK	56.2832946	-14.4400101	55.0267024	46.8661717	-40.009	-21.958	-214.959	0.0617524	0	Port 13: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0	1593688	1	Bad Fit	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
4	Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1593696	1	OK	49.9073408	11.9062229	48.8383695	6.5233948	28.557	-9.175	-215.220	0.0500011	0	Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1593696	1	OK	51.1255404	14.1657316	49.6617167	-14.9667938	21.628	-6.384	-215.047	0.0206024	0	Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0	1593696	1	OK	56.2809696	-14.4422375	55.0238640	46.8717167	-40.015	-21.963	-214.961	0.0617722	0	Port 13: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0	1593696	1	Bad Fit	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
4	Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1593704	1	OK	49.9092994	11.9117934	48.8393764	6.5327182	28.562	-9.176	-215.232	0.0495989	0	Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1593704	1	OK	51.1327100	14.1643938	49.6695558	-14.9542997	21.628	-6.371	-215.044	0.0209929	0	Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0	1593704	1	OK	56.2805747	-14.4438102	55.0231667	46.8802806	-40.016	-21.964	-214.960	0.0616116	0	Port 13: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0	1593704	1	Bad Fit	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
4	Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1593720	1	OK	49.9055906	11.9162195	48.8347083	6.5627613	28.570	-9.180	-215.223	0.0471447	0	Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1593720	1	OK	51.1406992	14.1649251	49.6778576	-14.9478760	21.637	-6.354	-215.048	0.0212660	0	Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0	1593720	1	OK	56.2837421	-14.4399666	55.0271793	46.8648634	-40.013	-21.953	-214.965	0.0607544	0	Port 13: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0	1593720	1	Bad Fit	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
4	Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1593728	1	OK	49.9047938	11.9195271	48.8332704	6.5632071	28.575	-9.183	-215.210	0.0450870	0	Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1593728	1	OK	51.1403034	14.1695674	49.6764461	-14.9482096	21.644	-6.357	-215.067	0.0216725	0	Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0	1593728	1	OK	56.2806569	-14.4425323	55.0234831	46.8784103	-40.021	-21.964	-214.970	0.0591072	0	Port 13: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0	1593728	1	Bad Fit	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
4	Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1593736	1	OK	49.9055800	11.9201824	48.8339659	6.5681730	28.575	-9.183	-215.198	0.0444933	0	Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1593736	1	OK	51.1351697	14.1708709	49.6707588	-14.9468767	21.646	-6.364	-215.055	0.0222492	0	Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0	1593736	1	OK	56.2801270	-14.4378271	55.0237754	46.8931302	-40.013	-21.961	-214.968	0.0575448	0	Port 13: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0	1593736	1	Bad Fit	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
4	Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1593752	1	OK	49.9134786	11.9219256	48.8418475	6.5712732	28.578	-9.168	-215.207	0.0444163	0	Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1593752	1	OK	51.1342983	14.1758439	49.6687746	-14.9462174	21.651	-6.372	-215.046	0.0219966	0	Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0	1593752	1	OK	56.2774968	-14.4343789	55.0216394	46.9022863	-40.009	-21.963	-214.962	0.0568186	0	Port 13: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0	1593752	1	Bad Fit	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
