Tools	Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	Frame	Face	State	Angle	Latitude	Longitude	Spin	Tx	Ty	Tz	Error	Markers	Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	Frame	Face	State	Angle	Latitude	Longitude	Spin	Tx	Ty	Tz	Error	Markers	Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0	Frame	Face	State	Angle	Latitude	Longitude	Spin	Tx	Ty	Tz	Error	Markers	Port 13: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0	Frame	Face	State	Angle	Latitude	Longitude	Spin	Tx	Ty	Tz	Error	Markers
4	Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1619448	1	OK	57.5966274	12.3631233	56.7290942	7.1857653	24.624	-42.099	-231.878	0.0628937	0	Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1619448	1	OK	58.9113712	14.3652768	57.7896427	-10.7812863	17.620	-39.531	-231.318	0.0195424	0	Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0	1619448	1	OK	59.0298273	-13.2816781	58.0800335	15.2346465	-43.207	-40.190	-234.541	0.0422365	0	Port 13: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0	1619448	1	Bad Fit	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
4	Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1619464	1	OK	58.0466215	11.7617091	57.2769291	7.1285510	26.722	-43.744	-233.186	0.0702461	0	Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1619464	1	OK	59.3540129	13.8959234	58.3250310	-10.5624101	19.573	-40.796	-233.043	0.0059005	0	Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0	1619464	1	OK	58.7905650	-13.0980340	57.8587225	14.9505475	-44.765	-39.744	-232.764	0.0470510	0	Port 13: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0	1619464	1	Bad Fit	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
4	Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1619472	1	OK	58.0191450	11.8102215	57.2421113	7.2620521	27.520	-44.191	-233.726	0.0532734	0	Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1619472	1	OK	59.2127726	13.8704512	58.1818412	-10.4865164	20.281	-41.713	-233.655	0.0160347	0	Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0	1619472	1	OK	58.9201192	-13.0302671	58.0028988	14.7132778	-44.363	-38.978	-232.573	0.0292041	0	Port 13: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0	1619472	1	Bad Fit	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
4	Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1619488	1	OK	58.1147419	11.7259240	57.3518700	7.1052474	27.384	-44.023	-233.621	0.0637830	0	Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1619488	1	OK	59.2495972	13.8094116	58.2295034	-10.3849878	20.272	-41.639	-233.589	0.0141294	0	Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0	1619488	1	OK	58.4938097	-12.9132406	57.5780548	14.6252381	-45.107	-38.963	-231.351	0.0212173	0	Port 13: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0	1619488	1	Bad Fit	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
4	Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1619496	1	OK	58.0795070	11.7253059	57.3156623	7.3484615	27.240	-44.051	-233.664	0.0535851	0	Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1619496	1	OK	59.3342693	13.7944346	58.3199108	-10.3070276	20.112	-41.430	-233.492	0.0188324	0	Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0	1619496	1	OK	58.4306077	-12.8655713	57.5195066	14.8292135	-45.168	-38.732	-231.029	0.0323588	0	Port 13: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0	1619496	1	Bad Fit	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
4	Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1619512	1	OK	58.0835575	11.7642238	57.3146431	7.3678044	27.379	-43.979	-233.472	0.0617116	0	Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1619512	1	OK	59.2778957	13.8599326	58.2512630	-10.2960008	20.207	-41.530	-233.481	0.0178892	0	Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0	1619512	1	OK	58.4545748	-12.9447034	57.5328027	14.5296485	-45.101	-38.626	-231.121	0.0255620	0	Port 13: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0	1619512	1	Bad Fit	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
4	Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1619528	1	OK	58.0002850	11.7544064	57.2301724	7.0203905	26.970	-43.554	-233.488	0.0820931	0	Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1619528	1	OK	59.1197406	13.9142051	58.0782160	-10.4245373	19.841	-41.071	-232.694	0.0115267	0	Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0	1619528	1	OK	58.4392434	-12.9133706	57.5214914	14.6187826	-45.017	-38.627	-230.980	0.0279826	0	Port 13: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0	1619528	1	Bad Fit	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
4	Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1619544	1	OK	57.7578760	11.8656591	56.9653086	7.2477832	26.800	-43.300	-232.174	0.0576001	0	Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1619544	1	OK	58.9707489	13.9223638	57.9217300	-10.5264785	19.608	-40.705	-232.093	0.0206921	0	Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0	1619544	1	OK	58.4937472	-12.9619498	57.5708820	14.8430994	-44.832	-38.542	-231.134	0.0370807	0	Port 13: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0	1619544	1	Bad Fit	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
4	Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1619552	1	OK	57.6667356	11.8522015	56.8731906	7.0225891	26.398	-42.994	-231.830	0.0673713	0	Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1619552	1	OK	58.8953335	13.9625214	57.8368822	-10.6917802	19.268	-40.302	-231.702	0.0165046	0	Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0	1619552	1	OK	58.4843866	-12.9625257	57.5610953	14.8316387	-45.009	-38.611	-231.205	0.0337972	0	Port 13: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0	1619552	1	Bad Fit	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
4	Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1619568	1	OK	57.7193089	11.8089517	56.9332875	6.9448683	26.577	-42.803	-231.856	0.0638727	0	Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1619568	1	OK	58.9260250	13.9336601	57.8733713	-10.7604926	19.468	-40.195	-231.711	0.0154231	0	Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0	1619568	1	OK	58.4568799	-12.9128019	57.5398505	14.7482363	-45.093	-38.604	-231.089	0.0323614	0	Port 13: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0	1619568	1	Bad Fit	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
4	Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1619576	1	OK	57.7207820	11.8121487	56.9343704	7.0996446	26.809	-43.002	-232.174	0.0633785	0	Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1619576	1	OK	58.9346394	13.8906347	57.8890368	-10.7043239	19.636	-40.398	-231.923	0.0174364	0	Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0	1619576	1	OK	58.4640532	-12.8994252	57.5492329	14.7648329	-45.120	-38.591	-231.065	0.0329452	0	Port 13: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0	1619576	1	Bad Fit	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
4	Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1619592	1	OK	57.7783481	11.7812464	56.9978928	7.2042646	26.959	-42.951	-232.523	0.0555728	0	Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1619592	1	OK	58.9857542	13.8068174	57.9552220	-10.6042584	19.927	-40.560	-232.175	0.0148737	0	Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0	1619592	1	OK	58.4483128	-12.8664239	57.5377251	14.7654033	-45.253	-38.641	-231.056	0.0329863	0	Port 13: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0	1619592	1	Bad Fit	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
4	Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1619608	1	OK	57.8609404	11.6087301	57.1061056	7.4692706	27.376	-43.061	-232.616	0.0683912	0	Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1619608	1	OK	59.0638372	13.6264565	58.0639725	-10.4033838	20.874	-41.107	-232.564	0.0226728	0	Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0	1619608	1	OK	58.4505834	-12.8348127	57.5446640	14.7623704	-45.356	-38.653	-231.047	0.0313282	0	Port 13: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0	1619608	1	Bad Fit	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
4	Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1619616	1	OK	57.8734765	11.4409055	57.1411238	7.1992737	28.284	-43.729	-232.839	0.0614903	0	Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1619616	1	OK	59.0858914	13.5360981	58.1004991	-10.4450467	21.147	-41.125	-232.590	0.0149275	0	Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0	1619616	1	OK	58.4703406	-12.7925272	57.5712397	14.6028758	-45.413	-38.612	-231.107	0.0365959	0	Port 13: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0	1619616	1	Bad Fit	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
4	Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1619632	1	OK	57.7727228	11.2790349	57.0585647	7.2656361	28.860	-43.200	-231.967	0.0631341	0	Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1619632	1	OK	58.9431833	13.3904807	57.9739701	-10.4398821	21.710	-40.800	-231.865	0.0209817	0	Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0	1619632	1	OK	58.4512887	-12.7642463	57.5555881	14.6262926	-45.531	-38.695	-231.048	0.0280412	0	Port 13: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0	1619632	1	Bad Fit	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
4	Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1619640	1	OK	57.6855464	11.2218858	56.9763483	7.2285360	29.264	-43.176	-231.727	0.0667347	0	Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1619640	1	OK	58.8664719	13.3198247	57.9048121	-10.5434750	22.058	-40.674	-231.569	0.0160801	0	Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0	1619640	1	OK	58.4550459	-12.7566763	57.5605679	14.5843269	-45.557	-38.698	-231.050	0.0274315	0	Port 13: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0	1619640	1	Bad Fit	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
4	Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1619656	1	OK	57.4511951	11.1234506	56.7482583	7.2372694	29.644	-42.777	-230.941	0.0774986	0	Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1619656	1	OK	58.6657562	13.1940041	57.7151235	-10.6722001	22.438	-40.169	-230.778	0.0197275	0	Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0	1619656	1	OK	58.4235552	-12.7665177	57.5265449	14.5343394	-45.607	-38.733	-231.054	0.0277350	0	Port 13: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0	1619656	1	Bad Fit	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
4	Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1619664	1	OK	57.4183797	11.0579916	56.7229704	7.2615512	29.942	-42.705	-230.873	0.0664371	0	Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1619664	1	OK	58.6255708	13.1372210	57.6818250	-10.6806342	22.744	-40.120	-230.603	0.0187242	0	Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0	1619664	1	OK	58.3787391	-12.7396844	57.4840116	14.3622264	-45.648	-38.657	-230.801	0.0430264	0	Port 13: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0	1619664	1	Bad Fit	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
4	Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1619672	1	OK	57.4430425	11.0195898	56.7532095	7.2140841	30.205	-42.671	-230.806	0.0752557	0	Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1619672	1	OK	58.5921745	13.0878864	57.6544566	-10.6900279	22.980	-40.186	-230.614	0.0105075	0	Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0	1619672	1	OK	58.3432994	-12.7686211	57.4431381	14.2968818	-45.601	-38.668	-230.804	0.0439880	0	Port 13: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0	1619672	1	Bad Fit	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
4	Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1619688	1	OK	57.4777249	10.9495836	56.7977135	7.1951683	30.224	-42.728	-231.182	0.0675657	0	Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1619688	1	OK	58.6376777	13.0725055	57.7039094	-10.6752373	23.047	-40.241	-231.018	0.0138423	0	Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0	1619688	1	OK	58.3731675	-12.7956175	57.4701606	14.4719905	-45.567	-38.677	-230.855	0.0356773	0	Port 13: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0	1619688	1	Bad Fit	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
4	Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1619696	1	OK	57.5363004	10.9508508	56.8576732	7.2780636	30.512	-42.863	-231.505	0.0595837	0	Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1619696	1	OK	58.7075253	13.0184310	57.7842384	-10.6471958	23.290	-40.369	-231.395	0.0135897	0	Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0	1619696	1	OK	58.4072701	-12.7661122	57.5097411	14.5641425	-45.582	-38.667	-230.894	0.0349924	0	Port 13: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0	1619696	1	Bad Fit	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
4	Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1619712	1	OK	57.6026713	10.7329536	56.9529553	7.3502442	31.257	-42.773	-232.053	0.0575640	0	Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1619712	1	OK	58.7565580	12.8680537	57.8567934	-10.5090852	24.073	-40.400	-231.957	0.0179656	0	Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0	1619712	1	OK	58.4625581	-12.7577475	57.5681916	14.3610552	-45.658	-38.867	-231.343	0.0251480	0	Port 13: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0	1619712	1	Bad Fit	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
4	Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1619720	1	OK	57.6667184	10.7098596	57.0214557	7.4154356	31.628	-42.741	-232.447	0.0531622	0	Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1619720	1	OK	58.8082297	12.8166225	57.9176626	-10.4550101	24.439	-40.404	-232.265	0.0134023	0	Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0	1619720	1	OK	58.5601746	-12.7910215	57.6644804	14.4690497	-45.427	-38.771	-231.548	0.0321336	0	Port 13: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0	1619720	1	Bad Fit	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
4	Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1619736	1	OK	57.6994723	10.6185108	57.0661763	7.5218013	32.057	-42.472	-232.570	0.0556331	0	Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1619736	1	OK	58.9028967	12.7188060	58.0295175	-10.2772658	24.843	-40.005	-232.310	0.0215711	0	Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0	1619736	1	OK	58.5109796	-12.8833859	57.6001857	14.5536541	-45.406	-38.851	-231.496	0.0399541	0	Port 13: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0	1619736	1	Bad Fit	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
4	Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1619760	1	OK	57.6153015	10.1843376	57.0316737	7.6616007	33.812	-42.471	-232.118	0.0637522	0	Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1619760	1	OK	58.7464493	12.2802619	57.9286082	-10.2032470	26.588	-40.169	-231.989	0.0087514	0	Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0	1619760	1	OK	58.4569134	-12.8501211	57.5490016	14.4482830	-45.024	-38.448	-231.112	0.0413933	0	Port 13: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0	1619760	1	Bad Fit	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
4	Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1619768	1	OK	57.5237571	10.1055173	56.9472311	7.6849145	34.003	-42.465	-231.852	0.0640233	0	Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1619768	1	OK	58.6659937	12.2169481	57.8541773	-10.1264115	26.755	-40.126	-231.747	0.0121128	0	Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0	1619768	1	OK	58.5038615	-12.9085468	57.5891539	14.4881181	-44.916	-38.558	-231.282	0.0364968	0	Port 13: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0	1619768	1	Bad Fit	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
4	Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1619784	1	OK	57.4022718	10.0305288	56.8317295	7.8802119	34.296	-42.589	-231.796	0.0567076	0	Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1619784	1	OK	58.5772732	12.1353248	57.7737036	-10.1117246	27.024	-40.220	-231.605	0.0127211	0	Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0	1619784	1	OK	58.4911211	-12.9285948	57.5730312	14.5670221	-45.224	-38.756	-231.369	0.0458958	0	Port 13: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0	1619784	1	Bad Fit	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
4	Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1619792	1	OK	57.4545431	9.9857597	56.8903070	7.8393170	34.500	-42.391	-231.592	0.0607696	0	Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1619792	1	OK	58.6006893	12.0792509	57.8054385	-10.0757052	27.217	-40.080	-231.485	0.0150271	0	Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0	1619792	1	OK	58.4502184	-12.9312238	57.5302581	14.4347360	-45.179	-38.732	-231.326	0.0517296	0	Port 13: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0	1619792	1	Bad Fit	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
4	Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1619808	1	OK	57.4316986	9.9229264	56.8741600	7.8625418	35.060	-42.506	-231.554	0.0634442	0	Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1619808	1	OK	58.5685766	11.9892383	57.7844086	-10.0193481	27.761	-40.206	-231.436	0.0154185	0	Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0	1619808	1	OK	58.4021399	-12.9444610	57.4784912	14.3796527	-45.094	-38.642	-231.211	0.0551537	0	Port 13: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0	1619808	1	Bad Fit	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
4	Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1619824	1	OK	57.4213149	9.8167562	56.8756080	7.9645832	34.996	-42.332	-231.913	0.0656570	0	Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1619824	1	OK	58.5548120	11.8130009	57.7936233	-9.9963395	28.252	-40.148	-231.379	0.0192246	0	Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0	1619824	1	OK	58.4775350	-12.9151075	57.5609184	14.4367551	-44.941	-38.523	-231.202	0.0341517	0	Port 13: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0	1619824	1	Bad Fit	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
4	Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1619832	1	OK	57.4205686	9.7546424	56.8818354	8.0707923	35.251	-42.298	-231.841	0.0650294	0	Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1619832	1	OK	58.5525662	11.7673693	57.7973094	-9.9639552	28.554	-40.216	-231.337	0.0174390	0	Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0	1619832	1	OK	58.4929967	-12.9255703	57.5754158	14.4308336	-44.916	-38.545	-231.245	0.0358584	0	Port 13: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0	1619832	1	Bad Fit	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
4	Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1619848	1	OK	57.3363025	9.5237197	56.8214673	8.0219619	36.132	-42.667	-231.572	0.0571533	0	Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1619848	1	OK	58.5228939	11.6516576	57.7818686	-9.9151931	28.891	-40.308	-231.359	0.0190713	0	Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0	1619848	1	OK	58.4917525	-12.9834929	57.5656610	14.2524374	-44.823	-38.640	-231.367	0.0578741	0	Port 13: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0	1619848	1	Bad Fit	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
4	Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1619864	1	OK	57.4405292	9.3978010	56.9414252	8.0187344	36.922	-42.566	-231.641	0.0620010	0	Port 11: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0	1619864	1	OK	58.5421755	11.4886571	57.8227193	-9.9143116	29.629	-40.436	-231.420	0.0173061	0	Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0	1619864	1	OK	58.5555263	-13.0721748	57.6187607	14.3437770	-44.375	-38.773	-231.714	0.0523565	0	Port 13: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0	1619864	1	Bad Fit	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
