Tools,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,Frame,Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,Frame,Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,Frame,Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,201872,1,OK,0.8042137,0.4361076,-0.1512979,-0.3743788,-9.326,-23.440,-246.882,0.0553273,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,201872,1,OK,0.6804652,-0.3594004,-0.6098925,-0.1892869,93.226,-107.695,-162.209,0.0099539,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,201872,1,OK,0.8685481,0.4484713,-0.1110614,0.1793404,-10.447,46.481,-245.248,0.0499621,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,201880,1,OK,0.8103700,0.4240994,-0.1526375,-0.3743555,-6.440,-19.062,-246.014,0.0501066,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,201880,1,OK,0.6804463,-0.3594488,-0.6099056,-0.1892208,93.236,-107.701,-162.203,0.0089945,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,201880,1,OK,0.8693050,0.4452887,-0.1139391,0.1817817,-11.324,46.925,-244.088,0.0503042,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,201888,1,OK,0.8169671,0.4123138,-0.1536388,-0.3727696,-3.799,-15.206,-245.130,0.0454909,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,201888,1,OK,0.6804566,-0.3594711,-0.6099124,-0.1891193,93.244,-107.709,-162.222,0.0091508,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,201888,1,OK,0.8698451,0.4429696,-0.1169327,0.1829597,-12.212,47.199,-243.519,0.0518078,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,201896,1,OK,0.8237917,0.4012239,-0.1559593,-0.3688675,-1.515,-11.887,-244.099,0.0431103,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,201896,1,OK,0.6804145,-0.3593277,-0.6100124,-0.1892207,93.249,-107.718,-162.217,0.0102076,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,201896,1,OK,0.8703449,0.4418209,-0.1187606,0.1821813,-12.994,47.382,-243.275,0.0503643,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,201904,1,OK,0.8324579,0.3895507,-0.1613579,-0.3594825,0.110,-9.139,-242.805,0.0418391,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,201904,1,OK,0.6804084,-0.3593476,-0.6100078,-0.1892201,93.250,-107.725,-162.217,0.0102705,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,201904,1,OK,0.8703578,0.4408835,-0.1209526,0.1829469,-13.661,47.481,-243.098,0.0479948,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,201912,1,OK,0.8417496,0.3773359,-0.1666474,-0.3482871,1.210,-6.617,-241.259,0.0445513,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,201912,1,OK,0.6803768,-0.3592710,-0.6100495,-0.1893444,93.252,-107.728,-162.208,0.0107265,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,201912,1,OK,0.8701750,0.4405529,-0.1227519,0.1834138,-14.197,47.449,-242.911,0.0507858,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,201920,1,OK,0.8486116,0.3662584,-0.1707284,-0.3414160,2.067,-4.367,-239.585,0.0447053,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,201920,1,OK,0.6804557,-0.3595251,-0.6098853,-0.1891072,93.245,-107.732,-162.199,0.0091199,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,201920,1,OK,0.8699097,0.4405886,-0.1240241,0.1837303,-14.570,47.441,-242.771,0.0547533,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,201928,1,OK,0.8534254,0.3572219,-0.1713618,-0.3386633,2.967,-2.576,-237.678,0.0476277,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,201928,1,OK,0.6805161,-0.3597376,-0.6097523,-0.1889148,93.237,-107.737,-162.187,0.0087219,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,201928,1,OK,0.8701091,0.4405852,-0.1239801,0.1828219,-14.684,47.461,-242.995,0.0520085,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,201936,1,OK,0.8581362,0.3492232,-0.1690685,-0.3362457,4.219,-1.497,-235.726,0.0416822,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,201936,1,OK,0.6805915,-0.3600434,-0.6095709,-0.1886460,93.230,-107.738,-162.178,0.0064728,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,201936,1,OK,0.8703064,0.4407739,-0.1230757,0.1820370,-14.518,47.517,-243.149,0.0524536,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,201944,1,OK,0.8633501,0.3407050,-0.1665894,-0.3328584,5.548,-0.682,-233.489,0.0466102,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,201944,1,OK,0.6806642,-0.3602745,-0.6094065,-0.1884733,93.223,-107.738,-162.169,0.0050793,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,201944,1,OK,0.8705556,0.4409481,-0.1215159,0.1814706,-14.111,47.564,-242.837,0.0533887,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,201952,1,OK,0.8664355,0.3339551,-0.1605388,-0.3346503,6.779,0.372,-231.081,0.0470324,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,201952,1,OK,0.6806461,-0.3601214,-0.6094733,-0.1886156,93.218,-107.734,-162.179,0.0050598,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,201952,1,OK,0.8708838,0.4407863,-0.1197302,0.1814757,-13.630,47.522,-242.433,0.0527474,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,201960,1,OK,0.8671873,0.3284544,-0.1537854,-0.3412535,8.191,1.220,-229.319,0.0437304,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,201960,1,OK,0.6805816,-0.3598889,-0.6095823,-0.1889394,93.205,-107.736,-162.164,0.0073411,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,201960,1,OK,0.8711699,0.4405673,-0.1180668,0.1817240,-13.165,47.591,-242.302,0.0517571,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,201968,1,OK,0.8669819,0.3235011,-0.1468587,-0.3494596,9.791,2.128,-227.847,0.0471360,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,201968,1,OK,0.6805807,-0.3599146,-0.6095592,-0.1889681,93.201,-107.735,-162.157,0.0068561,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,201968,1,OK,0.8715776,0.4404731,-0.1165638,0.1809662,-12.747,47.775,-242.173,0.0526974,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,201976,1,OK,0.8680540,0.3179963,-0.1412956,-0.3541133,11.579,3.040,-226.631,0.0489047,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,201976,1,OK,0.6806309,-0.3601058,-0.6094620,-0.1887366,93.206,-107.735,-162.179,0.0058808,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,201976,1,OK,0.8719484,0.4403911,-0.1150122,0.1803714,-12.338,47.892,-241.997,0.0565993,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,201984,1,OK,0.8688264,0.3127495,-0.1344757,-0.3595062,13.205,3.822,-225.235,0.0440491,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,201984,1,OK,0.6806216,-0.3600250,-0.6095034,-0.1887907,93.204,-107.735,-162.186,0.0078175,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,201984,1,OK,0.8720592,0.4399380,-0.1139681,0.1815999,-11.935,47.910,-241.646,0.0529502,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,201992,1,OK,0.8687586,0.3079321,-0.1282144,-0.3660566,14.452,4.515,-223.683,0.0411302,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,201992,1,OK,0.6805644,-0.3598566,-0.6096060,-0.1889864,93.205,-107.735,-162.189,0.0094011,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,201992,1,OK,0.8722543,0.4398468,-0.1127784,0.1816266,-11.492,47.974,-241.384,0.0544584,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,202000,1,OK,0.8686947,0.3022926,-0.1236514,-0.3724231,15.098,5.561,-221.908,0.0496758,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,202000,1,OK,0.6806259,-0.3600036,-0.6094874,-0.1888673,93.198,-107.733,-162.188,0.0084487,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,202000,1,OK,0.8726133,0.4396938,-0.1115203,0.1810486,-11.192,48.025,-241.355,0.0532491,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,202008,1,OK,0.8708389,0.2951214,-0.1252444,-0.3726350,15.340,7.086,-220.415,0.0483845,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,202008,1,OK,0.6807317,-0.3603331,-0.6092844,-0.1885123,93.197,-107.734,-162.189,0.0066635,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,202008,1,OK,0.8728280,0.4394372,-0.1110339,0.1809356,-11.025,48.106,-241.317,0.0531230,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,202016,1,OK,0.8749022,0.2872293,-0.1295299,-0.3677872,15.278,8.829,-219.177,0.0459412,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,202016,1,OK,0.6807355,-0.3602650,-0.6093008,-0.1885760,93.190,-107.737,-162.196,0.0077803,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,202016,1,OK,0.8728289,0.4394203,-0.1108391,0.1810916,-11.013,48.161,-241.214,0.0531101,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,202024,1,OK,0.8778462,0.2803049,-0.1337724,-0.3645822,15.040,10.522,-218.027,0.0406191,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,202024,1,OK,0.6806633,-0.3600626,-0.6094432,-0.1887625,93.195,-107.739,-162.202,0.0086334,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,202024,1,OK,0.8730210,0.4392518,-0.1104198,0.1808303,-10.977,48.150,-241.061,0.0519411,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,202032,1,OK,0.8784699,0.2747305,-0.1353708,-0.3667269,14.552,12.081,-216.915,0.0453897,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,202032,1,OK,0.6807483,-0.3604033,-0.6092388,-0.1884655,93.189,-107.742,-162.179,0.0071276,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,202032,1,OK,0.8732427,0.4397009,-0.1093225,0.1793289,-10.901,48.222,-241.067,0.0532750,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,202040,1,OK,0.8786458,0.2694498,-0.1381431,-0.3691812,14.036,13.871,-216.159,0.0423697,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,202040,1,OK,0.6807708,-0.3604643,-0.6091993,-0.1883953,93.189,-107.740,-162.190,0.0052214,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,202040,1,OK,0.8733712,0.4395663,-0.1090656,0.1791895,-10.784,48.282,-241.085,0.0532178,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,202048,1,OK,0.8798359,0.2636077,-0.1431839,-0.3686437,13.538,15.654,-215.582,0.0386219,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,202048,1,OK,0.6808094,-0.3605480,-0.6091239,-0.1883396,93.184,-107.736,-162.183,0.0046071,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,202048,1,OK,0.8733838,0.4395938,-0.1086882,0.1792898,-10.685,48.307,-241.096,0.0543835,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,202056,1,OK,0.8805688,0.2586768,-0.1466840,-0.3690104,13.188,17.224,-215.029,0.0455873,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,202056,1,OK,0.6807997,-0.3605308,-0.6091139,-0.1884400,93.178,-107.732,-162.162,0.0044879,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,202056,1,OK,0.8735051,0.4393336,-0.1083367,0.1795494,-10.564,48.250,-241.062,0.0537939,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,202064,1,OK,0.8816071,0.2541291,-0.1483220,-0.3690364,13.065,18.398,-214.220,0.0446487,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,202064,1,OK,0.6808772,-0.3608497,-0.6089261,-0.1881559,93.177,-107.731,-162.143,0.0016658,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,202064,1,OK,0.8734736,0.4398082,-0.1075832,0.1789931,-10.378,48.274,-241.010,0.0556085,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,202072,1,OK,0.8811605,0.2501650,-0.1478307,-0.3729875,12.871,19.202,-212.885,0.0505666,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,202072,1,OK,0.6809339,-0.3610408,-0.6088200,-0.1879274,93.175,-107.735,-162.140,0.0011285,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,202072,1,OK,0.8735797,0.4400758,-0.1067115,0.1783381,-10.243,48.281,-240.903,0.0551064,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,202080,1,OK,0.8823186,0.2459237,-0.1492473,-0.3725060,12.374,19.915,-211.210,0.0467546,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,202080,1,OK,0.6808118,-0.3607634,-0.6090494,-0.1881591,93.190,-107.741,-162.154,0.0019256,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,202080,1,OK,0.8737021,0.4400024,-0.1063381,0.1781423,-10.093,48.261,-240.914,0.0537150,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,202088,1,OK,0.8843740,0.2414852,-0.1516536,-0.3695521,11.331,20.444,-208.953,0.0443538,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,202088,1,OK,0.6806834,-0.3603660,-0.6093068,-0.1885516,93.199,-107.742,-162.164,0.0037492,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,202088,1,OK,0.8739157,0.4398102,-0.1059718,0.1777873,-10.032,48.261,-240.999,0.0551398,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,202096,1,OK,0.8846085,0.2384350,-0.1534676,-0.3702218,9.770,20.590,-205.990,0.0417270,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,202096,1,OK,0.6806393,-0.3602597,-0.6093891,-0.1886479,93.208,-107.739,-162.164,0.0040414,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,202096,1,OK,0.8738511,0.4394970,-0.1063428,0.1786555,-10.013,48.297,-240.858,0.0545883,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,202104,1,OK,0.8825531,0.2373563,-0.1549356,-0.3751760,7.757,19.366,-202.313,0.0391267,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,202104,1,OK,0.6806439,-0.3602664,-0.6093730,-0.1886703,93.200,-107.741,-162.150,0.0050934,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,202104,1,OK,0.8742113,0.4389452,-0.1064942,0.1781594,-10.077,48.277,-240.739,0.0532513,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,202112,1,OK,0.8779412,0.2372039,-0.1481300,-0.3886014,5.473,18.053,-197.567,0.0492692,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,202112,1,OK,0.6805979,-0.3601345,-0.6094470,-0.1888491,93.193,-107.744,-162.143,0.0062203,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,202112,1,OK,0.8745823,0.4385672,-0.1065570,0.1772291,-10.281,48.302,-240.605,0.0520345,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,202120,1,OK,0.8760416,0.2369489,-0.1469293,-0.3934694,3.083,16.926,-192.770,0.0516933,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,202120,1,OK,0.6806401,-0.3602355,-0.6093923,-0.1886809,93.195,-107.746,-162.147,0.0063456,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,202120,1,OK,0.8748643,0.4380636,-0.1071567,0.1767209,-10.565,48.349,-240.549,0.0490265,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,202128,1,OK,0.8784873,0.2338827,-0.1491334,-0.3889964,0.402,15.888,-187.657,0.0426841,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,202128,1,OK,0.6805771,-0.3599939,-0.6095368,-0.1889021,93.197,-107.747,-162.155,0.0087761,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,202128,1,OK,0.8751785,0.4374066,-0.1081822,0.1761667,-10.860,48.376,-240.445,0.0480024,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,202136,1,OK,0.8784445,0.2321866,-0.1509788,-0.3893970,-2.454,15.002,-182.684,0.0397211,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,202136,1,OK,0.6805632,-0.3598658,-0.6096041,-0.1889794,93.197,-107.746,-162.172,0.0093484,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,202136,1,OK,0.8752744,0.4368940,-0.1089448,0.1764921,-11.180,48.402,-240.344,0.0465681,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,202144,1,Bad Fit,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,202144,1,OK,0.6805653,-0.3598480,-0.6096029,-0.1890093,93.195,-107.745,-162.173,0.0093722,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,202144,1,OK,0.8755076,0.4367059,-0.1091566,0.1756682,-11.408,48.414,-240.289,0.0448441,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,202152,1,OK,0.8745976,0.2305343,-0.1513266,-0.3987897,-7.811,13.382,-173.973,0.0538635,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,202152,1,OK,0.6805939,-0.3598743,-0.6095692,-0.1889651,93.198,-107.740,-162.193,0.0106370,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,202152,1,OK,0.8756240,0.4366342,-0.1093789,0.1751268,-11.549,48.390,-240.305,0.0451435,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,202160,1,OK,0.8771873,0.2265386,-0.1560802,-0.3935246,-10.454,13.357,-170.365,0.0450005,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,202160,1,OK,0.6806304,-0.3598435,-0.6095312,-0.1890153,93.185,-107.733,-162.195,0.0107500,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,202160,1,OK,0.8753924,0.4364925,-0.1101505,0.1761512,-11.624,48.383,-240.294,0.0434395,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,202168,1,Bad Fit,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,202168,1,OK,0.6806267,-0.3598341,-0.6095342,-0.1890362,93.181,-107.734,-162.185,0.0107911,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,202168,1,OK,0.8751742,0.4366639,-0.1103522,0.1766837,-11.685,48.372,-240.385,0.0436387,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,202176,1,OK,0.8790765,0.2236964,-0.1612246,-0.3888330,-14.572,12.209,-164.864,0.0371726,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,202176,1,OK,0.6806286,-0.3598604,-0.6095253,-0.1890083,93.180,-107.738,-162.182,0.0109480,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,202176,1,OK,0.8750480,0.4371228,-0.1100664,0.1763521,-11.650,48.372,-240.530,0.0463523,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,202184,1,OK,0.8760684,0.2261046,-0.1582983,-0.3953765,-15.674,11.007,-162.734,0.0400158,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,202184,1,OK,0.6806482,-0.3598516,-0.6095199,-0.1889718,93.185,-107.732,-162.208,0.0098398,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,202184,1,OK,0.8749356,0.4373859,-0.1098323,0.1764036,-11.520,48.352,-240.617,0.0458707,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,202192,1,OK,0.8741132,0.2276690,-0.1565621,-0.3994762,-16.386,9.924,-161.184,0.0456044,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,202192,1,OK,0.6806123,-0.3596844,-0.6096353,-0.1890474,93.201,-107.728,-162.237,0.0105081,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,202192,1,OK,0.8747280,0.4378490,-0.1093486,0.1765844,-11.343,48.334,-240.624,0.0454658,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,202200,1,OK,0.8751527,0.2278070,-0.1571063,-0.3968996,-16.956,9.185,-160.000,0.0435073,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,202200,1,OK,0.6805826,-0.3596190,-0.6096728,-0.1891574,93.198,-107.727,-162.228,0.0109866,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,202200,1,OK,0.8745484,0.4378886,-0.1092759,0.1774190,-11.143,48.245,-240.689,0.0450256,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,202208,1,OK,0.8752979,0.2305096,-0.1534029,-0.3964674,-17.639,8.308,-158.998,0.0572922,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,202208,1,OK,0.6805800,-0.3596880,-0.6096593,-0.1890794,93.203,-107.730,-162.223,0.0094316,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,202208,1,OK,0.8744369,0.4385764,-0.1084487,0.1767758,-10.956,48.232,-240.761,0.0444349,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,202216,1,OK,0.8736578,0.2321642,-0.1567867,-0.3977937,-18.343,6.690,-158.949,0.0435516,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,202216,1,OK,0.6806288,-0.3598993,-0.6095542,-0.1888400,93.207,-107.736,-162.223,0.0079280,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,202216,1,OK,0.8744531,0.4391022,-0.1076622,0.1758687,-10.844,48.156,-240.884,0.0462354,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,202224,1,OK,0.8709370,0.2346124,-0.1558315,-0.4026689,-19.031,5.526,-158.903,0.0303130,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,202224,1,OK,0.6806104,-0.3597917,-0.6096185,-0.1889042,93.209,-107.737,-162.246,0.0077226,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,202224,1,OK,0.8741902,0.4391378,-0.1080425,0.1768509,-10.839,48.039,-241.050,0.0455327,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,202232,1,OK,0.8674435,0.2383734,-0.1520266,-0.4093994,-19.497,4.290,-158.808,0.0404545,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,202232,1,OK,0.6806188,-0.3598674,-0.6095901,-0.1888208,93.206,-107.740,-162.232,0.0058745,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,202232,1,OK,0.8738102,0.4395464,-0.1085210,0.1774201,-10.833,48.012,-241.146,0.0449664,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,202240,1,OK,0.8648403,0.2417046,-0.1489724,-0.4140499,-19.775,3.062,-158.690,0.0423357,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,202240,1,OK,0.6806221,-0.3599305,-0.6095694,-0.1887559,93.214,-107.741,-162.227,0.0042877,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,202240,1,OK,0.8738251,0.4396929,-0.1087970,0.1768136,-10.921,47.921,-241.220,0.0454103,0
