Tools,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,Frame,Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,Frame,Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,Frame,Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,221056,1,OK,0.8758549,0.2242437,0.0030417,-0.4272981,42.360,-11.131,-157.921,0.0406591,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,221056,1,OK,0.6808332,-0.3607200,-0.6087608,-0.1890967,93.067,-107.687,-162.092,0.0066355,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,221056,1,OK,0.8895244,0.4141153,-0.0932078,0.1690183,-8.300,82.164,-256.050,0.0462691,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,221064,1,OK,0.8758398,0.2242628,0.0030237,-0.4273193,42.362,-11.139,-157.911,0.0410913,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,221064,1,OK,0.6808838,-0.3609017,-0.6086533,-0.1889137,93.067,-107.689,-162.083,0.0048869,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,221064,1,OK,0.8895451,0.4140826,-0.0933342,0.1689196,-8.341,82.173,-256.041,0.0461585,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,221072,1,OK,0.8758842,0.2243396,0.0029272,-0.4271886,42.383,-11.181,-157.906,0.0416755,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,221072,1,OK,0.6808435,-0.3607321,-0.6087351,-0.1891191,93.060,-107.689,-162.086,0.0061198,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,221072,1,OK,0.8895538,0.4140444,-0.0934609,0.1688976,-8.390,82.180,-256.044,0.0462707,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,221080,1,OK,0.8758549,0.2244383,0.0030468,-0.4271959,42.395,-11.231,-157.890,0.0423163,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,221080,1,OK,0.6808379,-0.3607125,-0.6087631,-0.1890868,93.068,-107.690,-162.108,0.0057700,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,221080,1,OK,0.8895631,0.4139986,-0.0936087,0.1688787,-8.435,82.179,-256.049,0.0457965,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,221088,1,OK,0.8758781,0.2245648,0.0030560,-0.4270817,42.420,-11.295,-157.894,0.0422919,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,221088,1,OK,0.6808782,-0.3609126,-0.6086617,-0.1888859,93.073,-107.690,-162.107,0.0039958,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,221088,1,OK,0.8895889,0.4139560,-0.0937467,0.1687709,-8.475,82.175,-256.066,0.0464945,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,221096,1,OK,0.8754130,0.2261494,0.0036557,-0.4271946,42.654,-11.782,-157.935,0.0446995,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,221096,1,OK,0.6809020,-0.3609723,-0.6086173,-0.1888294,93.073,-107.688,-162.101,0.0032099,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,221096,1,OK,0.8895850,0.4139617,-0.0939020,0.1686911,-8.514,82.179,-256.087,0.0468100,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,221104,1,OK,0.8751693,0.2256629,0.0048688,-0.4279385,42.804,-11.991,-157.950,0.0440535,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,221104,1,OK,0.6808896,-0.3609797,-0.6086237,-0.1888389,93.071,-107.694,-162.096,0.0038432,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,221104,1,OK,0.8895738,0.4139997,-0.0939960,0.1686044,-8.553,82.183,-256.110,0.0467862,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,221112,1,OK,0.8757314,0.2257466,0.0059433,-0.4267290,42.850,-12.018,-157.849,0.0407734,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,221112,1,OK,0.6808575,-0.3608887,-0.6086805,-0.1889456,93.069,-107.693,-162.093,0.0038210,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,221112,1,OK,0.8895454,0.4140257,-0.0941143,0.1686247,-8.574,82.177,-256.146,0.0467345,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,221120,1,OK,0.8755594,0.2259319,0.0057126,-0.4269869,43.123,-12.048,-157.862,0.0384050,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,221120,1,OK,0.6808369,-0.3608627,-0.6087224,-0.1889345,93.074,-107.698,-162.094,0.0040904,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,221120,1,OK,0.8895208,0.4140634,-0.0941630,0.1686343,-8.588,82.170,-256.173,0.0469452,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,221128,1,OK,0.8751888,0.2258794,0.0063522,-0.4277648,43.335,-12.071,-157.904,0.0412894,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,221128,1,OK,0.6807613,-0.3606039,-0.6088726,-0.1892168,93.075,-107.697,-162.090,0.0045175,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,221128,1,OK,0.8894882,0.4141049,-0.0941515,0.1687109,-8.599,82.168,-256.201,0.0470894,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,221136,1,OK,0.8754351,0.2256304,0.0065721,-0.4273886,43.570,-12.153,-157.905,0.0379240,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,221136,1,OK,0.6807719,-0.3605353,-0.6089093,-0.1891916,93.083,-107.696,-162.134,0.0043250,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,221136,1,OK,0.8894429,0.4141293,-0.0941539,0.1688882,-8.589,82.163,-256.229,0.0469121,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,221144,1,OK,0.8738940,0.2255109,0.0080928,-0.4305679,43.636,-12.106,-157.871,0.0466207,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,221144,1,OK,0.6807968,-0.3606238,-0.6088508,-0.1891214,93.079,-107.698,-162.130,0.0038882,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,221144,1,OK,0.8894168,0.4141639,-0.0940831,0.1689802,-8.569,82.165,-256.253,0.0470637,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,221152,1,OK,0.8746487,0.2253142,0.0082238,-0.4291335,43.627,-12.129,-157.790,0.0405685,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,221152,1,OK,0.6807829,-0.3606345,-0.6088737,-0.1890772,93.089,-107.699,-162.129,0.0032624,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,221152,1,OK,0.8893821,0.4141646,-0.0940788,0.1691635,-8.536,82.170,-256.263,0.0469579,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,221160,1,OK,0.8744517,0.2249661,0.0084357,-0.4297131,43.712,-12.230,-157.780,0.0417332,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,221160,1,OK,0.6808192,-0.3607270,-0.6087917,-0.1890343,93.076,-107.699,-162.110,0.0032278,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,221160,1,OK,0.8893374,0.4141976,-0.0940600,0.1693283,-8.504,82.190,-256.269,0.0473136,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,221168,1,OK,0.8738630,0.2251705,0.0088182,-0.4307946,43.911,-12.324,-157.902,0.0492517,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,221168,1,OK,0.6808225,-0.3607167,-0.6087887,-0.1890515,93.073,-107.701,-162.108,0.0036492,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,221168,1,OK,0.8892974,0.4142301,-0.0940038,0.1694896,-8.473,82.206,-256.269,0.0469504,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,221176,1,OK,0.8759148,0.2235433,0.0074243,-0.4274886,43.930,-12.496,-158.246,0.0572750,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,221176,1,OK,0.6807469,-0.3604553,-0.6089494,-0.1893045,93.079,-107.699,-162.124,0.0057736,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,221176,1,OK,0.8892453,0.4141909,-0.0940583,0.1698286,-8.445,82.214,-256.270,0.0469431,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,221184,1,OK,0.8744354,0.2239064,0.0083396,-0.4303011,44.056,-12.426,-158.335,0.0522299,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,221184,1,OK,0.6807129,-0.3603239,-0.6090315,-0.1894129,93.086,-107.695,-162.137,0.0068273,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,221184,1,OK,0.8892138,0.4141766,-0.0940752,0.1700192,-8.426,82.229,-256.262,0.0470552,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,221192,1,OK,0.8745047,0.2270827,0.0073485,-0.4285102,44.199,-12.268,-158.250,0.0483376,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,221192,1,OK,0.6806564,-0.3602106,-0.6091184,-0.1895522,93.091,-107.698,-162.131,0.0079022,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,221192,1,OK,0.8891772,0.4141800,-0.0941271,0.1701731,-8.417,82.250,-256.253,0.0476044,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,221200,1,OK,0.8747739,0.2256086,0.0074176,-0.4287382,43.892,-12.283,-158.100,0.0450023,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,221200,1,OK,0.6806633,-0.3602138,-0.6090919,-0.1896061,93.083,-107.695,-162.118,0.0087029,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,221200,1,OK,0.8891529,0.4141050,-0.0942425,0.1704186,-8.420,82.259,-256.246,0.0474095,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,221208,1,OK,0.8742511,0.2254920,0.0079247,-0.4298552,43.951,-12.298,-158.094,0.0484427,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,221208,1,OK,0.6806950,-0.3603863,-0.6089918,-0.1894862,93.074,-107.699,-162.096,0.0083611,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,221208,1,OK,0.8891280,0.4140210,-0.0944206,0.1706538,-8.425,82.271,-256.224,0.0473988,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,221216,1,OK,0.8743259,0.2254861,0.0080554,-0.4297038,43.994,-12.320,-158.100,0.0481109,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,221216,1,OK,0.6807274,-0.3605642,-0.6088968,-0.1893365,93.075,-107.697,-162.087,0.0067641,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,221216,1,OK,0.8891330,0.4138739,-0.0946340,0.1708664,-8.438,82.280,-256.205,0.0476421,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,221224,1,OK,0.8742802,0.2255264,0.0081327,-0.4297741,44.041,-12.339,-158.110,0.0482365,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,221224,1,OK,0.6807569,-0.3606192,-0.6088633,-0.1892337,93.077,-107.696,-162.092,0.0066695,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,221224,1,OK,0.8891323,0.4137466,-0.0948097,0.1710806,-8.467,82.301,-256.186,0.0476761,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,221232,1,OK,0.8741343,0.2254812,0.0082817,-0.4300916,44.077,-12.356,-158.107,0.0496157,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,221232,1,OK,0.6808338,-0.3608395,-0.6086979,-0.1890691,93.063,-107.695,-162.072,0.0054847,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,221232,1,OK,0.8891496,0.4136257,-0.0949275,0.1712177,-8.504,82.321,-256.158,0.0477968,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,221240,1,OK,0.8740630,0.2255024,0.0084088,-0.4302229,44.096,-12.353,-158.101,0.0495118,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,221240,1,OK,0.6808107,-0.3608045,-0.6087212,-0.1891437,93.063,-107.697,-162.066,0.0056417,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,221240,1,OK,0.8891926,0.4134772,-0.0950126,0.1713058,-8.535,82.335,-256.132,0.0474378,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,221248,1,OK,0.8739958,0.2255736,0.0084162,-0.4303221,44.116,-12.349,-158.106,0.0488050,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,221248,1,OK,0.6807334,-0.3606180,-0.6088653,-0.1893138,93.073,-107.700,-162.070,0.0057479,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,221248,1,OK,0.8892169,0.4133236,-0.0951987,0.1714470,-8.555,82.357,-256.102,0.0475275,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,221256,1,OK,0.8737296,0.2258333,0.0088280,-0.4307180,44.117,-12.317,-158.049,0.0473429,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,221256,1,OK,0.6808257,-0.3608992,-0.6087009,-0.1889745,93.074,-107.701,-162.080,0.0039689,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,221256,1,OK,0.8892709,0.4131871,-0.0952573,0.1714635,-8.585,82.378,-256.078,0.0478048,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,221264,1,OK,0.8735860,0.2258577,0.0088910,-0.4309951,44.116,-12.315,-158.004,0.0478358,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,221264,1,OK,0.6808954,-0.3611350,-0.6085552,-0.1887418,93.069,-107.701,-162.068,0.0022234,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,221264,1,OK,0.8892934,0.4130625,-0.0953558,0.1715924,-8.607,82.404,-256.063,0.0473975,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,221272,1,OK,0.8739928,0.2254350,0.0091140,-0.4303864,44.075,-12.338,-157.940,0.0454055,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,221272,1,OK,0.6809672,-0.3613333,-0.6084291,-0.1885099,93.066,-107.701,-162.070,0.0016234,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,221272,1,OK,0.8893190,0.4128956,-0.0954721,0.1717966,-8.631,82.421,-256.035,0.0473622,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,221280,1,OK,0.8737293,0.2254152,0.0091659,-0.4309305,44.079,-12.347,-157.939,0.0458201,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,221280,1,OK,0.6809837,-0.3613958,-0.6084001,-0.1884237,93.071,-107.700,-162.073,0.0002810,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,221280,1,OK,0.8893281,0.4127553,-0.0955972,0.1720171,-8.651,82.452,-256.013,0.0477239,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,221288,1,OK,0.8739084,0.2255364,0.0090220,-0.4305066,44.081,-12.343,-157.935,0.0432173,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,221288,1,OK,0.6810474,-0.3615029,-0.6083080,-0.1882857,93.069,-107.694,-162.089,0.0012879,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,221288,1,OK,0.8893700,0.4126432,-0.0956267,0.1720525,-8.665,82.480,-256.003,0.0482954,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,221296,1,OK,0.8738375,0.2255160,0.0091058,-0.4306595,44.080,-12.339,-157.923,0.0430996,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,221296,1,OK,0.6810266,-0.3614209,-0.6083505,-0.1883808,93.065,-107.695,-162.072,0.0014575,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,221296,1,OK,0.8893917,0.4125948,-0.0956095,0.1720658,-8.678,82.510,-255.989,0.0483727,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,221304,1,OK,0.8738048,0.2254709,0.0091798,-0.4307480,44.075,-12.342,-157.917,0.0429141,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,221304,1,OK,0.6810151,-0.3613976,-0.6083673,-0.1884129,93.069,-107.692,-162.078,0.0027599,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,221304,1,OK,0.8893951,0.4125216,-0.0956882,0.1721803,-8.680,82.526,-255.976,0.0483954,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,221312,1,OK,0.8737855,0.2255164,0.0091799,-0.4307633,44.077,-12.341,-157.929,0.0424462,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,221312,1,OK,0.6809527,-0.3611602,-0.6085304,-0.1885669,93.083,-107.690,-162.108,0.0017395,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,221312,1,OK,0.8893848,0.4124299,-0.0957978,0.1723922,-8.678,82.535,-255.973,0.0481994,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,221320,1,OK,0.8737759,0.2255256,0.0092165,-0.4307772,44.076,-12.341,-157.931,0.0423969,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,221320,1,OK,0.6809085,-0.3610005,-0.6086325,-0.1887028,93.087,-107.688,-162.110,0.0022255,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,221320,1,OK,0.8893417,0.4123478,-0.0959666,0.1727167,-8.672,82.545,-255.964,0.0483769,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,221328,1,OK,0.8737742,0.2254674,0.0092884,-0.4308096,44.068,-12.347,-157.930,0.0422218,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,221328,1,OK,0.6809947,-0.3612786,-0.6084533,-0.1884373,93.083,-107.686,-162.102,0.0023682,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,221328,1,OK,0.8893476,0.4122883,-0.0959274,0.1728501,-8.679,82.549,-255.957,0.0481328,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,221336,1,OK,0.8736823,0.2253880,0.0093660,-0.4310356,44.065,-12.353,-157.917,0.0427275,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,221336,1,OK,0.6809615,-0.3611793,-0.6084989,-0.1886004,93.078,-107.686,-162.090,0.0029030,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,221336,1,OK,0.8893474,0.4122232,-0.0959562,0.1729901,-8.667,82.557,-255.943,0.0476365,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,221344,1,OK,0.8736326,0.2253811,0.0093488,-0.4311404,44.072,-12.361,-157.923,0.0425638,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,221344,1,OK,0.6808729,-0.3608482,-0.6086870,-0.1889465,93.078,-107.685,-162.094,0.0036648,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,221344,1,OK,0.8893657,0.4121091,-0.0960005,0.1731433,-8.645,82.554,-255.931,0.0485255,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,221352,1,OK,0.8736266,0.2254239,0.0092806,-0.4311316,44.080,-12.367,-157.928,0.0415067,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,221352,1,OK,0.6808597,-0.3607551,-0.6087297,-0.1890342,93.082,-107.681,-162.105,0.0038796,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,221352,1,OK,0.8893908,0.4120773,-0.0959326,0.1731279,-8.624,82.561,-255.925,0.0484674,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,221360,1,OK,0.8736490,0.2254389,0.0092289,-0.4310795,44.084,-12.374,-157.930,0.0416218,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,221360,1,OK,0.6808527,-0.3607923,-0.6087200,-0.1890195,93.084,-107.681,-162.098,0.0047820,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,221360,1,OK,0.8893697,0.4120681,-0.0959278,0.1732607,-8.604,82.566,-255.918,0.0482215,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,221368,1,OK,0.8735911,0.2253715,0.0093340,-0.4312298,44.081,-12.377,-157.923,0.0421564,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,221368,1,OK,0.6808660,-0.3608626,-0.6086915,-0.1889292,93.091,-107.684,-162.106,0.0045323,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,221368,1,OK,0.8893503,0.4120220,-0.0959925,0.1734341,-8.584,82.560,-255.906,0.0479069,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,221376,1,OK,0.8736229,0.2253778,0.0093273,-0.4311622,44.081,-12.381,-157.922,0.0416429,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,221376,1,OK,0.6808688,-0.3608174,-0.6086950,-0.1889942,93.086,-107.680,-162.116,0.0046082,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,221376,1,OK,0.8893346,0.4119585,-0.0960738,0.1736204,-8.572,82.556,-255.892,0.0478540,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,221384,1,OK,0.8734759,0.2253798,0.0093917,-0.4314576,44.085,-12.384,-157.918,0.0422357,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,221384,1,OK,0.6807897,-0.3605934,-0.6088295,-0.1892734,93.083,-107.683,-162.096,0.0061019,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,221384,1,OK,0.8893081,0.4119295,-0.0961154,0.1738019,-8.569,82.553,-255.883,0.0477271,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,221392,1,OK,0.8735434,0.2254033,0.0093856,-0.4313086,44.086,-12.387,-157.919,0.0418677,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,221392,1,OK,0.6808008,-0.3606989,-0.6087596,-0.1892574,93.067,-107.689,-162.049,0.0060591,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,221392,1,OK,0.8893352,0.4119556,-0.0960399,0.1736430,-8.562,82.555,-255.871,0.0475829,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,221400,1,OK,0.8736581,0.2253500,0.0093810,-0.4311043,44.083,-12.398,-157.908,0.0415307,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,221400,1,OK,0.6808284,-0.3607268,-0.6087226,-0.1892238,93.066,-107.686,-162.056,0.0044311,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,221400,1,OK,0.8893541,0.4119572,-0.0960056,0.1735614,-8.560,82.549,-255.871,0.0474111,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,221408,1,OK,0.8736961,0.2254168,0.0093454,-0.4309932,44.087,-12.403,-157.908,0.0417094,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,221408,1,OK,0.6807781,-0.3605317,-0.6088392,-0.1894015,93.068,-107.687,-162.067,0.0053478,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,221408,1,OK,0.8893300,0.4119622,-0.0960876,0.1736272,-8.564,82.551,-255.872,0.0476607,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,221416,1,OK,0.8738110,0.2254828,0.0093246,-0.4307260,44.088,-12.407,-157.904,0.0413497,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,221416,1,OK,0.6808164,-0.3607207,-0.6087517,-0.1891852,93.075,-107.688,-162.061,0.0043132,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,221416,1,OK,0.8893088,0.4119947,-0.0961176,0.1736422,-8.575,82.551,-255.866,0.0478635,0
3,Port 10: NDI-MF2 610016 T6A0-L00051  s/n:3A913800 Channel:0,221424,1,OK,0.8738240,0.2254991,0.0093941,-0.4306895,44.083,-12.417,-157.895,0.0411729,0,Port 12: NDI-MF2 610060   CAe0-L00021  s/n:38AA8800 Channel:0,221424,1,OK,0.6808516,-0.3608903,-0.6086499,-0.1890626,93.066,-107.690,-162.043,0.0036510,0,Port 11: NDI-MF2 610016 T6A0-L00023  s/n:3919900A Channel:0,221424,1,OK,0.8893052,0.4120376,-0.0961153,0.1735601,-8.595,82.548,-255.866,0.0475461,0
