Pattern, Position, Event, EventNo, TimestamPattern, Position, Event, EventNo, Timestamp
0,0,TASK_START,0,22379
1,0,PATTERN_START,0,22379
1, 1, SUCCESS, 0, 5600
1, 2, SUCCESS, 0, 6818
1, 3, SUCCESS, 0, 4777
1, 4, SUCCESS, 0, 4521
1, 5, SUCCESS, 0, 3851
1, 6, SUCCESS, 0, 4335
1,0,PATTERN_FINISH,0,52676
2,0,PATTERN_START,0,57676
2, 1, SUCCESS, 0, 6874
2, 2, SUCCESS, 0, 3547
2, 3, SUCCESS, 0, 3876
2, 4, SUCCESS, 0, 3788
2, 5, SUCCESS, 0, 4119
2, 6, ERROR, 1, 570
2, 6, ERROR, 2, 571
2, 6, SUCCESS, 0, 3479
2,0,PATTERN_FINISH,0,83755
3,0,PATTERN_START,0,88755
3, 1, ERROR, 1, 2791
3, 1, ERROR, 2, 2851
3, 1, ERROR, 3, 2870
3, 1, ERROR, 4, 2873
3, 1, ERROR, 5, 2875
3, 1, ERROR, 6, 2878
3, 1, ERROR, 7, 3451
3, 1, SUCCESS, 0, 3510
3, 2, ERROR, 8, 121
3, 2, SUCCESS, 0, 3375
3, 3, SUCCESS, 0, 3705
3, 4, SUCCESS, 0, 2214
3, 5, SUCCESS, 0, 2199
3, 6, SUCCESS, 0, 2833
3,0,PATTERN_FINISH,0,106985
4,0,PATTERN_START,0,165331
4, 1, ERROR, 1, 3351
4, 1, ERROR, 2, 3365
4, 1, ERROR, 3, 3366
4, 1, ERROR, 4, 3367
4, 1, ERROR, 5, 3377
4, 1, ERROR, 6, 3382
4, 1, ERROR, 7, 3386
4, 1, ERROR, 8, 3409
4, 1, ERROR, 9, 3484
4, 1, ERROR, 10, 3510
4, 1, ERROR, 11, 3612
4, 1, ERROR, 12, 3616
4, 1, ERROR, 13, 3634
4, 1, ERROR, 14, 3646
4, 1, ERROR, 15, 3658
4, 1, ERROR, 16, 3827
4, 1, ERROR, 17, 3846
4, 1, ERROR, 18, 3862
4, 1, ERROR, 19, 3902
4, 1, ERROR, 20, 3925
4, 1, ERROR, 21, 3933
