Tools,Port 12: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0,Frame,Face,State,Angle,Latitude,Longitude,Spin,Tx,Ty,Tz,Error,Markers
1,Port 12: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0,6675888,1,OK,91.7069116,4.9375133,-91.7132712,-3.0652372,50.197,-34.882,-168.362,0.0555743,0
1,Port 12: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0,6675896,1,OK,91.7085153,4.9379487,-91.7148820,-3.0681272,50.197,-34.888,-168.366,0.0553196,0
1,Port 12: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0,6675904,1,OK,91.7112559,4.9389274,-91.7176354,-3.0730569,50.194,-34.896,-168.378,0.0552392,0
1,Port 12: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0,6675912,1,OK,91.7094359,4.9396632,-91.7158105,-3.0698296,50.198,-34.887,-168.384,0.0554881,0
1,Port 12: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0,6675920,1,OK,91.7075422,4.9406708,-91.7139122,-3.0664470,50.195,-34.885,-168.374,0.0552831,0
1,Port 12: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0,6675928,1,OK,91.7033164,4.9407270,-91.7096708,-3.0587430,50.198,-34.874,-168.365,0.0554570,0
1,Port 12: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0,6675936,1,OK,91.7041809,4.9408975,-91.7105390,-3.0602134,50.199,-34.875,-168.370,0.0557992,0
1,Port 12: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0,6675944,1,OK,91.7042039,4.9406643,-91.7105615,-3.0602075,50.199,-34.874,-168.369,0.0553882,0
1,Port 12: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0,6675952,1,OK,91.7025648,4.9406806,-91.7089164,-3.0572463,50.199,-34.868,-168.363,0.0563046,0
1,Port 12: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0,6675960,1,OK,91.7038388,4.9407178,-91.7101952,-3.0594901,50.199,-34.873,-168.349,0.0565891,0
1,Port 12: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0,6675968,1,OK,91.7030628,4.9391061,-91.7094121,-3.0580896,50.201,-34.873,-168.340,0.0554247,0
1,Port 12: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0,6675976,1,OK,91.7008157,4.9383171,-91.7071546,-3.0540971,50.203,-34.864,-168.339,0.0557715,0
1,Port 12: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0,6675984,1,OK,91.6976386,4.9397931,-91.7039695,-3.0483663,50.206,-34.859,-168.326,0.0560388,0
1,Port 12: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0,6675992,1,OK,91.6990925,4.9390133,-91.7054268,-3.0509821,50.208,-34.865,-168.329,0.0558507,0
1,Port 12: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0,6676000,1,OK,91.7006970,4.9382766,-91.7070354,-3.0538574,50.209,-34.870,-168.340,0.0561768,0
1,Port 12: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0,6676008,1,OK,91.7033411,4.9382391,-91.7096892,-3.0587110,50.202,-34.878,-168.348,0.0559077,0
1,Port 12: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0,6676016,1,OK,91.7015315,4.9390882,-91.7078751,-3.0556308,50.198,-34.872,-168.345,0.0560707,0
1,Port 12: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0,6676024,1,OK,91.7015034,4.9395955,-91.7078482,-3.0556718,50.199,-34.870,-168.351,0.0565461,0
1,Port 12: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0,6676032,1,OK,91.7013330,4.9406464,-91.7076798,-3.0554245,50.200,-34.868,-168.355,0.0560835,0
1,Port 12: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0,6676040,1,OK,91.6998944,4.9387065,-91.7062309,-3.0530189,50.194,-34.867,-168.356,0.0559300,0
1,Port 12: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0,6676048,1,OK,91.6970005,4.9399716,-91.7033295,-3.0478598,50.193,-34.856,-168.351,0.0562479,0
1,Port 12: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0,6676056,1,OK,91.6973902,4.9400327,-91.7037207,-3.0485664,50.189,-34.860,-168.350,0.0553907,0
1,Port 12: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0,6676064,1,OK,91.6996590,4.9393434,-91.7059962,-3.0527458,50.187,-34.863,-168.359,0.0551263,0
1,Port 12: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0,6676072,1,OK,91.7000870,4.9405770,-91.7064290,-3.0534695,50.186,-34.860,-168.359,0.0558456,0
1,Port 12: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0,6676080,1,OK,91.6980121,4.9410360,-91.7043476,-3.0496412,50.190,-34.850,-168.359,0.0563633,0
