Pattern, Position, Event, EventNo, Timestamp
0,0,TASK_START,0,1417120
1,0,PATTERN_START,0,1417121
1, 1, SUCCESS, 0, 3674
1, 2, SUCCESS, 0, 6116
1, 3, SUCCESS, 0, 4578
1, 4, SUCCESS, 0, 2554
1, 5, SUCCESS, 0, 4320
1, 6, SUCCESS, 0, 3494
1,0,PATTERN_FINISH,0,1442251
2,0,PATTERN_START,0,1447252
2, 1, SUCCESS, 0, 2826
2, 2, SUCCESS, 0, 3021
2, 3, ERROR, 1, 74
2, 3, SUCCESS, 0, 3474
2, 4, SUCCESS, 0, 1353
2, 5, SUCCESS, 0, 3789
2, 6, SUCCESS, 0, 2582
2,0,PATTERN_FINISH,0,1464692
3,0,PATTERN_START,0,1469692
3, 1, SUCCESS, 0, 3269
3, 2, SUCCESS, 0, 2700
3, 3, SUCCESS, 0, 1828
3, 4, SUCCESS, 0, 2071
3, 5, SUCCESS, 0, 2488
3, 6, SUCCESS, 0, 2051
3,0,PATTERN_FINISH,0,1484493
4,0,PATTERN_START,0,1539710
4, 1, SUCCESS, 0, 2197
4, 2, SUCCESS, 0, 2047
4, 3, SUCCESS, 0, 1220
4, 4, ERROR, 1, 138
4, 4, ERROR, 2, 138
4, 4, ERROR, 3, 139
4, 4, SUCCESS, 0, 2227
4, 5, SUCCESS, 0, 1971
4, 6, SUCCESS, 0, 2423
4,0,PATTERN_FINISH,0,1552191
5,0,PATTERN_START,0,1557191
5, 1, SUCCESS, 0, 1709
5, 2, SUCCESS, 0, 2730
5, 3, SUCCESS, 0, 2333
5, 4, SUCCESS, 0, 1273
5, 5, ERROR, 1, 120
5, 5, SUCCESS, 0, 2835
5, 6, SUCCESS, 0, 2176
5,0,PATTERN_FINISH,0,1570642
6,0,PATTERN_START,0,1575644
6, 1, SUCCESS, 0, 1938
6, 2, SUCCESS, 0, 1874
6, 3, SUCCESS, 0, 1871
6, 4, SUCCESS, 0, 1265
6, 5, ERROR, 1, 155
6, 5, SUCCESS, 0, 3025
6, 6, SUCCESS, 0, 2467
6,0,PATTERN_FINISH,0,1588480
0,0,TASK_FINISH,0,1588480

