Pattern, Position, Event, EventNo, Timestamp
0,0,TASK_START,0,197078
1,0,PATTERN_START,0,197078
1, 1, ERROR, 1, 2510
1, 1, ERROR, 2, 2510
1, 1, ERROR, 3, 2511
1, 1, ERROR, 4, 2512
1, 1, ERROR, 5, 2518
1, 1, ERROR, 6, 2521
1, 1, ERROR, 7, 2524
1, 1, ERROR, 8, 2525
1, 1, ERROR, 9, 2525
1, 1, ERROR, 10, 2526
1, 1, ERROR, 11, 2527
1, 1, ERROR, 12, 2528
1, 1, ERROR, 13, 2554
1, 1, ERROR, 14, 2556
1, 1, ERROR, 15, 2558
1, 1, ERROR, 16, 2559
1, 1, ERROR, 17, 4136
1, 1, ERROR, 18, 4138
1, 1, ERROR, 19, 4139
1, 1, ERROR, 20, 4141
1, 1, ERROR, 21, 4146
1, 1, ERROR, 22, 4151
1, 1, ERROR, 23, 4152
1, 1, ERROR, 24, 4153
1, 1, ERROR, 25, 4162
1, 1, ERROR, 26, 4163
1, 1, ERROR, 27, 4163
1, 1, ERROR, 28, 4164
1, 1, ERROR, 29, 4166
1, 1, ERROR, 30, 4167
1, 1, ERROR, 31, 4169
1, 1, ERROR, 32, 4171
1, 1, ERROR, 33, 4174
1, 1, ERROR, 34, 4175
1, 1, ERROR, 35, 4183
1, 1, ERROR, 36, 4188
1, 1, ERROR, 37, 4203
1, 1, ERROR, 38, 4210
1, 1, ERROR, 39, 4215
1, 1, ERROR, 40, 4241
1, 1, ERROR, 41, 4246
1, 1, ERROR, 42, 4256
1, 1, ERROR, 43, 4264
1, 1, ERROR, 44, 4634
1, 1, ERROR, 45, 5442
1, 1, ERROR, 46, 5454
1, 1, ERROR, 47, 5457
1, 1, ERROR, 48, 5457
1, 1, ERROR, 49, 5460
1, 1, ERROR, 50, 5461
1, 1, ERROR, 51, 5463
1, 1, ERROR, 52, 5465Pattern, Position, Event,entNo, Timestamp
Pattern, Position, Event, EventNo, Timestamp
0,0,TASK_START,0,18971
1,0,PATTERN_START,0,18971
1, 1, SUCCESS, 0, 1723
1, 2, ERROR, 1, 238
1, 2, SUCCESS, 0, 4006
1, 3, SUCCESS, 0, 3786
1, 4, SUCCESS, 0, 1614
1, 5, SUCCESS, 0, 3784
1, 6, SUCCESS, 0, 1608
1,0,PATTERN_FINISH,0,35887
2,0,PATTERN_START,0,40887
2, 1, SUCCESS, 0, 4658
2, 2, SUCCESS, 0, 1427
2, 3, SUCCESS, 0, 1534
2, 4, SUCCESS, 0, 1894
2, 5, ERROR, 1, 135
2, 5, SUCCESS, 0, 1695
2, 6, SUCCESS, 0, 1915
2,0,PATTERN_FINISH,0,54404
3,0,PATTERN_START,0,59404
3, 1, SUCCESS, 0, 1883
3, 2, ERROR, 1, 115
3, 2, SUCCESS, 0, 1430
3, 3, SUCCESS, 0, 1610
3, 4, SUCCESS, 0, 1149
3, 5, SUCCESS, 0, 1437
3, 6, SUCCESS, 0, 1573
3,0,PATTERN_FINISH,0,68881
4,0,PATTERN_START,0,102462
4, 1, SUCCESS, 0, 1440
4, 2, ERROR, 1, 45
4, 2, SUCCESS, 0, 1660
4, 3, SUCCESS, 0, 1995
4, 4, SUCCESS, 0, 1084
4, 5, SUCCESS, 0, 2233
4, 6, SUCCESS, 0, 1546
4,0,PATTERN_FINISH,0,112818
5,0,PATTERN_START,0,117818
5, 1, ERROR, 1, 2041
5, 1, ERROR, 2, 2049
5, 1, ERROR, 3, 2051
5, 1, SUCCESS, 0, 2052
5, 2, ERROR, 4, 11
5, 2, SUCCESS, 0, 1641
5, 3, SUCCESS, 0, 1280
5, 4, SUCCESS, 0, 1794
5, 5, SUCCESS, 0, 1149
5, 6, SUCCESS, 0, 1008
5,0,PATTERN_FINISH,0,127138
6,0,PATTERN_START,0,132140
6, 1, SUCCESS, 0, 3336
6, 2, ERROR, 1, 39
6, 2, SUCCESS, 0, 1353
6, 3, SUCCESS, 0, 1277
6, 4, SUCCESS, 0, 1184
6, 5, SUCCESS, 0, 1346
6, 6, SUCCESS, 0, 1391
6,0,PATTERN_FINISH,0,142418
0,0,TASK_FINISH,0,142419
