Pattern, Position, Event, EventNo, Timestamp
Pattern, Position, Event, EventNo, Timestamp
0,0,TASK_START,0,727376
1,0,PATTERN_START,0,727376
1, 1, SUCCESS, 0, 9342
1, 2, SUCCESS, 0, 3029
1, 3, SUCCESS, 0, 2833
1, 4, SUCCESS, 0, 1213
1, 5, SUCCESS, 0, 4997
1, 6, SUCCESS, 0, 2430
1,0,PATTERN_FINISH,0,751616
2,0,PATTERN_START,0,756617
2, 1, SUCCESS, 0, 1810
2, 2, SUCCESS, 0, 3057
2, 3, SUCCESS, 0, 2336
2, 4, SUCCESS, 0, 2112
2, 5, SUCCESS, 0, 2247
2, 6, SUCCESS, 0, 2485
2,0,PATTERN_FINISH,0,771059
3,0,PATTERN_START,0,776059
3, 1, SUCCESS, 0, 1929
3, 2, SUCCESS, 0, 2574
3, 3, SUCCESS, 0, 2285
3, 4, SUCCESS, 0, 2115
3, 5, SUCCESS, 0, 1975
3, 6, SUCCESS, 0, 1869
3,0,PATTERN_FINISH,0,789204
4,0,PATTERN_START,0,839135
4, 1, SUCCESS, 0, 4009
4, 2, SUCCESS, 0, 2241
4, 3, SUCCESS, 0, 3231
4, 4, ERROR, 1, 1704
4, 4, ERROR, 2, 1711
4, 4, ERROR, 3, 1721
4, 4, SUCCESS, 0, 1979
4, 5, SUCCESS, 0, 1910
4, 6, SUCCESS, 0, 2859
4,0,PATTERN_FINISH,0,855759
5,0,PATTERN_START,0,860760
5, 1, SUCCESS, 0, 2112
5, 2, SUCCESS, 0, 2216
5, 3, SUCCESS, 0, 1955
5, 4, ERROR, 1, 741
5, 4, ERROR, 2, 745
5, 4, ERROR, 3, 749
5, 4, ERROR, 4, 750
5, 4, ERROR, 5, 752
5, 4, ERROR, 6, 767
5, 4, ERROR, 7, 771
5, 4, ERROR, 8, 779
5, 4, ERROR, 9, 782
5, 4, ERROR, 10, 785
5, 4, ERROR, 11, 787
5, 4, ERROR, 12, 791
5, 4, ERROR, 13, 796
5, 4, ERROR, 14, 797
5, 4, ERROR, 15, 806
5, 4, SUCCESS, 0, 1099
5, 5, SUCCESS, 0, 2314
5, 6, SUCCESS, 0, 1854
5,0,PATTERN_FINISH,0,872704
6,0,PATTERN_START,0,877704
6, 1, SUCCESS, 0, 2784
6, 2, SUCCESS, 0, 2343
6, 3, SUCCESS, 0, 2117
6, 4, SUCCESS, 0, 1339
6, 5, SUCCESS, 0, 2099
6, 6, SUCCESS, 0, 1831
6,0,PATTERN_FINISH,0,890609
0,0,TASK_FINISH,0,890610
