0,0,TASK_START,0,2596432
1,0,PATTERN_START,0,2596433
1, 1, ERROR, 1, 1698
1, 1, ERROR, 2, 1707
1, 1, ERROR, 3, 1712
1, 1, ERROR, 4, 1738
1, 1, ERROR, 5, 1751
1, 1, ERROR, 6, 1756
1, 1, ERROR, 7, 1758
1, 1, ERROR, 8, 1761
1, 1, ERROR, 9, 1764
1, 1, ERROR, 10, 1768
1, 1, ERROR, 11, 1770
1, 1, ERROR, 12, 1770
1, 1, ERROR, 13, 1772
1, 1, ERROR, 14, 1773
1, 1, ERROR, 15, 1774
1, 1, ERROR, 16, 1775
1, 1, ERROR, 17, 1776
1, 1, ERROR, 18, 1778
1, 1, ERROR, 19, 1780
1, 1, ERROR, 20, 1783
1, 1, ERROR, 21, 1784
1, 1, ERROR, 22, 1785
1, 1, SUCCESS, 0, 3319
1, 2, ERROR, 23, 6171
1, 2, ERROR, 24, 6204
1, 2, ERROR, 25, 6207
1, 2, ERROR, 26, 6229
1, 2, ERROR, 27, 6238
1, 2, ERROR, 28, 6249
1, 2, ERROR, 29, 6254
1, 2, ERROR, 30, 6260
1, 2, ERROR, 31, 6261
1, 2, ERROR, 32, 6262
1, 2, ERROR, 33, 6263
1, 2, ERROR, 34, 6276
1, 2, ERROR, 35, 6278
1, 2, ERROR, 36, 6285
1, 2, ERROR, 37, 6287
1, 2, ERROR, 38, 6296
1, 2, ERROR, 39, 6301
1, 2, ERROR, 40, 6306
1, 2, ERROR, 41, 6307
1, 2, ERROR, 42, 6308
1, 2, ERROR, 43, 6309
1, 2, ERROR, 44, 6310
1, 2, ERROR, 45, 6312
1, 2, ERROR, 46, 6313
1, 2, ERROR, 47, 6314
1, 2, ERROR, 48, 6316
1, 2, ERROR, 49, 6318
1, 2, ERROR, 50, 6321
1, 2, ERROR, 51, 6323
1, 2, ERROR, 52, 6328
1, 2, ERROR, 53, 6345
1, 2, ERROR, 54, 6347
1, 2, ERROR, 55, 6375
1, 2, ERROR, 56, 6376
1, 2, ERROR, 57, 6383
1, 2, ERROR, 58, 6391
1, 2, ERROR, 59, 6396
1, 2, ERROR, 60, 6398
1, 2, ERROR, 61, 6401
1, 2, ERROR, 62, 6429
1, 2, ERROR, 63, 6441
1, 2, ERROR, 64, 6501
1, 2, ERROR, 65, 6572
1, 2, ERROR, 66, 6579
1, 2, ERROR, 67, 6581
1, 2, ERROR, 68, 6583
1, 2, ERROR, 69, 6585
1, 2, ERROR, 70, 6587
1, 2, ERROR, 71, 6610
1, 2, ERROR, 72, 6611
1, 2, ERROR, 73, 6734
1, 2, ERROR, 74, 6768
1, 2, ERROR, 75, 6769
1, 2, ERROR, 76, 6776
1, 2, ERROR, 77, 6777
1, 2, ERROR, 78, 6781
1, 2, ERROR, 79, 6782
1, 2, ERROR, 80, 6785
1, 2, ERROR, 81, 6788
1, 2, ERROR, 82, 6798
1, 2, ERROR, 83, 6870
1, 2, ERROR, 84, 6953
1, 2, ERROR, 85, 6961
1, 2, ERROR, 86, 6999
1, 2, ERROR, 87, 7014
1, 2, ERROR, 88, 7018
1, 2, ERROR, 89, 7052
1, 2, ERROR, 90, 7076
1, 2, ERROR, 91, 7083
1, 2, ERROR, 92, 7086
1, 2, ERROR, 93, 7087
1, 2, ERROR, 94, 7088
1, 2, ERROR, 95, 7088
1, 2, ERROR, 96, 7090
1, 2, ERROR, 97, 7091
1, 2, ERROR, 98, 7093
1, 2, ERROR, 99, 7096
1, 2, ERROR, 100, 7098
1, 2, ERROR, 101, 7103
1, 2, ERROR, 102, 7105
1, 2, ERROR, 103, 7106
1, 2, ERROR, 104, 7107
1, 2, ERROR, 105, 7111
1, 2, ERROR, 106, 7119
1, 2, SUCCESS, 0, 7225
1, 3, ERROR, 107, 361
1, 3, ERROR, 108, 424
1, 3, ERROR, 109, 449
1, 3, ERROR, 110, 450
1, 3, ERROR, 111, 453
1, 3, ERROR, 112, 454
1, 3, ERROR, 113, 579
1, 3, ERROR, 114, 710
1, 3, ERROR, 115, 724
1, 3, ERROR, 116, 724
1, 3, ERROR, 117, 737
1, 3, ERROR, 118, 748
1, 3, ERROR, 119, 751
1, 3, ERROR, 120, 752
1, 3, ERROR, 121, 752
1, 3, ERROR, 122, 753
1, 3, ERROR, 123, 754
1, 3, ERROR, 124, 756
1, 3, ERROR, 125, 758
1, 3, ERROR, 126, 760
1, 3, ERROR, 127, 761
1, 3, ERROR, 128, 764
1, 3, ERROR, 129, 768
1, 3, ERROR, 130, 770
1, 3, ERROR, 131, 772
1, 3, ERROR, 132, 775
1, 3, ERROR, 133, 775
1, 3, ERROR, 134, 780
1, 3, ERROR, 135, 783
1, 3, ERROR, 136, 788
1, 3, ERROR, 137, 792
1, 3, ERROR, 138, 792
1, 3, ERROR, 139, 797
1, 3, ERROR, 140, 798
1, 3, ERROR, 141, 800
1, 3, ERROR, 142, 801
1, 3, ERROR, 143, 801
1, 3, ERROR, 144, 803
1, 3, ERROR, 145, 804
1, 3, ERROR, 146, 811
1, 3, ERROR, 147, 813
1, 3, ERROR, 148, 815
1, 3, ERROR, 149, 816
1, 3, ERROR, 150, 819
1, 3, ERROR, 151, 822
1, 3, ERROR, 152, 823
1, 3, ERROR, 153, 824
1, 3, ERROR, 154, 827
1, 3, ERROR, 155, 828
1, 3, ERROR, 156, 832
1, 3, ERROR, 157, 835
1, 3, ERROR, 158, 838
1, 3, ERROR, 159, 843
1, 3, ERROR, 160, 845
1, 3, ERROR, 161, 846
