Pattern, Position, Event, EventNo, Timestamp
0,0,TASK_START,0,265590
1,0,PATTERN_START,0,265590
1, 1, SUCCESS, 0, 5926
1, 2, SUCCESS, 0, 5187
1, 3, SUCCESS, 0, 3601
1, 4, SUCCESS, 0, 3149
1, 5, SUCCESS, 0, 4910
1, 6, SUCCESS, 0, 4694
1,0,PATTERN_FINISH,0,293451
2,0,PATTERN_START,0,298451
2, 1, SUCCESS, 0, 4968
2, 2, SUCCESS, 0, 5395
2, 3, SUCCESS, 0, 2948
2, 4, SUCCESS, 0, 2326
2, 5, SUCCESS, 0, 4216
2, 6, SUCCESS, 0, 3061
2,0,PATTERN_FINISH,0,321759
3,0,PATTERN_START,0,326760
3, 1, SUCCESS, 0, 2987
3, 2, SUCCESS, 0, 3950
3, 3, SUCCESS, 0, 2871
3, 4, SUCCESS, 0, 1988
3, 5, SUCCESS, 0, 4341
3, 6, SUCCESS, 0, 3666
3,0,PATTERN_FINISH,0,346957
4,0,PATTERN_START,0,381342
4, 1, SUCCESS, 0, 11091
4, 2, SUCCESS, 0, 2633
4, 3, SUCCESS, 0, 3478
4, 4, SUCCESS, 0, 1610
4, 5, ERROR, 1, 267
4, 5, ERROR, 2, 286
4, 5, SUCCESS, 0, 3788
4, 6, SUCCESS, 0, 4215
4,0,PATTERN_FINISH,0,408553
5,0,PATTERN_START,0,413553
5, 1, SUCCESS, 0, 2183
5, 2, SUCCESS, 0, 4367
5, 3, SUCCESS, 0, 2836
5, 4, ERROR, 1, 1822
5, 4, ERROR, 2, 1824
5, 4, ERROR, 3, 2426
5, 4, ERROR, 4, 2459
5, 4, ERROR, 5, 2465
5, 4, ERROR, 6, 2472
5, 4, ERROR, 7, 2493
5, 4, SUCCESS, 0, 4110
5, 5, SUCCESS, 0, 4688
5, 6, SUCCESS, 0, 2150
5,0,PATTERN_FINISH,0,434285
6,0,PATTERN_START,0,439285
6, 1, SUCCESS, 0, 2217
6, 2, SUCCESS, 0, 5629
6, 3, SUCCESS, 0, 2369
6, 4, SUCCESS, 0, 2990
6, 5, SUCCESS, 0, 3830
6, 6, SUCCESS, 0, 3050
6,0,PATTERN_FINISH,0,459764
0,0,TASK_FINISH,0,459764

