Pattern, Position, Event, EventNo, Timestamp
0,0,TASK_START,0,297823
1,0,PATTERN_START,0,297823
1, 1, SUCCESS, 0, 5041
1, 2, SUCCESS, 0, 6760
1, 3, SUCCESS, 0, 10822
1, 4, SUCCESS, 0, 3348
1, 5, SUCCESS, 0, 4883
1, 6, SUCCESS, 0, 4910
1,0,PATTERN_FINISH,0,333981
2,0,PATTERN_START,0,338982
2, 1, SUCCESS, 0, 3236
2, 2, SUCCESS, 0, 3561
2, 3, SUCCESS, 0, 5042
2, 4, SUCCESS, 0, 2499
2, 5, SUCCESS, 0, 3559
2, 6, SUCCESS, 0, 4273
2,0,PATTERN_FINISH,0,361548
3,0,PATTERN_START,0,366548
3, 1, SUCCESS, 0, 3535
3, 2, SUCCESS, 0, 4457
3, 3, SUCCESS, 0, 3280
3, 4, SUCCESS, 0, 2479
3, 5, SUCCESS, 0, 2986
3, 6, SUCCESS, 0, 3173
3,0,PATTERN_FINISH,0,386853
4,0,PATTERN_START,0,441392
4, 1, SUCCESS, 0, 3151
4, 2, SUCCESS, 0, 3711
4, 3, SUCCESS, 0, 3326
4, 4, SUCCESS, 0, 2926
4, 5, SUCCESS, 0, 4075
4, 6, SUCCESS, 0, 2843
4,0,PATTERN_FINISH,0,461818
5,0,PATTERN_START,0,466819
5, 1, SUCCESS, 0, 3630
5, 2, SUCCESS, 0, 4660
5, 3, SUCCESS, 0, 2861
5, 4, SUCCESS, 0, 3950
5, 5, SUCCESS, 0, 4192
5, 6, SUCCESS, 0, 3654
5,0,PATTERN_FINISH,0,490160
6,0,PATTERN_START,0,495161
6, 1, SUCCESS, 0, 2778
6, 2, SUCCESS, 0, 2734
6, 3, SUCCESS, 0, 2383
6, 4, ERROR, 1, 2346
6, 4, ERROR, 2, 2353
6, 4, ERROR, 3, 2359
6, 4, ERROR, 4, 2525
6, 4, ERROR, 5, 3108
6, 4, ERROR, 6, 3212
6, 4, ERROR, 7, 3229
6, 4, SUCCESS, 0, 3798
6, 5, SUCCESS, 0, 4592
6, 6, SUCCESS, 0, 4219
6,0,PATTERN_FINISH,0,516060
0,0,TASK_FINISH,0,516061

